controller,grid,scenario,n_runs,completed_trips_mean,completed_trips_std,completion_rate_pct_mean,completion_rate_pct_std,avg_travel_time_mean,avg_travel_time_std,avg_waiting_time_mean,avg_waiting_time_std,avg_time_loss_mean,avg_time_loss_std,mean_queue_length_mean,mean_queue_length_std,max_queue_length_mean,max_queue_length_std,teleports_started_mean,teleports_started_std,peak_process_tree_ram_mb_mean,peak_process_tree_ram_mb_std,simulation_loop_runtime_s_mean,simulation_loop_runtime_s_std,total_wall_runtime_s_mean,total_wall_runtime_s_std
original_fixed,2x2,medium,5,1394.2,6.3796551630946325,92.94666666666667,0.42531034420630914,122.22517311561506,2.527156781231742,36.236103468952514,1.705650063034851,59.55892392299553,2.4480201611475767,6.513472222222222,0.33630855369294,25.0,1.5811388300841898,0.0,0.0,91.378125,2.508223778580671,8.648684783210047,0.18177886429372972,9.693245200021192,0.18303181135352156
original_fixed,3x3,medium,5,1650.4,1.140175425099138,91.68888888888888,0.06334307917217863,135.93621541022316,2.6145283241148727,40.05981772606031,1.8671138175510087,63.8423529739366,2.5084805937954755,4.086419753086419,0.16343153617714967,20.8,3.7013511046643495,0.0,0.0,95.553125,0.1783578521890752,10.106881825230085,0.07740937437846974,11.16327305843588,0.0749708240170058
original_fixed,4x4,medium,5,1831.4,4.09878030638384,91.57000000000001,0.20493901531919262,144.5475252834349,0.6179880696881016,40.097622277678916,0.5617350334779351,62.54151463791402,0.7404036966962995,2.6504861111111113,0.03546437758577321,15.2,3.8340579025361627,0.0,0.0,97.4,0.2750177551086475,11.738724258216099,0.10684984127412687,12.799293091427534,0.10756416560437639
original_fixed,5x5,medium,5,1429.2,3.492849839314596,91.26436781609195,0.22304277390259525,156.20512390227395,1.1206283129747867,43.13578272603956,0.7786810516460492,64.88805248196917,0.9145651470228168,1.483711111111111,0.023188518870497204,10.6,0.5477225575051661,0.0,0.0,98.990625,0.29139682457947275,11.859823325183243,0.0671549033899215,12.930727158160881,0.0666969257762351
webster_fixed,2x2,dynamic,5,1127.4,1.6733200530681511,93.95,0.13944333775567644,102.84322153341844,2.461256498193653,14.537962362311069,0.7369186434561182,36.86697741809293,2.2810626678261268,2.004861111111111,0.14940403728823634,10.6,1.3416407864998738,0.0,0.0,98.978125,0.5452654886612576,8.600014216592536,0.03956792095383038,9.681742058577948,0.037554635884249454
webster_fixed,2x2,high,5,465.8,19.447364860052378,15.526666666666666,0.6482454953350785,258.628864884229,5.471352600716439,134.47541420156952,4.585701294855012,187.9609462752406,6.597730417837248,70.12277777777777,0.7631976670642704,100.0,0.0,87.0,9.82344135219425,114.509375,0.13007284617667134,9.752023975201883,0.05111432856278596,10.836098433379084,0.053160783630365346
webster_fixed,2x2,low,5,570.2,1.4832396974191326,95.03333333333333,0.24720661623652385,83.72794745910355,0.5437783651039696,6.319198220736118,0.20861414452945518,20.05257515730965,0.3146210673887228,0.46805555555555556,0.014641089334936122,4.8,1.0954451150103321,0.0,0.0,95.8875,0.5938938970367519,8.456354816607199,0.052215024229387084,9.545841208216734,0.054380039577461875
webster_fixed,2x2,medium,5,1414.0,2.5495097567963922,94.26666666666667,0.16996731711975818,98.89308885971268,0.3063502348034098,15.130012538553348,0.21185001714085766,36.280255477715656,0.3864733640214679,2.314583333333333,0.06651095820786525,11.2,0.8366600265340756,0.0,0.0,99.021875,0.6794270334259596,8.547773124766536,0.11626937006839529,9.636295216763392,0.1204669796931162
webster_fixed,3x3,medium,5,1684.4,6.06630035524124,93.57777777777778,0.33701668640229215,111.51622912864173,0.7109023240043102,16.101118843569978,0.506435844662443,39.330084521989974,0.8141370612899109,1.5068518518518519,0.03659549042190357,11.0,0.7071067811865476,0.0,0.0,101.88125,0.15803666010612855,9.995659158448689,0.034363699870309614,11.092374366591685,0.03587302186407404
webster_fixed,4x4,medium,5,1859.6,3.361547262794322,92.98,0.1680773631397165,121.26168163865341,0.47473020246285275,15.021950166702158,0.3330833808904741,39.13470687155889,0.4850549118611101,0.9090625,0.020685747496729655,9.2,0.8366600265340756,0.0,0.0,103.8375,0.06952686081652185,11.87957528338302,0.0998156353780962,12.984986749966628,0.1024842017220061
webster_fixed,5x5,medium,5,1446.4,2.4083189157584592,92.36270753512133,0.153787925655076,132.2344158996597,0.2592961746970339,15.175836917375007,0.08694354757942056,40.865517068207495,0.22313603776610003,0.48375555555555555,0.0026192544410882485,6.0,0.0,0.0,0.0,105.56875,0.1161937027661138,11.802814525016583,0.08022439996632236,12.9137403084198,0.07916620745239251
