algorithm,grid,scenario,episode,step,avg_reward,epsilon,reward_B1,reward_B2,reward_C1,reward_C2
dqn,2x2,high,61,21960,-10094.375,0.40397000000000005,-13068.099999999991,-9126.199999999993,-9534.80000000002,-8648.399999999996
dqn,2x2,high,62,22320,-9658.699999999993,0.3941985714285714,-7045.6000000000095,-6201.900000000007,-14388.499999999956,-10998.800000000001
dqn,2x2,high,63,22680,-9003.47500000001,0.38442714285714297,-6680.299999999997,-10938.000000000016,-8689.600000000004,-9706.00000000002
dqn,2x2,high,64,23040,-9989.674999999994,0.3746557142857143,-13969.199999999975,-9296.999999999973,-8606.700000000013,-8085.800000000016
dqn,2x2,high,65,23400,-11055.424999999996,0.36488428571428577,-11082.199999999968,-13905.500000000002,-9071.700000000017,-10162.299999999997
dqn,2x2,high,66,23760,-7772.650000000006,0.3551128571428571,-7761.900000000009,-5669.200000000028,-8124.6999999999825,-9534.800000000007
dqn,2x2,high,67,24120,-8544.525000000005,0.3453414285714287,-10466.899999999992,-6623.300000000016,-9290.30000000001,-7797.600000000001
dqn,2x2,high,68,24480,-11910.474999999997,0.33557000000000003,-10836.800000000017,-10862.200000000004,-13044.199999999986,-12898.699999999977
dqn,2x2,high,69,24840,-9563.075000000004,0.3257985714285715,-8986.500000000005,-6709.799999999989,-13957.000000000027,-8598.999999999996
dqn,2x2,high,70,25200,-12578.650000000001,0.31602714285714284,-12401.800000000021,-12291.799999999996,-15423.800000000001,-10197.199999999992
dqn,2x2,high,71,25560,-12749.875000000013,0.3062557142857143,-16210.499999999976,-8567.800000000014,-11357.300000000034,-14863.900000000032
dqn,2x2,high,72,25920,-10555.549999999994,0.29648428571428576,-8772.99999999997,-10629.400000000005,-10203.899999999967,-12615.900000000032
dqn,2x2,high,73,26280,-11056.550000000008,0.2867128571428572,-14005.700000000013,-8971.10000000001,-11585.899999999994,-9663.500000000013
dqn,2x2,high,74,26640,-10715.15,0.27694142857142856,-9774.999999999987,-11630.300000000001,-11264.999999999998,-10190.300000000008
dqn,2x2,high,75,27000,-9524.499999999993,0.26717,-8618.600000000006,-7875.899999999996,-10911.500000000007,-10691.99999999996
dqn,2x2,high,76,27360,-12027.000000000013,0.2573985714285715,-9869.600000000013,-11977.600000000006,-11621.000000000024,-14639.800000000012
dqn,2x2,high,77,27720,-12068.249999999985,0.24762714285714293,-9525.999999999982,-11848.09999999996,-16337.500000000002,-10561.400000000005
dqn,2x2,high,78,28080,-8151.349999999995,0.23785571428571428,-5903.8999999999905,-10338.299999999994,-5657.299999999966,-10705.90000000003
dqn,2x2,high,79,28440,-11228.724999999991,0.22808428571428574,-7417.2,-13859.999999999978,-8673.799999999997,-14963.899999999989
dqn,2x2,high,80,28800,-12039.399999999992,0.2183128571428572,-10776.099999999991,-9629.099999999986,-16560.799999999996,-11191.6
dqn,2x2,high,81,29160,-10381.099999999988,0.20854142857142866,-7180.1999999999925,-13627.699999999948,-10230.1,-10486.400000000005
dqn,2x2,high,82,29520,-10902.774999999985,0.19877,-6707.099999999991,-9003.399999999989,-17997.89999999997,-9902.699999999988
dqn,2x2,high,83,29880,-9253.85,0.18899857142857146,-6748.200000000002,-10053.900000000021,-6447.200000000011,-13766.099999999968
dqn,2x2,high,84,30240,-11526.375000000015,0.1792271428571428,-11220.800000000008,-9219.300000000005,-11109.400000000029,-14556.000000000016
dqn,2x2,high,85,30600,-8827.82500000001,0.16945571428571438,-10765.299999999988,-10938.500000000025,-7181.200000000005,-6426.300000000019
dqn,2x2,high,86,30960,-8007.749999999994,0.15968428571428572,-8241.799999999988,-8772.499999999995,-8175.300000000012,-6841.399999999984
dqn,2x2,high,87,31320,-8629.199999999997,0.14991285714285718,-6825.700000000007,-5660.099999999995,-12397.199999999977,-9633.800000000012
dqn,2x2,high,88,31680,-10529.925000000003,0.14014142857142853,-12489.09999999999,-9846.400000000018,-11724.299999999974,-8059.900000000033
dqn,2x2,high,89,32040,-10834.325000000008,0.1303700000000001,-9759.800000000003,-10632.5,-11489.800000000001,-11455.200000000023
dqn,2x2,high,90,32400,-10183.300000000014,0.12059857142857144,-8630.000000000005,-9769.30000000001,-9035.40000000002,-13298.500000000016
dqn,2x2,high,91,32760,-11656.950000000004,0.1108271428571429,-15496.000000000011,-9871.69999999999,-12662.800000000007,-8597.30000000001
dqn,2x2,high,92,33120,-9569.05,0.10105571428571425,-6327.300000000007,-8498.699999999995,-9698.09999999999,-13752.100000000004
dqn,2x2,high,93,33480,-10539.000000000016,0.0912842857142857,-8782.40000000002,-12022.30000000002,-10834.60000000002,-10516.700000000003
dqn,2x2,high,94,33840,-8972.150000000003,0.08151285714285716,-7331.800000000005,-8475.500000000002,-8866.40000000002,-11214.899999999987
dqn,2x2,high,95,34200,-9927.049999999997,0.07174142857142862,-7661.299999999988,-8880.099999999982,-13364.100000000031,-9802.699999999984
dqn,2x2,high,96,34560,-10457.574999999999,0.06196999999999997,-8567.200000000003,-10784.400000000009,-10098.799999999992,-12379.899999999989
dqn,2x2,high,97,34920,-10721.124999999987,0.05219857142857143,-13972.599999999979,-10188.299999999974,-9679.199999999993,-9044.4
dqn,2x2,high,98,35280,-13094.024999999998,0.05,-10247.80000000001,-12121.800000000021,-15448.399999999983,-14558.099999999973
dqn,2x2,high,99,35640,-11877.324999999993,0.05,-10415.399999999981,-12763.700000000013,-11641.899999999987,-12688.29999999999
dqn,2x2,high,100,36000,-9195.85000000001,0.05,-5772.899999999978,-10490.800000000016,-9149.8,-11369.900000000045
dqn,2x2,high,101,36360,-10647.824999999999,0.05,-9933.100000000008,-8798.600000000017,-13112.299999999977,-10747.299999999994
dqn,2x2,high,102,36720,-9098.074999999988,0.05,-6906.600000000014,-9330.499999999985,-12581.599999999993,-7573.599999999963
dqn,2x2,high,103,37080,-10325.200000000003,0.05,-9102.000000000004,-7352.300000000036,-13068.799999999974,-11777.699999999999
dqn,2x2,high,104,37440,-9040.975000000004,0.05,-9890.600000000008,-8919.200000000004,-8893.899999999994,-8460.200000000013
dqn,2x2,high,105,37800,-8717.775000000007,0.05,-9190.000000000004,-8476.600000000035,-9060.40000000001,-8144.099999999978
dqn,2x2,high,106,38160,-10149.724999999984,0.05,-10446.500000000004,-7907.299999999985,-10502.199999999952,-11742.89999999999
dqn,2x2,high,107,38520,-9616.225,0.05,-9964.89999999999,-7816.600000000019,-11099.199999999997,-9584.199999999999
dqn,2x2,high,108,38880,-9533.324999999997,0.05,-10513.799999999997,-9637.600000000002,-7851.8000000000175,-10130.09999999997
dqn,2x2,high,109,39240,-9678.774999999998,0.05,-5684.50000000001,-11356.19999999997,-10147.099999999988,-11527.300000000021
dqn,2x2,high,110,39600,-10031.850000000002,0.05,-6774.699999999984,-8552.000000000013,-11782.99999999999,-13017.700000000017
dqn,2x2,high,111,39960,-8229.700000000012,0.05,-6403.200000000035,-12018.799999999981,-7777.400000000034,-6719.4000000000015
dqn,2x2,high,112,40320,-9916.174999999994,0.05,-12768.099999999971,-11160.499999999982,-7695.800000000016,-8040.300000000001
dqn,2x2,high,113,40680,-11365.874999999993,0.05,-9921.79999999998,-11420.099999999973,-12374.499999999995,-11747.100000000024
dqn,2x2,high,114,41040,-8764.149999999996,0.05,-8663.300000000007,-10475.59999999999,-8082.099999999996,-7835.599999999998
dqn,2x2,high,115,41400,-11158.325,0.05,-11631.69999999999,-9062.600000000008,-15356.899999999972,-8582.100000000037
dqn,2x2,high,116,41760,-9912.124999999984,0.05,-6973.499999999997,-9181.300000000003,-11841.299999999968,-11652.399999999965
dqn,2x2,high,117,42120,-10598.3,0.05,-8153.999999999962,-13480.9,-11818.400000000029,-8939.90000000001
dqn,2x2,high,118,42480,-10046.725000000022,0.05,-8774.800000000014,-7721.900000000035,-14523.200000000024,-9167.000000000013
dqn,2x2,high,119,42840,-8889.749999999996,0.05,-8650.700000000004,-7386.999999999994,-10136.500000000002,-9384.799999999988
dqn,2x2,high,120,43200,-11427.625,0.05,-7248.999999999989,-15931.50000000002,-10487.000000000025,-12042.999999999969
dqn,2x2,high,121,43560,-9466.024999999998,0.05,-10281.79999999997,-10386.10000000001,-8746.100000000002,-8450.100000000006
dqn,2x2,high,122,43920,-11680.500000000007,0.05,-15548.899999999981,-7429.800000000024,-11809.300000000012,-11934.000000000013
dqn,2x2,high,123,44280,-9395.050000000003,0.05,-10835.000000000013,-6725.700000000009,-9398.799999999992,-10620.699999999993
dqn,2x2,high,124,44640,-11081.550000000005,0.05,-10602.900000000009,-8130.299999999991,-13005.600000000002,-12587.400000000016
dqn,2x2,high,125,45000,-8742.999999999996,0.05,-10444.199999999999,-9186.599999999984,-5892.0,-9449.200000000004
dqn,2x2,high,126,45360,-10225.80000000001,0.05,-9805.80000000001,-12888.300000000001,-9017.500000000024,-9191.600000000006
dqn,2x2,high,127,45720,-10105.125000000004,0.05,-9115.300000000001,-11869.1,-8694.499999999993,-10741.600000000017
dqn,2x2,high,128,46080,-11390.649999999996,0.05,-8518.899999999998,-11517.299999999994,-9107.00000000002,-16419.399999999972
dqn,2x2,high,129,46440,-12608.974999999988,0.05,-12000.999999999964,-13782.399999999998,-10303.700000000003,-14348.799999999992
dqn,2x2,high,130,46800,-8987.825000000003,0.05,-8175.299999999994,-10990.7,-8249.2,-8536.100000000017
dqn,2x2,high,131,47160,-11564.624999999985,0.05,-10698.399999999981,-13885.799999999985,-10657.899999999967,-11016.400000000007
dqn,2x2,high,132,47520,-11477.649999999989,0.05,-14259.499999999965,-8775.899999999996,-12533.499999999985,-10341.700000000003
dqn,2x2,high,133,47880,-11508.975000000024,0.05,-10036.800000000003,-12184.000000000035,-10303.20000000002,-13511.900000000036
dqn,2x2,high,134,48240,-12172.074999999993,0.05,-9083.900000000018,-11208.099999999982,-12148.89999999996,-16247.400000000014
dqn,2x2,high,135,48600,-9625.15,0.05,-8130.700000000016,-11017.300000000005,-10369.499999999987,-8983.099999999993
dqn,2x2,high,136,48960,-10266.724999999999,0.05,-11595.500000000013,-9177.70000000001,-12959.599999999986,-7334.099999999984
dqn,2x2,high,137,49320,-9583.474999999999,0.05,-11540.900000000018,-8762.999999999949,-8316.800000000017,-9713.20000000001
dqn,2x2,high,138,49680,-10830.124999999996,0.05,-7654.100000000013,-13903.299999999957,-11275.899999999994,-10487.200000000017
