algorithm,grid,scenario,episode,step,avg_reward,epsilon,reward_B1,reward_B2,reward_B3,reward_B4,reward_B5,reward_C1,reward_C2,reward_C3,reward_C4,reward_C5,reward_D1,reward_D2,reward_D3,reward_D4,reward_D5,reward_E1,reward_E2,reward_E3,reward_E4,reward_E5,reward_F1,reward_F2,reward_F3,reward_F4,reward_F5
dqn,5x5,medium,109,39240,-41.515999999999956,0.05,-34.59999999999997,-37.29999999999994,-38.59999999999995,-42.499999999999964,-33.09999999999996,-42.299999999999955,-43.899999999999956,-43.29999999999995,-49.89999999999998,-45.19999999999994,-39.29999999999994,-44.59999999999995,-44.699999999999946,-53.99999999999999,-45.599999999999966,-37.59999999999996,-49.49999999999995,-42.69999999999996,-42.199999999999974,-57.49999999999996,-27.099999999999966,-32.49999999999996,-36.29999999999995,-35.99999999999999,-37.59999999999995
dqn,5x5,medium,110,39600,-42.05999999999997,0.05,-36.29999999999998,-30.699999999999953,-35.09999999999997,-37.3,-33.199999999999974,-43.49999999999997,-55.49999999999998,-62.500000000000014,-42.49999999999997,-45.699999999999946,-33.099999999999966,-41.89999999999996,-50.599999999999945,-56.10000000000002,-49.69999999999997,-43.59999999999996,-49.29999999999993,-39.39999999999997,-38.099999999999966,-49.09999999999995,-26.899999999999963,-39.79999999999994,-31.79999999999997,-38.19999999999996,-41.599999999999966
dqn,5x5,medium,111,39960,-42.31999999999996,0.05,-36.09999999999997,-36.19999999999996,-35.69999999999997,-42.29999999999995,-34.299999999999955,-43.59999999999995,-40.399999999999935,-54.3,-42.59999999999996,-47.199999999999946,-41.09999999999998,-41.499999999999936,-50.699999999999925,-41.19999999999996,-52.799999999999955,-34.59999999999997,-51.69999999999995,-40.199999999999974,-43.69999999999991,-53.899999999999935,-29.599999999999962,-37.09999999999991,-48.49999999999998,-42.79999999999999,-35.89999999999993
dqn,5x5,medium,112,40320,-41.93599999999996,0.05,-31.499999999999993,-36.79999999999997,-37.19999999999995,-38.799999999999926,-26.9,-36.59999999999997,-37.19999999999996,-51.09999999999997,-49.19999999999997,-45.69999999999994,-46.99999999999996,-47.299999999999955,-50.2,-54.59999999999997,-52.09999999999995,-36.29999999999998,-43.59999999999997,-40.39999999999991,-52.69999999999995,-49.69999999999992,-28.49999999999998,-36.79999999999994,-35.09999999999996,-45.19999999999998,-37.89999999999996
dqn,5x5,medium,113,40680,-43.179999999999964,0.05,-40.40000000000001,-35.09999999999999,-39.49999999999995,-39.89999999999997,-32.89999999999997,-41.29999999999998,-44.4,-50.69999999999998,-47.299999999999955,-38.19999999999997,-46.599999999999966,-51.7999999999999,-51.09999999999992,-41.89999999999996,-58.099999999999945,-42.09999999999993,-53.999999999999964,-44.39999999999995,-44.899999999999984,-48.69999999999993,-32.59999999999994,-43.699999999999974,-36.29999999999999,-40.399999999999984,-33.19999999999996
dqn,5x5,medium,114,41040,-42.58399999999996,0.05,-39.499999999999986,-29.59999999999998,-38.39999999999998,-39.09999999999993,-37.799999999999976,-36.699999999999946,-45.19999999999995,-51.79999999999996,-54.19999999999997,-38.89999999999996,-43.99999999999993,-46.69999999999994,-60.699999999999946,-53.69999999999995,-49.39999999999992,-34.699999999999946,-49.99999999999997,-40.199999999999946,-36.29999999999997,-46.3,-28.599999999999998,-39.89999999999997,-43.899999999999935,-42.59999999999995,-36.399999999999984
dqn,5x5,medium,115,41400,-42.19999999999996,0.05,-40.79999999999998,-32.699999999999974,-37.399999999999984,-41.29999999999998,-42.79999999999997,-38.099999999999945,-47.999999999999964,-44.099999999999966,-37.699999999999925,-46.69999999999999,-44.49999999999996,-38.099999999999945,-45.19999999999991,-51.39999999999999,-48.99999999999996,-42.59999999999999,-49.899999999999956,-46.79999999999993,-44.09999999999998,-52.799999999999955,-31.099999999999962,-33.399999999999984,-34.099999999999966,-43.49999999999999,-38.89999999999996
dqn,5x5,medium,116,41760,-41.24399999999995,0.05,-34.99999999999995,-31.599999999999973,-37.69999999999997,-44.99999999999998,-32.499999999999964,-36.59999999999996,-37.49999999999996,-44.69999999999996,-45.39999999999995,-45.199999999999925,-35.69999999999997,-53.69999999999993,-54.09999999999994,-52.699999999999946,-48.89999999999991,-41.199999999999974,-51.39999999999993,-42.099999999999966,-46.199999999999946,-45.19999999999997,-26.79999999999996,-27.099999999999977,-38.799999999999955,-44.499999999999964,-31.499999999999993
dqn,5x5,medium,117,42120,-43.25199999999995,0.05,-39.399999999999984,-36.699999999999996,-40.09999999999997,-39.999999999999964,-35.49999999999997,-42.29999999999997,-44.599999999999994,-47.399999999999935,-52.19999999999994,-44.59999999999998,-50.29999999999994,-51.19999999999996,-51.599999999999994,-46.69999999999994,-47.999999999999915,-42.79999999999992,-48.49999999999995,-49.39999999999992,-43.49999999999995,-46.399999999999956,-25.399999999999988,-33.799999999999976,-42.29999999999995,-38.199999999999974,-40.39999999999998
dqn,5x5,medium,118,42480,-41.74399999999996,0.05,-32.49999999999998,-30.599999999999945,-35.59999999999997,-40.49999999999995,-31.899999999999988,-40.49999999999992,-43.49999999999993,-44.4,-32.4,-48.69999999999993,-52.49999999999999,-51.299999999999976,-48.800000000000004,-48.99999999999992,-45.49999999999995,-44.49999999999994,-57.29999999999996,-43.89999999999995,-43.89999999999994,-40.899999999999956,-27.699999999999974,-38.09999999999995,-34.99999999999995,-39.89999999999994,-44.69999999999998
dqn,5x5,medium,119,42840,-44.47599999999996,0.05,-43.39999999999997,-23.39999999999998,-45.69999999999997,-51.499999999999915,-35.19999999999997,-45.299999999999976,-45.99999999999997,-46.69999999999994,-49.79999999999991,-41.599999999999945,-41.299999999999955,-60.499999999999964,-63.7,-44.69999999999996,-44.79999999999994,-48.09999999999996,-53.8,-43.6999999999999,-51.69999999999995,-51.79999999999999,-27.79999999999997,-33.19999999999996,-37.69999999999995,-42.89999999999998,-37.59999999999998
dqn,5x5,medium,120,43200,-42.19599999999997,0.05,-36.599999999999994,-28.799999999999983,-35.09999999999993,-39.09999999999994,-46.399999999999935,-40.599999999999966,-50.99999999999997,-55.90000000000001,-40.69999999999995,-41.899999999999984,-48.09999999999995,-56.699999999999946,-51.39999999999993,-52.59999999999996,-46.69999999999995,-38.69999999999994,-42.09999999999996,-42.79999999999993,-38.899999999999956,-49.79999999999999,-27.899999999999977,-35.999999999999964,-37.799999999999976,-35.299999999999955,-33.99999999999997
dqn,5x5,medium,121,43560,-41.56399999999995,0.05,-30.699999999999967,-31.299999999999983,-34.89999999999999,-39.499999999999964,-33.69999999999995,-44.59999999999997,-45.69999999999994,-46.600000000000016,-48.499999999999964,-45.39999999999996,-37.89999999999999,-45.89999999999992,-46.89999999999994,-48.09999999999996,-55.899999999999935,-38.59999999999992,-44.09999999999994,-44.999999999999936,-40.899999999999956,-48.7999999999999,-24.999999999999986,-34.399999999999984,-43.599999999999966,-44.19999999999993,-38.89999999999995
dqn,5x5,medium,122,43920,-43.499999999999964,0.05,-38.09999999999999,-31.49999999999999,-33.39999999999999,-39.29999999999994,-33.99999999999997,-45.89999999999998,-54.29999999999998,-45.099999999999966,-44.89999999999993,-47.19999999999997,-53.89999999999998,-55.79999999999998,-51.399999999999984,-53.499999999999915,-53.09999999999993,-39.49999999999997,-50.19999999999994,-42.89999999999997,-47.59999999999994,-52.39999999999995,-30.19999999999998,-34.69999999999997,-37.19999999999997,-44.499999999999915,-26.89999999999999
dqn,5x5,medium,123,44280,-42.81599999999997,0.05,-40.19999999999996,-40.499999999999986,-35.69999999999996,-41.899999999999935,-31.599999999999962,-40.69999999999996,-51.19999999999995,-46.59999999999996,-43.7,-45.49999999999995,-42.49999999999996,-45.29999999999994,-45.89999999999996,-57.59999999999993,-51.29999999999993,-38.79999999999998,-45.49999999999997,-42.49999999999997,-50.8,-46.99999999999998,-26.89999999999997,-35.49999999999997,-39.099999999999966,-45.999999999999936,-38.099999999999945
dqn,5x5,medium,124,44640,-41.13199999999996,0.05,-33.09999999999997,-31.399999999999977,-37.199999999999974,-41.999999999999964,-36.79999999999996,-36.59999999999995,-48.3,-37.79999999999998,-42.39999999999995,-40.19999999999994,-32.299999999999955,-47.099999999999945,-50.69999999999996,-49.89999999999994,-44.69999999999991,-36.49999999999997,-50.499999999999936,-50.39999999999998,-48.79999999999996,-45.200000000000024,-31.39999999999999,-37.099999999999945,-42.79999999999999,-44.09999999999995,-30.999999999999964
dqn,5x5,medium,125,45000,-42.407999999999966,0.05,-36.59999999999998,-31.699999999999978,-35.59999999999996,-44.299999999999955,-32.799999999999955,-40.59999999999996,-47.699999999999974,-50.89999999999997,-48.39999999999996,-43.09999999999996,-38.899999999999956,-53.799999999999976,-42.599999999999945,-53.59999999999996,-45.79999999999997,-43.599999999999994,-48.29999999999995,-53.29999999999993,-45.29999999999994,-41.19999999999995,-29.199999999999967,-36.099999999999945,-41.60000000000001,-47.899999999999935,-27.300000000000008
dqn,5x5,medium,126,45360,-41.60399999999997,0.05,-33.29999999999999,-25.29999999999997,-33.89999999999996,-46.50000000000001,-30.499999999999982,-43.89999999999996,-45.29999999999995,-40.499999999999964,-53.49999999999997,-37.89999999999995,-44.39999999999994,-44.999999999999936,-47.899999999999956,-41.89999999999998,-43.19999999999995,-38.399999999999984,-47.49999999999996,-44.59999999999999,-42.999999999999936,-57.79999999999994,-31.099999999999984,-37.09999999999997,-46.999999999999986,-36.699999999999974,-43.899999999999984
dqn,5x5,medium,127,45720,-42.86799999999996,0.05,-37.99999999999998,-35.599999999999945,-39.19999999999999,-43.599999999999966,-39.49999999999996,-39.699999999999946,-45.79999999999994,-47.29999999999998,-53.399999999999935,-42.399999999999935,-46.699999999999946,-41.99999999999997,-52.69999999999996,-46.499999999999986,-55.999999999999986,-42.59999999999995,-45.59999999999998,-42.69999999999996,-41.69999999999994,-43.59999999999995,-28.599999999999945,-38.39999999999998,-36.59999999999996,-43.99999999999994,-39.49999999999997
dqn,5x5,medium,128,46080,-41.34399999999996,0.05,-30.599999999999987,-27.899999999999963,-42.79999999999996,-41.39999999999997,-31.399999999999956,-38.999999999999964,-45.199999999999974,-56.89999999999997,-48.69999999999999,-43.39999999999997,-41.09999999999998,-49.199999999999925,-42.19999999999994,-46.89999999999998,-47.09999999999992,-41.09999999999997,-49.79999999999993,-43.09999999999996,-40.4999999999999,-42.09999999999997,-29.899999999999984,-33.39999999999998,-40.899999999999956,-41.99999999999998,-36.99999999999997
dqn,5x5,medium,129,46440,-42.107999999999954,0.05,-34.69999999999996,-26.099999999999987,-42.299999999999955,-40.29999999999996,-34.79999999999996,-40.399999999999956,-40.399999999999935,-46.49999999999996,-51.999999999999964,-41.29999999999996,-43.49999999999996,-50.099999999999966,-50.89999999999996,-49.999999999999915,-58.499999999999964,-40.19999999999997,-49.199999999999946,-42.49999999999992,-48.599999999999945,-36.29999999999996,-31.19999999999998,-33.09999999999996,-39.59999999999999,-45.699999999999946,-34.49999999999996
dqn,5x5,medium,130,46800,-42.79599999999996,0.05,-30.999999999999982,-32.49999999999998,-37.29999999999998,-43.59999999999994,-32.299999999999976,-50.3,-39.199999999999974,-47.39999999999994,-54.19999999999994,-43.69999999999996,-46.69999999999993,-42.19999999999994,-58.79999999999996,-50.69999999999994,-51.79999999999994,-38.39999999999995,-45.999999999999964,-47.09999999999997,-48.99999999999993,-52.599999999999966,-26.899999999999967,-34.399999999999956,-36.09999999999996,-41.99999999999995,-35.69999999999999
dqn,5x5,medium,131,47160,-40.795999999999964,0.05,-27.199999999999967,-35.499999999999986,-32.69999999999996,-39.899999999999984,-38.79999999999996,-39.89999999999997,-38.39999999999994,-43.39999999999995,-46.099999999999994,-43.599999999999945,-41.899999999999984,-35.39999999999996,-49.79999999999997,-46.99999999999992,-50.09999999999992,-39.699999999999974,-38.49999999999996,-49.19999999999994,-46.599999999999966,-49.09999999999995,-26.59999999999998,-38.19999999999997,-40.59999999999996,-44.59999999999995,-37.09999999999999
dqn,5x5,medium,132,47520,-42.27199999999996,0.05,-31.999999999999982,-36.49999999999998,-35.49999999999997,-40.89999999999998,-40.79999999999994,-32.69999999999997,-35.49999999999995,-44.09999999999999,-40.79999999999996,-35.29999999999998,-35.49999999999994,-57.699999999999946,-51.99999999999996,-51.899999999999956,-54.79999999999994,-38.49999999999993,-52.49999999999996,-40.39999999999996,-47.89999999999997,-55.099999999999916,-26.699999999999985,-37.89999999999996,-42.49999999999995,-48.199999999999946,-41.09999999999998
dqn,5x5,medium,133,47880,-42.847999999999956,0.05,-34.399999999999956,-36.199999999999946,-34.29999999999995,-39.399999999999956,-32.7,-44.099999999999945,-52.99999999999995,-46.99999999999997,-44.69999999999994,-46.09999999999993,-44.59999999999994,-54.09999999999995,-46.79999999999991,-49.899999999999984,-52.19999999999994,-45.49999999999997,-45.59999999999998,-37.59999999999994,-50.39999999999992,-46.999999999999936,-36.49999999999995,-34.299999999999976,-32.999999999999964,-42.69999999999997,-39.09999999999997
dqn,5x5,medium,134,48240,-42.43999999999996,0.05,-32.099999999999994,-29.79999999999995,-39.09999999999993,-35.29999999999998,-39.29999999999995,-38.29999999999999,-44.09999999999995,-53.599999999999945,-48.99999999999996,-44.4,-50.29999999999996,-52.89999999999995,-42.99999999999996,-56.99999999999997,-47.39999999999996,-38.69999999999997,-41.199999999999946,-44.79999999999993,-44.09999999999992,-40.89999999999998,-34.399999999999935,-40.299999999999955,-32.99999999999998,-45.79999999999999,-42.199999999999946
dqn,5x5,medium,135,48600,-41.97599999999996,0.05,-34.199999999999974,-29.199999999999964,-35.399999999999956,-43.69999999999995,-25.8,-38.599999999999945,-41.699999999999974,-59.199999999999974,-55.399999999999935,-37.59999999999995,-48.29999999999999,-49.39999999999994,-51.99999999999998,-47.79999999999995,-50.19999999999995,-37.19999999999999,-45.199999999999974,-40.09999999999995,-50.89999999999994,-45.299999999999926,-35.299999999999955,-35.69999999999998,-41.49999999999999,-38.19999999999996,-31.499999999999957
dqn,5x5,medium,136,48960,-42.78799999999997,0.05,-36.199999999999996,-31.799999999999983,-37.79999999999997,-35.09999999999995,-33.09999999999997,-45.49999999999995,-48.69999999999996,-43.999999999999986,-45.999999999999936,-47.69999999999993,-42.09999999999999,-45.899999999999956,-56.99999999999993,-47.49999999999994,-52.49999999999996,-43.09999999999997,-43.49999999999994,-48.49999999999999,-46.69999999999993,-54.59999999999998,-25.099999999999998,-40.899999999999956,-41.09999999999995,-39.79999999999994,-35.49999999999998
dqn,5x5,medium,137,49320,-41.73599999999997,0.05,-31.39999999999996,-32.49999999999996,-30.899999999999963,-34.29999999999998,-38.499999999999964,-37.89999999999995,-46.39999999999995,-46.59999999999998,-41.79999999999995,-34.299999999999976,-44.09999999999997,-47.69999999999995,-55.59999999999997,-47.599999999999945,-52.99999999999993,-38.90000000000001,-46.19999999999996,-41.09999999999997,-50.79999999999997,-57.00000000000001,-26.499999999999993,-36.29999999999995,-46.59999999999998,-40.69999999999995,-36.69999999999998
dqn,5x5,medium,138,49680,-40.795999999999964,0.05,-31.799999999999983,-36.99999999999999,-38.799999999999955,-40.99999999999997,-31.499999999999982,-40.39999999999994,-57.19999999999995,-51.39999999999994,-47.999999999999915,-45.299999999999976,-45.09999999999997,-42.79999999999993,-45.99999999999993,-39.49999999999993,-48.39999999999997,-36.79999999999995,-44.29999999999994,-45.29999999999999,-40.59999999999995,-50.299999999999976,-27.199999999999996,-30.69999999999997,-30.599999999999962,-36.99999999999996,-32.89999999999995
