algorithm,scenario,episode,step,avg_reward,reward_B1,reward_B2,reward_C1,reward_C2
dqn,medium,58,20880,-186.62500000000009,-193.4,-199.40000000000018,-210.80000000000024,-142.89999999999998
dqn,medium,59,21240,-202.62500000000006,-167.50000000000003,-213.19999999999996,-261.9000000000002,-167.90000000000003
dqn,medium,60,21600,-179.80000000000013,-166.60000000000022,-159.30000000000004,-232.00000000000023,-161.29999999999993
dqn,medium,61,21960,-189.17499999999998,-166.30000000000004,-167.49999999999997,-245.19999999999996,-177.6999999999999
dqn,medium,62,22320,-191.49999999999994,-178.49999999999986,-186.99999999999994,-255.19999999999993,-145.30000000000007
dqn,medium,63,22680,-191.25000000000003,-200.0,-208.39999999999998,-212.09999999999994,-144.5000000000002
dqn,medium,64,23040,-180.32500000000005,-194.8000000000001,-175.80000000000007,-218.40000000000006,-132.29999999999995
dqn,medium,65,23400,-168.70000000000002,-194.9,-154.9,-172.8000000000001,-152.1999999999999
dqn,medium,66,23760,-464.8750000000002,-204.30000000000024,-232.7999999999999,-445.8000000000002,-976.6000000000005
dqn,medium,67,24120,-176.5750000000001,-183.0,-154.70000000000002,-205.70000000000007,-162.90000000000026
dqn,medium,68,24480,-190.27499999999998,-182.30000000000007,-189.89999999999998,-204.99999999999991,-183.90000000000003
dqn,medium,69,24840,-167.30000000000004,-149.7000000000002,-159.59999999999997,-199.29999999999998,-160.60000000000005
dqn,medium,70,25200,-164.57500000000005,-165.50000000000006,-147.6000000000001,-203.79999999999998,-141.40000000000006
dqn,medium,71,25560,-192.37499999999994,-190.79999999999998,-217.90000000000003,-199.8999999999999,-160.89999999999984
dqn,medium,72,25920,-189.60000000000005,-167.50000000000003,-219.20000000000007,-218.80000000000015,-152.9
dqn,medium,73,26280,-188.12500000000003,-193.80000000000015,-172.0000000000001,-241.4999999999999,-145.19999999999996
dqn,medium,74,26640,-166.85000000000005,-163.20000000000005,-163.20000000000005,-202.6000000000001,-138.39999999999998
dqn,medium,75,27000,-188.42500000000007,-173.8000000000001,-208.40000000000006,-189.60000000000008,-181.90000000000003
dqn,medium,76,27360,-171.80000000000013,-163.40000000000012,-173.1000000000001,-201.90000000000015,-148.80000000000018
dqn,medium,77,27720,-171.15000000000003,-176.5000000000001,-173.90000000000015,-203.19999999999996,-130.99999999999994
dqn,medium,78,28080,-173.30000000000004,-211.1999999999998,-160.20000000000013,-172.60000000000002,-149.20000000000013
dqn,medium,79,28440,-181.97500000000002,-185.89999999999998,-197.40000000000003,-196.8,-147.80000000000013
dqn,medium,80,28800,-158.84999999999994,-140.00000000000003,-158.29999999999998,-183.39999999999955,-153.70000000000013
dqn,medium,81,29160,-170.57500000000002,-192.60000000000005,-165.79999999999998,-182.5000000000001,-141.39999999999998
dqn,medium,82,29520,-168.64999999999998,-135.3000000000001,-198.29999999999993,-200.49999999999994,-140.49999999999997
dqn,medium,83,29880,-209.07499999999996,-235.39999999999995,-170.69999999999985,-272.09999999999997,-158.1
dqn,medium,84,30240,-176.07499999999996,-177.60000000000005,-166.29999999999984,-220.0,-140.39999999999998
dqn,medium,85,30600,-166.90000000000003,-171.20000000000005,-129.59999999999997,-223.00000000000009,-143.8
dqn,medium,86,30960,-166.30000000000013,-172.00000000000006,-160.4000000000002,-180.1000000000002,-152.7
dqn,medium,87,31320,-157.375,-122.69999999999996,-149.69999999999996,-193.1,-164.00000000000006
dqn,medium,88,31680,-165.2000000000001,-147.50000000000017,-137.2000000000001,-233.70000000000002,-142.40000000000012
dqn,medium,89,32040,-159.37500000000003,-140.3,-146.5,-205.20000000000002,-145.50000000000009
dqn,medium,90,32400,-163.05000000000004,-174.8000000000002,-149.60000000000005,-175.6999999999999,-152.10000000000005
dqn,medium,91,32760,-171.10000000000008,-130.6,-205.3,-234.7000000000002,-113.80000000000014
dqn,medium,92,33120,-161.75000000000003,-143.19999999999996,-158.70000000000005,-202.6000000000002,-142.49999999999997
dqn,medium,93,33480,-169.0500000000001,-184.40000000000006,-145.30000000000004,-222.70000000000022,-123.80000000000008
dqn,medium,94,33840,-167.075,-176.00000000000006,-149.80000000000007,-197.19999999999987,-145.29999999999998
dqn,medium,95,34200,-163.89999999999998,-169.60000000000008,-178.8999999999999,-170.09999999999994,-136.99999999999994
dqn,medium,96,34560,-161.85,-149.09999999999997,-172.0,-195.00000000000006,-131.29999999999998
dqn,medium,97,34920,-183.05000000000004,-181.49999999999997,-202.0,-206.79999999999998,-141.90000000000018
dqn,medium,98,35280,-163.17500000000007,-160.60000000000008,-140.50000000000009,-198.90000000000006,-152.70000000000007
dqn,medium,99,35640,-162.24999999999997,-168.4000000000001,-137.39999999999992,-174.79999999999987,-168.39999999999998
dqn,medium,100,36000,-172.5,-172.39999999999986,-168.29999999999995,-212.50000000000026,-136.79999999999993
dqn,medium,101,36360,-163.62500000000003,-166.29999999999998,-151.39999999999998,-184.90000000000006,-151.90000000000006
dqn,medium,102,36720,-178.95000000000002,-163.00000000000009,-156.10000000000002,-241.29999999999998,-155.39999999999998
dqn,medium,103,37080,-162.85000000000002,-148.10000000000002,-152.5,-199.60000000000005,-151.20000000000007
dqn,medium,104,37440,-153.175,-181.60000000000005,-134.0,-173.7,-123.40000000000005
dqn,medium,105,37800,-156.64999999999998,-147.99999999999994,-157.20000000000005,-211.89999999999986,-109.5
dqn,medium,106,38160,-159.37500000000009,-166.00000000000017,-139.49999999999997,-210.90000000000026,-121.09999999999998
dqn,medium,107,38520,-161.65000000000003,-155.5,-193.40000000000003,-181.20000000000005,-116.49999999999999
dqn,medium,108,38880,-149.65000000000003,-136.20000000000002,-158.49999999999997,-160.3000000000001,-143.59999999999997
dqn,medium,109,39240,-168.1750000000001,-158.20000000000013,-158.4000000000001,-223.1000000000001,-133.0
dqn,medium,110,39600,-166.12500000000009,-175.5,-163.40000000000012,-201.30000000000013,-124.3000000000001
dqn,medium,111,39960,-174.0750000000001,-170.10000000000008,-158.20000000000005,-207.3000000000002,-160.70000000000005
dqn,medium,112,40320,-147.7750000000001,-173.80000000000018,-160.1,-145.0000000000001,-112.19999999999999
dqn,medium,113,40680,-165.10000000000005,-168.70000000000002,-181.30000000000007,-193.49999999999997,-116.90000000000005
dqn,medium,114,41040,-153.82499999999996,-146.6,-149.40000000000006,-210.19999999999985,-109.09999999999995
dqn,medium,115,41400,-163.1749999999999,-119.09999999999997,-172.49999999999994,-223.59999999999974,-137.49999999999997
dqn,medium,116,41760,-149.20000000000007,-141.80000000000004,-163.8000000000001,-175.50000000000023,-115.69999999999996
dqn,medium,117,42120,-171.3750000000001,-164.00000000000009,-171.20000000000016,-189.9000000000001,-160.40000000000006
dqn,medium,118,42480,-167.07500000000002,-179.70000000000005,-155.7,-204.89999999999995,-128.00000000000014
dqn,medium,119,42840,-158.27500000000006,-172.30000000000007,-168.30000000000013,-161.20000000000007,-131.29999999999998
dqn,medium,120,43200,-180.42499999999998,-168.30000000000013,-181.4,-247.69999999999985,-124.29999999999995
dqn,medium,121,43560,-186.89999999999995,-187.20000000000007,-198.4999999999999,-237.0999999999999,-124.79999999999998
dqn,medium,122,43920,-163.65000000000003,-134.10000000000005,-165.5000000000001,-228.8,-126.20000000000002
dqn,medium,123,44280,-154.27500000000003,-152.19999999999996,-172.20000000000013,-176.50000000000003,-116.20000000000002
dqn,medium,124,44640,-188.97500000000002,-179.20000000000013,-150.20000000000005,-269.5999999999999,-156.89999999999992
dqn,medium,125,45000,-163.62500000000006,-166.70000000000016,-179.50000000000006,-172.7000000000001,-135.59999999999988
dqn,medium,126,45360,-188.8,-172.9,-127.90000000000006,-252.39999999999986,-202.00000000000014
dqn,medium,127,45720,-169.17500000000004,-178.20000000000005,-146.29999999999998,-211.5000000000001,-140.70000000000002
dqn,medium,128,46080,-162.77499999999995,-176.99999999999991,-160.80000000000007,-181.00000000000003,-132.29999999999984
dqn,medium,129,46440,-164.32500000000007,-132.4,-156.79999999999998,-216.60000000000014,-151.50000000000014
dqn,medium,130,46800,-170.20000000000005,-153.70000000000002,-152.40000000000006,-237.49999999999994,-137.2000000000002
dqn,medium,131,47160,-173.77500000000006,-229.4000000000001,-154.09999999999994,-204.00000000000026,-107.6
dqn,medium,132,47520,-167.47500000000002,-164.80000000000007,-159.60000000000005,-212.09999999999994,-133.40000000000015
dqn,medium,133,47880,-163.075,-168.3,-196.6,-174.6,-112.79999999999994
dqn,medium,134,48240,-164.65000000000003,-136.80000000000015,-169.99999999999997,-212.50000000000003,-139.29999999999995
dqn,medium,135,48600,-162.77500000000003,-173.70000000000013,-156.39999999999998,-192.99999999999997,-128.00000000000006
dqn,medium,136,48960,-182.30000000000007,-241.80000000000007,-131.10000000000016,-195.20000000000005,-161.10000000000005
dqn,medium,137,49320,-177.2750000000001,-163.10000000000005,-185.50000000000006,-209.80000000000024,-150.7
dqn,medium,138,49680,-161.1500000000001,-159.70000000000005,-172.90000000000018,-185.99999999999997,-126.00000000000006
