algorithm,scenario,episode,step,avg_reward,reward_B1,reward_B2,reward_C1,reward_C2
dqn,high,24,8640,-12733.424999999988,-11785.499999999998,-8465.799999999983,-17282.399999999972,-13400.0
dqn,high,25,9000,-12138.824999999993,-7407.199999999984,-14242.800000000025,-9937.79999999997,-16967.5
dqn,high,26,9360,-9534.750000000013,-11919.00000000003,-7757.800000000009,-9158.099999999984,-9304.100000000026
dqn,high,27,9720,-8931.5,-9166.900000000007,-8960.09999999999,-9603.30000000002,-7995.6999999999825
dqn,high,28,10080,-10380.625000000007,-10676.00000000002,-13422.499999999993,-9549.60000000002,-7874.399999999991
dqn,high,29,10440,-9127.100000000013,-10021.699999999999,-7997.499999999973,-9804.600000000037,-8684.600000000039
dqn,high,30,10800,-10157.524999999992,-11793.999999999976,-11645.700000000003,-8264.800000000025,-8925.599999999966
dqn,high,31,11160,-13488.67499999999,-7414.200000000023,-10364.2,-25959.69999999993,-10216.600000000006
dqn,high,32,11520,-9255.149999999998,-9077.200000000012,-10253.60000000001,-8042.099999999988,-9647.699999999986
dqn,high,33,11880,-8450.625000000011,-6464.900000000011,-7764.200000000007,-10409.800000000008,-9163.60000000002
dqn,high,34,12240,-11937.675,-10760.399999999996,-11469.500000000018,-10381.100000000037,-15139.699999999946
dqn,high,35,12600,-10454.600000000006,-10644.600000000011,-9038.100000000006,-10092.79999999999,-12042.900000000012
dqn,high,36,12960,-13725.450000000008,-11765.399999999998,-15623.400000000047,-14787.700000000012,-12725.299999999974
dqn,high,37,13320,-10689.44999999999,-12922.500000000007,-9914.59999999998,-8234.599999999995,-11686.099999999977
dqn,high,38,13680,-10503.349999999984,-11365.599999999979,-10324.899999999992,-11002.6,-9320.29999999997
dqn,high,39,14040,-9578.3,-7048.699999999999,-10523.00000000001,-8460.499999999998,-12280.999999999995
dqn,high,40,14400,-10321.224999999997,-7706.200000000005,-10342.900000000003,-6902.9999999999645,-16332.800000000012
dqn,high,41,14760,-8396.850000000006,-7764.199999999974,-9591.700000000003,-7934.700000000017,-8296.800000000028
dqn,high,42,15120,-11199.47499999999,-9997.499999999982,-10167.600000000008,-10993.599999999991,-13639.199999999977
dqn,high,43,15480,-10864.34999999998,-11804.299999999977,-10932.799999999976,-8605.300000000005,-12114.999999999964
dqn,high,44,15840,-9589.050000000003,-8301.09999999998,-8058.800000000011,-10443.400000000016,-11552.900000000001
dqn,high,45,16200,-11515.7,-13378.999999999996,-11075.799999999988,-11086.0,-10522.000000000018
dqn,high,46,16560,-8781.5,-8382.299999999985,-9820.600000000008,-8697.900000000009,-8225.199999999999
dqn,high,47,16920,-9822.3,-8487.900000000001,-9157.200000000008,-9958.800000000005,-11685.299999999977
dqn,high,48,17280,-9339.450000000003,-8333.900000000005,-10416.700000000013,-7615.800000000013,-10991.399999999974
dqn,high,49,17640,-9844.625000000004,-7843.6999999999825,-10956.30000000001,-8207.200000000013,-12371.300000000007
dqn,high,50,18000,-10210.874999999996,-10825.599999999993,-10037.900000000012,-9463.400000000001,-10516.599999999977
dqn,high,51,18360,-9125.850000000002,-8878.900000000003,-12927.899999999996,-7100.99999999999,-7595.600000000018
dqn,high,52,18720,-10921.675,-8989.900000000005,-9660.900000000003,-9718.1,-15317.799999999985
dqn,high,53,19080,-7630.899999999992,-6833.399999999995,-6639.9000000000015,-7478.49999999996,-9571.800000000014
dqn,high,54,19440,-9127.999999999989,-11217.99999999999,-9211.3,-8008.999999999983,-8073.699999999986
dqn,high,55,19800,-7572.400000000002,-5778.500000000004,-11714.899999999972,-6019.800000000046,-6776.399999999988
dqn,high,56,20160,-9520.299999999996,-10736.600000000017,-10008.499999999995,-6560.7,-10775.399999999969
dqn,high,57,20520,-11415.150000000001,-8160.699999999991,-13801.900000000009,-11966.200000000003,-11731.800000000007
dqn,high,58,20880,-11857.274999999998,-9361.600000000011,-12137.899999999981,-9168.299999999996,-16761.300000000003
dqn,high,59,21240,-9979.725000000008,-10422.599999999997,-12771.59999999999,-7749.300000000014,-8975.40000000003
dqn,high,60,21600,-9481.84999999999,-5661.299999999993,-10885.499999999996,-10656.299999999985,-10724.299999999983
dqn,high,61,21960,-9785.550000000003,-9478.599999999997,-11922.69999999999,-8803.300000000012,-8937.600000000011
dqn,high,62,22320,-8576.49999999998,-9725.099999999991,-7392.699999999994,-9591.999999999933,-7596.200000000007
dqn,high,63,22680,-8843.324999999997,-9309.80000000001,-6955.700000000004,-10638.699999999975,-8469.1
dqn,high,64,23040,-10581.549999999992,-9484.399999999972,-9761.40000000002,-13007.59999999997,-10072.800000000008
dqn,high,65,23400,-9257.124999999989,-7609.299999999984,-8299.400000000018,-10701.199999999966,-10418.599999999995
dqn,high,66,23760,-12988.000000000005,-10334.600000000024,-9062.300000000014,-16288.899999999983,-16266.200000000006
dqn,high,67,24120,-10441.175000000008,-10524.199999999997,-10882.600000000017,-9662.000000000013,-10695.90000000001
dqn,high,68,24480,-12302.399999999996,-13979.600000000022,-12398.099999999975,-12260.699999999979,-10571.200000000006
dqn,high,69,24840,-10949.875000000004,-8482.600000000037,-12265.8,-9632.59999999997,-13418.500000000011
dqn,high,70,25200,-8500.824999999995,-6990.800000000005,-6489.899999999988,-11597.899999999985,-8924.700000000004
dqn,high,71,25560,-8736.7,-8846.800000000012,-8960.499999999995,-7232.799999999993,-9906.700000000003
dqn,high,72,25920,-8788.574999999995,-8853.399999999989,-8550.399999999974,-7402.300000000006,-10348.200000000012
dqn,high,73,26280,-10114.750000000007,-8239.899999999978,-10442.200000000015,-7678.700000000035,-14098.200000000006
dqn,high,74,26640,-9401.400000000012,-8762.400000000012,-7285.800000000032,-7454.700000000012,-14102.699999999995
dqn,high,75,27000,-12387.349999999993,-11020.199999999992,-15417.099999999959,-10511.200000000013,-12600.90000000001
dqn,high,76,27360,-9512.300000000001,-8130.400000000013,-10087.899999999992,-10305.099999999999,-9525.799999999997
dqn,high,77,27720,-10627.800000000003,-10727.29999999999,-8282.400000000003,-11815.200000000008,-11686.300000000007
dqn,high,78,28080,-13208.800000000001,-11374.599999999984,-11212.30000000003,-16898.29999999998,-13350.00000000001
dqn,high,79,28440,-10856.774999999998,-12214.79999999998,-15053.599999999988,-8235.800000000017,-7922.900000000011
dqn,high,80,28800,-11815.225000000002,-9912.499999999996,-11807.700000000026,-12063.500000000002,-13477.199999999979
dqn,high,81,29160,-10223.599999999995,-9040.40000000001,-10860.199999999979,-10096.4,-10897.399999999987
dqn,high,82,29520,-9295.499999999973,-7751.399999999951,-14742.09999999995,-6314.199999999967,-8374.300000000023
dqn,high,83,29880,-11131.424999999996,-13097.599999999975,-8644.400000000023,-13819.000000000007,-8964.699999999977
dqn,high,84,30240,-13257.525,-11764.800000000001,-12924.600000000028,-15219.899999999969,-13120.799999999994
dqn,high,85,30600,-10204.450000000004,-9104.300000000008,-13375.100000000011,-10462.300000000016,-7876.099999999984
dqn,high,86,30960,-9494.799999999988,-8056.5999999999785,-8309.500000000005,-8696.800000000008,-12916.299999999956
dqn,high,87,31320,-11374.29999999999,-9192.499999999996,-16318.899999999989,-8159.599999999977,-11826.199999999995
dqn,high,88,31680,-9320.674999999997,-10335.300000000021,-8448.299999999987,-8815.29999999999,-9683.799999999997
dqn,high,89,32040,-9948.925000000003,-9566.600000000002,-8745.999999999987,-8877.299999999988,-12605.800000000032
dqn,high,90,32400,-12629.999999999985,-15695.799999999992,-12907.699999999957,-12009.299999999996,-9907.199999999995
dqn,high,91,32760,-8435.525000000005,-6631.200000000015,-11015.100000000024,-8245.499999999978,-7850.300000000004
dqn,high,92,33120,-7990.174999999999,-8113.999999999969,-8106.399999999982,-8299.000000000022,-7441.300000000027
dqn,high,93,33480,-9595.675000000003,-9357.5,-7167.499999999982,-11869.300000000027,-9988.4
dqn,high,94,33840,-11152.349999999993,-7908.900000000018,-9724.200000000008,-14040.899999999963,-12935.399999999978
dqn,high,95,34200,-9985.074999999993,-12990.700000000006,-8036.699999999964,-10391.800000000014,-8521.099999999984
dqn,high,96,34560,-10466.474999999999,-7939.099999999979,-12938.299999999987,-11289.90000000003,-9698.600000000002
dqn,high,97,34920,-10014.8,-10010.599999999988,-9495.099999999986,-10902.900000000025,-9650.599999999995
dqn,high,98,35280,-9565.349999999988,-9500.89999999997,-7709.5000000000155,-9875.599999999997,-11175.399999999969
dqn,high,99,35640,-10533.97500000001,-10224.100000000013,-10187.200000000008,-10636.400000000016,-11088.200000000004
dqn,high,100,36000,-9493.724999999979,-10734.799999999981,-9472.499999999987,-8892.09999999998,-8875.499999999965
dqn,high,101,36360,-10797.62499999999,-15016.799999999988,-8115.299999999978,-10306.500000000002,-9751.899999999992
dqn,high,102,36720,-11232.125,-11344.800000000012,-12574.099999999999,-10382.399999999969,-10627.200000000028
dqn,high,103,37080,-11935.000000000002,-11001.000000000024,-13521.59999999998,-10879.39999999999,-12338.000000000007
dqn,high,104,37440,-8617.324999999984,-10297.299999999957,-8036.399999999987,-7815.300000000004,-8320.299999999988
dqn,high,105,37800,-8964.125000000002,-6354.399999999967,-9706.000000000025,-6674.700000000001,-13121.400000000014
dqn,high,106,38160,-11237.624999999993,-11149.099999999995,-12002.499999999985,-11844.7,-9954.199999999988
dqn,high,107,38520,-9930.624999999985,-8826.599999999957,-11417.9,-9827.900000000012,-9650.099999999973
dqn,high,108,38880,-8252.600000000006,-9114.700000000012,-8266.400000000016,-8562.199999999999,-7067.099999999998
dqn,high,109,39240,-11156.699999999995,-6869.8999999999805,-11020.50000000001,-17397.999999999993,-9338.4
dqn,high,110,39600,-9330.899999999998,-10739.399999999987,-7917.20000000001,-10741.399999999998,-7925.599999999998
dqn,high,111,39960,-11808.925000000021,-10304.19999999999,-12014.600000000017,-14911.400000000056,-10005.50000000002
dqn,high,112,40320,-10641.300000000005,-11170.799999999996,-8144.300000000003,-8735.299999999997,-14514.800000000027
dqn,high,113,40680,-8773.25,-9215.099999999979,-6246.200000000001,-12773.800000000025,-6857.899999999997
dqn,high,114,41040,-10567.050000000007,-6958.900000000012,-10904.89999999999,-12640.300000000001,-11764.100000000024
dqn,high,115,41400,-11050.450000000008,-9620.699999999983,-12924.100000000006,-14140.00000000002,-7517.000000000022
dqn,high,116,41760,-10778.05,-7566.700000000012,-13784.899999999992,-10054.500000000015,-11706.09999999998
dqn,high,117,42120,-9404.400000000009,-11876.600000000022,-7535.5,-8953.000000000011,-9252.500000000005
dqn,high,118,42480,-9246.175000000007,-10656.399999999987,-7556.700000000015,-10938.300000000014,-7833.300000000012
dqn,high,119,42840,-8681.799999999994,-8144.499999999988,-7308.5000000000055,-6646.500000000015,-12627.699999999968
dqn,high,120,43200,-9321.575,-8739.100000000017,-10140.80000000001,-10666.800000000012,-7739.599999999963
dqn,high,121,43560,-10386.899999999985,-9903.3,-14315.299999999976,-7764.0999999999685,-9564.899999999994
dqn,high,122,43920,-12286.124999999996,-10951.50000000001,-15370.5,-11647.89999999999,-11174.599999999991
dqn,high,123,44280,-11553.074999999997,-8305.49999999999,-9377.900000000021,-13433.40000000001,-15095.499999999964
dqn,high,124,44640,-9431.499999999996,-8585.099999999971,-12518.100000000013,-7865.499999999996,-8757.300000000007
dqn,high,125,45000,-9434.950000000015,-8082.40000000001,-9188.50000000001,-8486.50000000001,-11982.400000000032
dqn,high,126,45360,-10274.050000000003,-9554.60000000002,-9685.4,-9757.099999999982,-12099.100000000002
dqn,high,127,45720,-10017.849999999993,-9683.799999999983,-8162.89999999999,-12834.500000000004,-9390.199999999995
dqn,high,128,46080,-9307.224999999993,-6359.799999999983,-7753.000000000008,-12518.999999999993,-10597.09999999999
dqn,high,129,46440,-8626.85,-9385.80000000001,-8725.999999999973,-7561.000000000016,-8834.600000000004
dqn,high,130,46800,-9961.400000000005,-8906.9,-9695.500000000027,-11556.800000000008,-9686.399999999989
dqn,high,131,47160,-9988.125000000005,-9044.89999999999,-12300.899999999992,-7917.400000000016,-10689.300000000027
dqn,high,132,47520,-10521.024999999994,-10443.199999999993,-9989.099999999968,-12926.600000000015,-8725.2
dqn,high,133,47880,-9914.2,-7898.600000000014,-8630.899999999992,-12172.700000000006,-10954.599999999995
dqn,high,134,48240,-10768.625000000007,-11311.300000000003,-8568.300000000014,-11617.799999999994,-11577.100000000017
dqn,high,135,48600,-10934.799999999992,-8249.199999999997,-10394.399999999998,-14439.300000000003,-10656.299999999972
dqn,high,136,48960,-8536.5,-8767.600000000002,-8378.7,-8407.500000000007,-8592.19999999999
dqn,high,137,49320,-9378.824999999993,-10008.799999999985,-9294.40000000002,-6935.39999999997,-11276.7
dqn,high,138,49680,-8435.45,-8203.600000000006,-8471.299999999994,-8582.69999999999,-8484.200000000015
