algorithm,grid,scenario,training_seed,agents,total_steps,episodes_completed,ppo_updates,partial_final_buffer_steps,n_steps,batch_size,n_epochs,learning_rate,gamma,gae_lambda,clip_range,ent_coef,training_device,rollout_buffer_mb_per_agent,rollout_buffer_total_mb,model_size_mb_per_agent,model_size_total_mb,peak_process_tree_ram_mb,training_runtime_s,status
ppo,5x5,medium,1,25,50000,138,390,80,128,32,4,0.0003,0.95,0.9,0.2,0.01,cpu,0.0068359375,0.1708984375,0.1328125,3.3203125,343.265625,1469.6958416670095,PASS
