algorithm,grid,scenario,episode,step,avg_reward,epsilon,reward_B1,reward_B2,reward_C1,reward_C2
dqn,2x2,medium,48,17280,-217.60000000000008,0.5309985714285714,-208.2000000000001,-221.50000000000006,-250.50000000000014,-190.2000000000001
dqn,2x2,medium,49,17640,-206.65000000000003,0.5212271428571429,-234.50000000000009,-185.70000000000005,-252.00000000000003,-154.4
dqn,2x2,medium,50,18000,-207.47500000000002,0.5114557142857143,-204.30000000000027,-217.79999999999998,-247.10000000000005,-160.69999999999987
dqn,2x2,medium,51,18360,-226.09999999999994,0.5016842857142858,-237.79999999999993,-193.3000000000001,-304.49999999999983,-168.79999999999984
dqn,2x2,medium,52,18720,-192.45000000000002,0.49191285714285715,-190.49999999999994,-196.39999999999992,-235.6000000000001,-147.30000000000007
dqn,2x2,medium,53,19080,-201.77500000000006,0.4821414285714286,-179.90000000000003,-147.50000000000009,-320.30000000000024,-159.4
dqn,2x2,medium,54,19440,-204.97500000000008,0.47237000000000007,-271.7000000000001,-176.1,-216.50000000000017,-155.60000000000008
dqn,2x2,medium,55,19800,-180.95000000000002,0.4625985714285715,-162.10000000000002,-209.90000000000003,-188.0999999999999,-163.7000000000002
dqn,2x2,medium,56,20160,-183.97499999999997,0.4528271428571429,-159.30000000000004,-173.60000000000005,-268.4999999999998,-134.50000000000006
dqn,2x2,medium,57,20520,-201.92500000000007,0.44305571428571433,-200.70000000000016,-219.30000000000015,-211.3000000000001,-176.39999999999992
dqn,2x2,medium,58,20880,-203.85000000000005,0.4332842857142857,-225.30000000000004,-171.30000000000018,-217.49999999999994,-201.30000000000007
dqn,2x2,medium,59,21240,-184.5,0.42351285714285725,-178.5,-159.79999999999998,-251.4000000000001,-148.29999999999995
dqn,2x2,medium,60,21600,-188.14999999999998,0.4137414285714286,-177.2999999999999,-202.10000000000014,-239.79999999999998,-133.3999999999998
dqn,2x2,medium,61,21960,-178.8,0.40397000000000005,-169.3999999999999,-176.00000000000006,-227.7999999999999,-142.00000000000017
dqn,2x2,medium,62,22320,-170.875,0.3941985714285714,-172.70000000000013,-180.60000000000002,-206.79999999999984,-123.40000000000003
dqn,2x2,medium,63,22680,-192.425,0.38442714285714297,-192.99999999999991,-199.30000000000007,-238.70000000000002,-138.70000000000007
dqn,2x2,medium,64,23040,-171.375,0.3746557142857143,-203.70000000000007,-144.89999999999986,-208.5000000000001,-128.40000000000003
dqn,2x2,medium,65,23400,-173.72500000000014,0.36488428571428577,-168.60000000000028,-196.00000000000009,-195.20000000000002,-135.10000000000016
dqn,2x2,medium,66,23760,-175.6250000000001,0.3551128571428571,-164.3000000000001,-175.1000000000001,-203.80000000000018,-159.30000000000007
dqn,2x2,medium,67,24120,-177.8,0.3453414285714287,-175.80000000000013,-162.39999999999995,-201.1000000000001,-171.89999999999992
dqn,2x2,medium,68,24480,-183.325,0.33557000000000003,-156.10000000000002,-173.60000000000005,-244.1,-159.49999999999991
dqn,2x2,medium,69,24840,-188.75000000000006,0.3257985714285715,-143.59999999999997,-175.69999999999996,-284.50000000000017,-151.20000000000005
dqn,2x2,medium,70,25200,-202.75000000000009,0.31602714285714284,-218.20000000000007,-163.40000000000006,-259.20000000000016,-170.20000000000007
dqn,2x2,medium,71,25560,-162.00000000000006,0.3062557142857143,-145.60000000000008,-136.60000000000002,-191.3000000000001,-174.49999999999997
dqn,2x2,medium,72,25920,-169.87499999999994,0.29648428571428576,-179.20000000000005,-156.39999999999998,-213.99999999999972,-129.90000000000012
dqn,2x2,medium,73,26280,-180.89999999999992,0.2867128571428572,-214.79999999999998,-173.19999999999985,-196.90000000000006,-138.69999999999987
dqn,2x2,medium,74,26640,-180.82500000000007,0.27694142857142856,-162.50000000000009,-148.60000000000022,-230.20000000000005,-181.99999999999991
dqn,2x2,medium,75,27000,-167.25000000000003,0.26717,-186.0000000000001,-158.79999999999993,-197.70000000000005,-126.49999999999999
dqn,2x2,medium,76,27360,-196.05000000000004,0.2573985714285715,-186.1999999999999,-221.1000000000001,-223.89999999999998,-153.00000000000014
dqn,2x2,medium,77,27720,-188.7250000000001,0.24762714285714293,-231.60000000000008,-170.40000000000003,-227.10000000000022,-125.80000000000005
dqn,2x2,medium,78,28080,-180.02500000000003,0.23785571428571428,-158.69999999999993,-166.50000000000034,-234.89999999999986,-160.00000000000003
dqn,2x2,medium,79,28440,-174.42499999999998,0.22808428571428574,-157.10000000000002,-160.9,-213.19999999999993,-166.50000000000003
dqn,2x2,medium,80,28800,-186.92500000000004,0.2183128571428572,-172.90000000000006,-169.70000000000002,-235.1,-170.0000000000001
dqn,2x2,medium,81,29160,-187.875,0.20854142857142866,-195.00000000000009,-188.2,-228.60000000000002,-139.7
dqn,2x2,medium,82,29520,-4484.450000000001,0.19877,-8171.400000000004,-5665.2,-3987.2999999999993,-113.90000000000008
dqn,2x2,medium,83,29880,-177.1500000000001,0.18899857142857146,-177.30000000000004,-146.30000000000013,-256.70000000000005,-128.30000000000013
dqn,2x2,medium,84,30240,-175.65000000000003,0.1792271428571428,-157.10000000000008,-194.10000000000002,-205.8,-145.59999999999997
dqn,2x2,medium,85,30600,-167.20000000000002,0.16945571428571438,-161.1,-170.79999999999995,-211.20000000000013,-125.69999999999997
dqn,2x2,medium,86,30960,-171.27499999999998,0.15968428571428572,-199.39999999999998,-147.7999999999999,-194.69999999999993,-143.2
dqn,2x2,medium,87,31320,-185.84999999999994,0.14991285714285718,-165.79999999999995,-189.59999999999997,-279.49999999999983,-108.50000000000003
dqn,2x2,medium,88,31680,-175.10000000000005,0.14014142857142853,-165.5,-149.6,-214.3,-171.00000000000009
dqn,2x2,medium,89,32040,-168.45000000000005,0.1303700000000001,-168.20000000000002,-156.5,-209.80000000000004,-139.3
dqn,2x2,medium,90,32400,-171.42500000000004,0.12059857142857144,-199.80000000000015,-154.8,-195.2,-135.89999999999995
dqn,2x2,medium,91,32760,-169.97500000000005,0.1108271428571429,-173.20000000000002,-157.00000000000014,-213.4,-136.3000000000001
dqn,2x2,medium,92,33120,-191.70000000000007,0.10105571428571425,-196.10000000000002,-209.30000000000004,-201.0000000000002,-160.4
dqn,2x2,medium,93,33480,-174.5,0.0912842857142857,-189.70000000000005,-162.39999999999998,-208.70000000000002,-137.19999999999996
dqn,2x2,medium,94,33840,-149.87499999999994,0.08151285714285716,-171.79999999999984,-132.0,-164.4999999999999,-131.20000000000002
dqn,2x2,medium,95,34200,-167.475,0.07174142857142862,-148.7000000000001,-155.99999999999994,-202.39999999999986,-162.80000000000004
dqn,2x2,medium,96,34560,-166.32500000000005,0.06196999999999997,-133.70000000000007,-153.80000000000004,-226.10000000000008,-151.70000000000005
dqn,2x2,medium,97,34920,-159.65000000000003,0.05219857142857143,-149.50000000000006,-160.79999999999995,-194.3000000000001,-133.99999999999994
dqn,2x2,medium,98,35280,-169.17500000000007,0.05,-156.8000000000002,-172.49999999999994,-212.40000000000015,-135.00000000000006
dqn,2x2,medium,99,35640,-156.925,0.05,-171.1999999999999,-148.10000000000005,-171.50000000000003,-136.9000000000001
dqn,2x2,medium,100,36000,-179.77499999999998,0.05,-157.79999999999993,-198.10000000000002,-216.2,-147.00000000000003
dqn,2x2,medium,101,36360,-157.72499999999997,0.05,-159.9,-162.0999999999999,-177.1999999999999,-131.7000000000001
dqn,2x2,medium,102,36720,-162.95,0.05,-156.79999999999993,-170.5000000000001,-180.09999999999994,-144.4
dqn,2x2,medium,103,37080,-167.85,0.05,-132.6,-173.79999999999998,-202.79999999999998,-162.20000000000007
dqn,2x2,medium,104,37440,-161.59999999999997,0.05,-159.70000000000002,-142.89999999999992,-211.20000000000005,-132.5999999999999
dqn,2x2,medium,105,37800,-166.67500000000007,0.05,-159.6000000000002,-174.80000000000018,-218.79999999999993,-113.50000000000003
dqn,2x2,medium,106,38160,-166.9,0.05,-158.4,-151.89999999999995,-220.10000000000005,-137.20000000000002
dqn,2x2,medium,107,38520,-181.65,0.05,-151.69999999999996,-184.20000000000005,-230.20000000000022,-160.4999999999999
dqn,2x2,medium,108,38880,-157.80000000000004,0.05,-153.40000000000015,-137.8,-189.19999999999993,-150.8000000000001
dqn,2x2,medium,109,39240,-176.45000000000005,0.05,-150.60000000000014,-167.90000000000015,-241.0999999999999,-146.20000000000005
dqn,2x2,medium,110,39600,-173.75000000000006,0.05,-160.30000000000013,-137.90000000000003,-238.10000000000005,-158.70000000000007
dqn,2x2,medium,111,39960,-159.07500000000005,0.05,-192.2,-155.5,-161.80000000000007,-126.80000000000014
dqn,2x2,medium,112,40320,-156.50000000000009,0.05,-157.10000000000008,-129.7000000000001,-183.4000000000001,-155.80000000000007
dqn,2x2,medium,113,40680,-146.65000000000003,0.05,-124.40000000000005,-150.50000000000006,-171.0000000000001,-140.7
dqn,2x2,medium,114,41040,-151.65,0.05,-131.09999999999997,-164.00000000000003,-186.99999999999991,-124.50000000000009
dqn,2x2,medium,115,41400,-146.32500000000005,0.05,-131.40000000000012,-145.6000000000001,-163.99999999999997,-144.2999999999999
dqn,2x2,medium,116,41760,-155.67500000000004,0.05,-165.59999999999994,-142.3000000000002,-208.6,-106.20000000000007
dqn,2x2,medium,117,42120,-160.02500000000006,0.05,-179.1000000000001,-130.5000000000001,-180.7,-149.80000000000004
dqn,2x2,medium,118,42480,-170.42500000000007,0.05,-173.6,-174.19999999999996,-203.20000000000024,-130.7
dqn,2x2,medium,119,42840,-169.70000000000005,0.05,-173.80000000000015,-162.1,-198.20000000000002,-144.7
dqn,2x2,medium,120,43200,-171.27500000000003,0.05,-160.9999999999999,-151.5,-206.00000000000017,-166.60000000000008
dqn,2x2,medium,121,43560,-169.575,0.05,-211.10000000000014,-140.1,-202.79999999999998,-124.2999999999999
dqn,2x2,medium,122,43920,-164.7249999999999,0.05,-162.70000000000005,-153.1999999999999,-221.39999999999975,-121.59999999999992
dqn,2x2,medium,123,44280,-169.62500000000003,0.05,-189.69999999999993,-146.50000000000003,-187.20000000000005,-155.10000000000014
dqn,2x2,medium,124,44640,-168.17499999999987,0.05,-165.50000000000003,-199.89999999999975,-154.59999999999988,-152.69999999999982
dqn,2x2,medium,125,45000,-157.45000000000002,0.05,-173.10000000000014,-149.69999999999996,-186.69999999999993,-120.30000000000008
dqn,2x2,medium,126,45360,-166.825,0.05,-173.8,-170.3999999999999,-185.6999999999999,-137.40000000000003
dqn,2x2,medium,127,45720,-146.22500000000008,0.05,-137.40000000000006,-142.30000000000007,-187.1,-118.10000000000012
dqn,2x2,medium,128,46080,-183.92500000000004,0.05,-167.1,-182.50000000000006,-222.4000000000002,-163.6999999999999
dqn,2x2,medium,129,46440,-156.17499999999998,0.05,-143.4,-162.3,-189.79999999999993,-129.19999999999996
dqn,2x2,medium,130,46800,-156.95,0.05,-163.6,-158.70000000000002,-197.2999999999999,-108.20000000000005
dqn,2x2,medium,131,47160,-167.27500000000006,0.05,-137.0,-164.50000000000009,-224.20000000000016,-143.4
dqn,2x2,medium,132,47520,-159.95000000000005,0.05,-146.5000000000001,-136.10000000000008,-204.70000000000007,-152.49999999999994
dqn,2x2,medium,133,47880,-161.55,0.05,-148.80000000000024,-206.3999999999998,-180.0999999999999,-110.90000000000005
dqn,2x2,medium,134,48240,-165.65000000000006,0.05,-133.19999999999996,-158.70000000000013,-215.30000000000004,-155.40000000000012
dqn,2x2,medium,135,48600,-158.10000000000008,0.05,-169.89999999999998,-161.10000000000016,-184.10000000000016,-117.30000000000001
dqn,2x2,medium,136,48960,-163.77499999999998,0.05,-177.70000000000005,-149.39999999999992,-190.29999999999995,-137.70000000000005
dqn,2x2,medium,137,49320,-157.09999999999997,0.05,-146.09999999999994,-182.70000000000005,-192.2,-107.3999999999999
dqn,2x2,medium,138,49680,-2517.9000000000005,0.05,-4325.900000000002,-1773.1000000000001,-3581.7,-390.9000000000001
