controller,grid,scenario,seed,time,intersection,queue_length,waiting_time,vehicle_count
webster_fixed,2x2,high,11,5,B1,0,0.0,0
webster_fixed,2x2,high,11,5,B2,0,0.0,0
webster_fixed,2x2,high,11,5,C1,0,0.0,0
webster_fixed,2x2,high,11,5,C2,0,0.0,1
webster_fixed,2x2,high,11,10,B1,0,0.0,1
webster_fixed,2x2,high,11,10,B2,0,0.0,1
webster_fixed,2x2,high,11,10,C1,0,0.0,2
webster_fixed,2x2,high,11,10,C2,0,0.0,1
webster_fixed,2x2,high,11,15,B1,0,0.0,3
webster_fixed,2x2,high,11,15,B2,0,0.0,1
webster_fixed,2x2,high,11,15,C1,0,0.0,3
webster_fixed,2x2,high,11,15,C2,0,0.0,1
webster_fixed,2x2,high,11,20,B1,0,0.0,4
webster_fixed,2x2,high,11,20,B2,0,0.0,3
webster_fixed,2x2,high,11,20,C1,0,0.0,5
webster_fixed,2x2,high,11,20,C2,0,0.0,1
webster_fixed,2x2,high,11,25,B1,0,0.0,5
webster_fixed,2x2,high,11,25,B2,0,0.0,5
webster_fixed,2x2,high,11,25,C1,0,0.0,4
webster_fixed,2x2,high,11,25,C2,0,0.0,2
webster_fixed,2x2,high,11,30,B1,1,4.0,6
webster_fixed,2x2,high,11,30,B2,0,0.0,5
webster_fixed,2x2,high,11,30,C1,1,3.0,7
webster_fixed,2x2,high,11,30,C2,0,0.0,2
webster_fixed,2x2,high,11,35,B1,0,0.0,6
webster_fixed,2x2,high,11,35,B2,0,0.0,5
webster_fixed,2x2,high,11,35,C1,0,0.0,7
webster_fixed,2x2,high,11,35,C2,0,0.0,3
webster_fixed,2x2,high,11,40,B1,1,4.0,9
webster_fixed,2x2,high,11,40,B2,1,4.0,4
webster_fixed,2x2,high,11,40,C1,2,5.0,6
webster_fixed,2x2,high,11,40,C2,2,5.0,8
webster_fixed,2x2,high,11,45,B1,3,13.0,9
webster_fixed,2x2,high,11,45,B2,2,13.0,7
webster_fixed,2x2,high,11,45,C1,2,15.0,6
webster_fixed,2x2,high,11,45,C2,2,15.0,11
webster_fixed,2x2,high,11,50,B1,3,28.0,10
webster_fixed,2x2,high,11,50,B2,1,3.0,6
webster_fixed,2x2,high,11,50,C1,3,29.0,8
