controller,grid,scenario,seed,time,intersection,queue_length,waiting_time,vehicle_count
original_fixed,2x2,high,13,5,B1,0,0.0,0
original_fixed,2x2,high,13,5,B2,0,0.0,0
original_fixed,2x2,high,13,5,C1,0,0.0,0
original_fixed,2x2,high,13,5,C2,0,0.0,1
original_fixed,2x2,high,13,10,B1,0,0.0,1
original_fixed,2x2,high,13,10,B2,0,0.0,1
original_fixed,2x2,high,13,10,C1,0,0.0,2
original_fixed,2x2,high,13,10,C2,0,0.0,1
original_fixed,2x2,high,13,15,B1,0,0.0,3
original_fixed,2x2,high,13,15,B2,0,0.0,1
original_fixed,2x2,high,13,15,C1,0,0.0,3
original_fixed,2x2,high,13,15,C2,0,0.0,1
original_fixed,2x2,high,13,20,B1,0,0.0,4
original_fixed,2x2,high,13,20,B2,0,0.0,4
original_fixed,2x2,high,13,20,C1,0,0.0,4
original_fixed,2x2,high,13,20,C2,0,0.0,2
original_fixed,2x2,high,13,25,B1,0,0.0,5
original_fixed,2x2,high,13,25,B2,1,3.0,6
original_fixed,2x2,high,13,25,C1,0,0.0,5
original_fixed,2x2,high,13,25,C2,1,5.0,4
original_fixed,2x2,high,13,30,B1,0,0.0,4
original_fixed,2x2,high,13,30,B2,1,8.0,6
original_fixed,2x2,high,13,30,C1,2,4.0,6
original_fixed,2x2,high,13,30,C2,1,10.0,4
original_fixed,2x2,high,13,35,B1,1,5.0,4
original_fixed,2x2,high,13,35,B2,1,13.0,9
original_fixed,2x2,high,13,35,C1,2,14.0,9
original_fixed,2x2,high,13,35,C2,2,16.0,4
original_fixed,2x2,high,13,40,B1,2,12.0,4
original_fixed,2x2,high,13,40,B2,4,27.0,8
original_fixed,2x2,high,13,40,C1,4,32.0,8
original_fixed,2x2,high,13,40,C2,3,27.0,9
original_fixed,2x2,high,13,45,B1,2,22.0,7
original_fixed,2x2,high,13,45,B2,4,47.0,11
original_fixed,2x2,high,13,45,C1,4,52.0,9
original_fixed,2x2,high,13,45,C2,3,42.0,11
original_fixed,2x2,high,13,50,B1,0,0.0,9
original_fixed,2x2,high,13,50,B2,1,1.0,9
original_fixed,2x2,high,13,50,C1,1,2.0,10
original_fixed,2x2,high,13,50,C2,0,0.0,8
original_fixed,2x2,high,13,55,B1,0,0.0,13
original_fixed,2x2,high,13,55,B2,3,11.0,11
original_fixed,2x2,high,13,55,C1,2,9.0,9
original_fixed,2x2,high,13,55,C2,1,1.0,9
original_fixed,2x2,high,13,60,B1,0,0.0,13
original_fixed,2x2,high,13,60,B2,3,26.0,12
original_fixed,2x2,high,13,60,C1,4,25.0,13
original_fixed,2x2,high,13,60,C2,4,14.0,10
original_fixed,2x2,high,13,65,B1,2,7.0,14
original_fixed,2x2,high,13,65,B2,6,49.0,12
original_fixed,2x2,high,13,65,C1,6,49.0,15
original_fixed,2x2,high,13,65,C2,4,34.0,11
original_fixed,2x2,high,13,70,B1,5,24.0,14
original_fixed,2x2,high,13,70,B2,6,53.0,12
original_fixed,2x2,high,13,70,C1,7,84.0,15
original_fixed,2x2,high,13,70,C2,6,58.0,9
original_fixed,2x2,high,13,75,B1,7,55.0,22
original_fixed,2x2,high,13,75,B2,6,67.0,15
original_fixed,2x2,high,13,75,C1,9,126.0,13
original_fixed,2x2,high,13,75,C2,7,90.0,11
original_fixed,2x2,high,13,80,B1,10,97.0,25
original_fixed,2x2,high,13,80,B2,7,99.0,16
original_fixed,2x2,high,13,80,C1,11,177.0,16
original_fixed,2x2,high,13,80,C2,8,128.0,12
original_fixed,2x2,high,13,85,B1,11,150.0,23
original_fixed,2x2,high,13,85,B2,7,134.0,17
original_fixed,2x2,high,13,85,C1,11,232.0,17
original_fixed,2x2,high,13,85,C2,7,160.0,14
original_fixed,2x2,high,13,90,B1,17,222.0,25
original_fixed,2x2,high,13,90,B2,8,170.0,17
original_fixed,2x2,high,13,90,C1,12,288.0,21
original_fixed,2x2,high,13,90,C2,7,195.0,17
