controller,grid,scenario,seed,time,intersection,queue_length,waiting_time,vehicle_count
actuated,2x2,high,11,5,B1,0,0.0,0
actuated,2x2,high,11,5,B2,0,0.0,0
actuated,2x2,high,11,5,C1,0,0.0,0
actuated,2x2,high,11,5,C2,0,0.0,1
actuated,2x2,high,11,10,B1,0,0.0,1
actuated,2x2,high,11,10,B2,0,0.0,1
actuated,2x2,high,11,10,C1,0,0.0,2
actuated,2x2,high,11,10,C2,0,0.0,1
actuated,2x2,high,11,15,B1,0,0.0,3
actuated,2x2,high,11,15,B2,0,0.0,1
actuated,2x2,high,11,15,C1,0,0.0,3
actuated,2x2,high,11,15,C2,0,0.0,1
actuated,2x2,high,11,20,B1,0,0.0,4
actuated,2x2,high,11,20,B2,0,0.0,3
actuated,2x2,high,11,20,C1,0,0.0,5
actuated,2x2,high,11,20,C2,0,0.0,1
actuated,2x2,high,11,25,B1,0,0.0,5
actuated,2x2,high,11,25,B2,0,0.0,5
actuated,2x2,high,11,25,C1,0,0.0,4
actuated,2x2,high,11,25,C2,0,0.0,2
actuated,2x2,high,11,30,B1,1,3.0,6
actuated,2x2,high,11,30,B2,0,0.0,5
actuated,2x2,high,11,30,C1,0,0.0,6
actuated,2x2,high,11,30,C2,0,0.0,2
actuated,2x2,high,11,35,B1,1,8.0,6
actuated,2x2,high,11,35,B2,1,1.0,6
actuated,2x2,high,11,35,C1,0,0.0,7
actuated,2x2,high,11,35,C2,0,0.0,4
actuated,2x2,high,11,40,B1,2,16.0,9
actuated,2x2,high,11,40,B2,3,11.0,5
actuated,2x2,high,11,40,C1,2,5.0,6
actuated,2x2,high,11,40,C2,1,1.0,7
actuated,2x2,high,11,45,B1,3,28.0,10
actuated,2x2,high,11,45,B2,0,0.0,8
actuated,2x2,high,11,45,C1,1,6.0,6
actuated,2x2,high,11,45,C2,0,0.0,9
actuated,2x2,high,11,50,B1,1,1.0,12
actuated,2x2,high,11,50,B2,1,3.0,9
actuated,2x2,high,11,50,C1,2,4.0,6
actuated,2x2,high,11,50,C2,0,0.0,12
actuated,2x2,high,11,55,B1,4,15.0,14
actuated,2x2,high,11,55,B2,0,0.0,9
actuated,2x2,high,11,55,C1,2,14.0,7
actuated,2x2,high,11,55,C2,3,13.0,15
actuated,2x2,high,11,60,B1,1,2.0,16
actuated,2x2,high,11,60,B2,2,5.0,7
actuated,2x2,high,11,60,C1,0,0.0,8
actuated,2x2,high,11,60,C2,2,8.0,15
actuated,2x2,high,11,65,B1,4,11.0,18
