controller,grid,scenario,seed,time,intersection,queue_length,waiting_time,vehicle_count
webster_fixed,2x2,low,12,5,B1,0,0.0,0
webster_fixed,2x2,low,12,5,B2,0,0.0,0
webster_fixed,2x2,low,12,5,C1,0,0.0,0
webster_fixed,2x2,low,12,5,C2,0,0.0,0
webster_fixed,2x2,low,12,10,B1,0,0.0,0
webster_fixed,2x2,low,12,10,B2,0,0.0,0
webster_fixed,2x2,low,12,10,C1,0,0.0,0
webster_fixed,2x2,low,12,10,C2,0,0.0,0
webster_fixed,2x2,low,12,15,B1,0,0.0,0
webster_fixed,2x2,low,12,15,B2,0,0.0,0
webster_fixed,2x2,low,12,15,C1,0,0.0,0
webster_fixed,2x2,low,12,15,C2,0,0.0,1
webster_fixed,2x2,low,12,20,B1,0,0.0,1
webster_fixed,2x2,low,12,20,B2,0,0.0,0
webster_fixed,2x2,low,12,20,C1,0,0.0,1
webster_fixed,2x2,low,12,20,C2,0,0.0,1
webster_fixed,2x2,low,12,25,B1,0,0.0,1
webster_fixed,2x2,low,12,25,B2,0,0.0,2
webster_fixed,2x2,low,12,25,C1,0,0.0,1
webster_fixed,2x2,low,12,25,C2,0,0.0,1
webster_fixed,2x2,low,12,30,B1,0,0.0,1
webster_fixed,2x2,low,12,30,B2,0,0.0,2
webster_fixed,2x2,low,12,30,C1,0,0.0,1
webster_fixed,2x2,low,12,30,C2,1,2.0,2
webster_fixed,2x2,low,12,35,B1,0,0.0,1
webster_fixed,2x2,low,12,35,B2,0,0.0,2
webster_fixed,2x2,low,12,35,C1,0,0.0,2
webster_fixed,2x2,low,12,35,C2,1,7.0,2
webster_fixed,2x2,low,12,40,B1,0,0.0,2
webster_fixed,2x2,low,12,40,B2,0,0.0,1
webster_fixed,2x2,low,12,40,C1,0,0.0,1
webster_fixed,2x2,low,12,40,C2,0,0.0,1
webster_fixed,2x2,low,12,45,B1,0,0.0,4
webster_fixed,2x2,low,12,45,B2,1,3.0,2
webster_fixed,2x2,low,12,45,C1,0,0.0,3
webster_fixed,2x2,low,12,45,C2,0,0.0,0
webster_fixed,2x2,low,12,50,B1,0,0.0,4
webster_fixed,2x2,low,12,50,B2,1,8.0,2
webster_fixed,2x2,low,12,50,C1,1,1.0,5
webster_fixed,2x2,low,12,50,C2,0,0.0,0
webster_fixed,2x2,low,12,55,B1,0,0.0,4
webster_fixed,2x2,low,12,55,B2,0,0.0,1
webster_fixed,2x2,low,12,55,C1,1,6.0,5
