controller,grid,scenario,seed,time,intersection,queue_length,waiting_time,vehicle_count
fixedtime,3x3,medium,13,770,D2,3,10.0,11
fixedtime,3x3,medium,13,770,D3,0,0.0,13
fixedtime,3x3,medium,13,775,B1,0,0.0,3
fixedtime,3x3,medium,13,775,B2,3,9.0,10
fixedtime,3x3,medium,13,775,B3,4,19.0,16
fixedtime,3x3,medium,13,775,C1,13,355.0,24
fixedtime,3x3,medium,13,775,C2,5,29.0,9
fixedtime,3x3,medium,13,775,C3,0,0.0,8
fixedtime,3x3,medium,13,775,D1,0,0.0,3
fixedtime,3x3,medium,13,775,D2,6,34.0,12
fixedtime,3x3,medium,13,775,D3,2,7.0,11
fixedtime,3x3,medium,13,780,B1,0,0.0,2
fixedtime,3x3,medium,13,780,B2,5,31.0,12
fixedtime,3x3,medium,13,780,B3,3,31.0,16
fixedtime,3x3,medium,13,780,C1,10,208.0,23
fixedtime,3x3,medium,13,780,C2,5,54.0,9
fixedtime,3x3,medium,13,780,C3,0,0.0,10
fixedtime,3x3,medium,13,780,D1,0,0.0,5
fixedtime,3x3,medium,13,780,D2,5,56.0,10
fixedtime,3x3,medium,13,780,D3,3,19.0,11
fixedtime,3x3,medium,13,785,B1,0,0.0,2
fixedtime,3x3,medium,13,785,B2,7,58.0,11
fixedtime,3x3,medium,13,785,B3,4,51.0,14
fixedtime,3x3,medium,13,785,C1,8,100.0,21
fixedtime,3x3,medium,13,785,C2,5,79.0,9
fixedtime,3x3,medium,13,785,C3,1,5.0,12
fixedtime,3x3,medium,13,785,D1,0,0.0,7
fixedtime,3x3,medium,13,785,D2,5,81.0,9
fixedtime,3x3,medium,13,785,D3,5,42.0,12
fixedtime,3x3,medium,13,790,B1,1,4.0,5
fixedtime,3x3,medium,13,790,B2,7,93.0,10
fixedtime,3x3,medium,13,790,B3,8,83.0,14
fixedtime,3x3,medium,13,790,C1,6,57.0,20
fixedtime,3x3,medium,13,790,C2,7,109.0,7
fixedtime,3x3,medium,13,790,C3,1,10.0,11
fixedtime,3x3,medium,13,790,D1,0,0.0,5
fixedtime,3x3,medium,13,790,D2,7,110.0,9
fixedtime,3x3,medium,13,790,D3,6,69.0,13
fixedtime,3x3,medium,13,795,B1,0,0.0,7
fixedtime,3x3,medium,13,795,B2,8,131.0,11
fixedtime,3x3,medium,13,795,B3,7,105.0,13
fixedtime,3x3,medium,13,795,C1,9,70.0,20
fixedtime,3x3,medium,13,795,C2,6,135.0,8
fixedtime,3x3,medium,13,795,C3,2,16.0,14
fixedtime,3x3,medium,13,795,D1,0,0.0,5
fixedtime,3x3,medium,13,795,D2,8,150.0,9
fixedtime,3x3,medium,13,795,D3,7,101.0,12
fixedtime,3x3,medium,13,800,B1,0,0.0,7
fixedtime,3x3,medium,13,800,B2,3,53.0,10
fixedtime,3x3,medium,13,800,B3,8,145.0,15
fixedtime,3x3,medium,13,800,C1,6,65.0,19
fixedtime,3x3,medium,13,800,C2,6,165.0,10
fixedtime,3x3,medium,13,800,C3,2,26.0,13
fixedtime,3x3,medium,13,800,D1,1,5.0,3
fixedtime,3x3,medium,13,800,D2,8,190.0,8
fixedtime,3x3,medium,13,800,D3,8,139.0,13
fixedtime,3x3,medium,13,805,B1,1,1.0,4
fixedtime,3x3,medium,13,805,B2,3,68.0,10
fixedtime,3x3,medium,13,805,B3,8,185.0,15
fixedtime,3x3,medium,13,805,C1,6,67.0,19
fixedtime,3x3,medium,13,805,C2,6,195.0,12
fixedtime,3x3,medium,13,805,C3,3,37.0,11
fixedtime,3x3,medium,13,805,D1,3,16.0,4
fixedtime,3x3,medium,13,805,D2,8,230.0,9
fixedtime,3x3,medium,13,805,D3,9,182.0,14
fixedtime,3x3,medium,13,810,B1,2,7.0,4
fixedtime,3x3,medium,13,810,B2,4,84.0,10
fixedtime,3x3,medium,13,810,B3,8,225.0,17
fixedtime,3x3,medium,13,810,C1,6,81.0,20
fixedtime,3x3,medium,13,810,C2,7,227.0,15
fixedtime,3x3,medium,13,810,C3,5,55.0,11
fixedtime,3x3,medium,13,810,D1,3,31.0,4
fixedtime,3x3,medium,13,810,D2,8,270.0,11
fixedtime,3x3,medium,13,810,D3,9,227.0,16
fixedtime,3x3,medium,13,815,B1,1,4.0,3
fixedtime,3x3,medium,13,815,B2,1,3.0,10
fixedtime,3x3,medium,13,815,B3,2,5.0,16
fixedtime,3x3,medium,13,815,C1,2,4.0,20
fixedtime,3x3,medium,13,815,C2,2,8.0,12
fixedtime,3x3,medium,13,815,C3,4,10.0,11
fixedtime,3x3,medium,13,815,D1,0,0.0,3
fixedtime,3x3,medium,13,815,D2,0,0.0,10
fixedtime,3x3,medium,13,815,D3,3,67.0,13
fixedtime,3x3,medium,13,820,B1,1,9.0,3
fixedtime,3x3,medium,13,820,B2,0,0.0,11
fixedtime,3x3,medium,13,820,B3,3,19.0,15
fixedtime,3x3,medium,13,820,C1,6,24.0,21
fixedtime,3x3,medium,13,820,C2,2,10.0,9
fixedtime,3x3,medium,13,820,C3,4,30.0,13
fixedtime,3x3,medium,13,820,D1,0,0.0,4
fixedtime,3x3,medium,13,820,D2,0,0.0,9
fixedtime,3x3,medium,13,820,D3,1,3.0,15
fixedtime,3x3,medium,13,825,B1,1,14.0,4
fixedtime,3x3,medium,13,825,B2,2,4.0,11
fixedtime,3x3,medium,13,825,B3,5,38.0,14
fixedtime,3x3,medium,13,825,C1,11,73.0,21
fixedtime,3x3,medium,13,825,C2,3,22.0,8
fixedtime,3x3,medium,13,825,C3,5,55.0,15
fixedtime,3x3,medium,13,825,D1,1,4.0,7
fixedtime,3x3,medium,13,825,D2,0,0.0,8
fixedtime,3x3,medium,13,825,D3,4,20.0,14
fixedtime,3x3,medium,13,830,B1,1,19.0,4
fixedtime,3x3,medium,13,830,B2,1,5.0,10
fixedtime,3x3,medium,13,830,B3,6,65.0,12
fixedtime,3x3,medium,13,830,C1,14,137.0,21
fixedtime,3x3,medium,13,830,C2,4,42.0,7
fixedtime,3x3,medium,13,830,C3,7,86.0,18
fixedtime,3x3,medium,13,830,D1,1,9.0,9
fixedtime,3x3,medium,13,830,D2,1,3.0,9
fixedtime,3x3,medium,13,830,D3,5,43.0,12
fixedtime,3x3,medium,13,835,B1,1,24.0,4
fixedtime,3x3,medium,13,835,B2,3,13.0,9
fixedtime,3x3,medium,13,835,B3,8,96.0,11
fixedtime,3x3,medium,13,835,C1,17,214.0,24
fixedtime,3x3,medium,13,835,C2,4,62.0,9
fixedtime,3x3,medium,13,835,C3,8,93.0,17
fixedtime,3x3,medium,13,835,D1,2,16.0,7
fixedtime,3x3,medium,13,835,D2,2,10.0,8
fixedtime,3x3,medium,13,835,D3,5,68.0,12
fixedtime,3x3,medium,13,840,B1,2,32.0,5
fixedtime,3x3,medium,13,840,B2,4,31.0,7
fixedtime,3x3,medium,13,840,B3,9,139.0,11
fixedtime,3x3,medium,13,840,C1,20,312.0,26
fixedtime,3x3,medium,13,840,C2,5,83.0,11
fixedtime,3x3,medium,13,840,C3,11,144.0,16
fixedtime,3x3,medium,13,840,D1,2,26.0,6
fixedtime,3x3,medium,13,840,D2,3,24.0,7
fixedtime,3x3,medium,13,840,D3,5,93.0,11
fixedtime,3x3,medium,13,845,B1,2,42.0,7
fixedtime,3x3,medium,13,845,B2,4,51.0,4
fixedtime,3x3,medium,13,845,B3,9,184.0,13
fixedtime,3x3,medium,13,845,C1,20,412.0,25
fixedtime,3x3,medium,13,845,C2,7,117.0,13
fixedtime,3x3,medium,13,845,C3,12,204.0,16
fixedtime,3x3,medium,13,845,D1,2,36.0,4
fixedtime,3x3,medium,13,845,D2,4,40.0,8
fixedtime,3x3,medium,13,845,D3,5,118.0,10
fixedtime,3x3,medium,13,850,B1,2,52.0,8
fixedtime,3x3,medium,13,850,B2,4,71.0,4
fixedtime,3x3,medium,13,850,B3,9,229.0,15
fixedtime,3x3,medium,13,850,C1,21,517.0,23
fixedtime,3x3,medium,13,850,C2,8,153.0,14
fixedtime,3x3,medium,13,850,C3,12,264.0,16
fixedtime,3x3,medium,13,850,D1,3,51.0,5
fixedtime,3x3,medium,13,850,D2,4,60.0,7
fixedtime,3x3,medium,13,850,D3,5,143.0,10
fixedtime,3x3,medium,13,855,B1,4,66.0,8
fixedtime,3x3,medium,13,855,B2,4,91.0,4
fixedtime,3x3,medium,13,855,B3,11,279.0,15
fixedtime,3x3,medium,13,855,C1,23,627.0,23
fixedtime,3x3,medium,13,855,C2,10,200.0,14
fixedtime,3x3,medium,13,855,C3,13,329.0,16
fixedtime,3x3,medium,13,855,D1,3,66.0,8
fixedtime,3x3,medium,13,855,D2,4,80.0,6
fixedtime,3x3,medium,13,855,D3,7,176.0,11
fixedtime,3x3,medium,13,860,B1,1,1.0,5
fixedtime,3x3,medium,13,860,B2,0,0.0,1
fixedtime,3x3,medium,13,860,B3,3,16.0,15
fixedtime,3x3,medium,13,860,C1,13,366.0,20
fixedtime,3x3,medium,13,860,C2,4,25.0,15
fixedtime,3x3,medium,13,860,C3,5,79.0,14
fixedtime,3x3,medium,13,860,D1,1,3.0,8
fixedtime,3x3,medium,13,860,D2,1,2.0,6
fixedtime,3x3,medium,13,860,D3,1,4.0,9
fixedtime,3x3,medium,13,865,B1,3,14.0,4
fixedtime,3x3,medium,13,865,B2,0,0.0,1
fixedtime,3x3,medium,13,865,B3,5,24.0,15
fixedtime,3x3,medium,13,865,C1,8,250.0,19
fixedtime,3x3,medium,13,865,C2,5,24.0,17
fixedtime,3x3,medium,13,865,C3,1,8.0,11
fixedtime,3x3,medium,13,865,D1,2,11.0,9
fixedtime,3x3,medium,13,865,D2,2,11.0,8
