controller,grid,scenario,seed,time,intersection,queue_length,waiting_time,vehicle_count
ppo,3x3,medium,11,600,C2,5,38.0,14
ppo,3x3,medium,11,600,C3,0,0.0,4
ppo,3x3,medium,11,600,D1,2,17.0,5
ppo,3x3,medium,11,600,D2,1,4.0,5
ppo,3x3,medium,11,600,D3,1,2.0,4
ppo,3x3,medium,11,605,B1,3,5.0,9
ppo,3x3,medium,11,605,B2,0,0.0,7
ppo,3x3,medium,11,605,B3,2,21.0,5
ppo,3x3,medium,11,605,C1,7,25.0,11
ppo,3x3,medium,11,605,C2,2,10.0,13
ppo,3x3,medium,11,605,C3,2,8.0,8
ppo,3x3,medium,11,605,D1,0,0.0,6
ppo,3x3,medium,11,605,D2,0,0.0,3
ppo,3x3,medium,11,605,D3,2,9.0,6
ppo,3x3,medium,11,610,B1,1,6.0,8
ppo,3x3,medium,11,610,B2,3,6.0,8
ppo,3x3,medium,11,610,B3,2,6.0,4
ppo,3x3,medium,11,610,C1,9,70.0,13
ppo,3x3,medium,11,610,C2,6,34.0,13
ppo,3x3,medium,11,610,C3,2,18.0,11
ppo,3x3,medium,11,610,D1,0,0.0,5
ppo,3x3,medium,11,610,D2,0,0.0,5
ppo,3x3,medium,11,610,D3,3,21.0,8
ppo,3x3,medium,11,615,B1,1,11.0,7
ppo,3x3,medium,11,615,B2,2,8.0,7
ppo,3x3,medium,11,615,B3,0,0.0,3
ppo,3x3,medium,11,615,C1,4,33.0,12
ppo,3x3,medium,11,615,C2,3,6.0,11
ppo,3x3,medium,11,615,C3,0,0.0,9
ppo,3x3,medium,11,615,D1,0,0.0,4
ppo,3x3,medium,11,615,D2,0,0.0,6
ppo,3x3,medium,11,615,D3,0,0.0,6
ppo,3x3,medium,11,620,B1,1,2.0,7
ppo,3x3,medium,11,620,B2,3,12.0,9
ppo,3x3,medium,11,620,B3,0,0.0,3
ppo,3x3,medium,11,620,C1,1,2.0,12
ppo,3x3,medium,11,620,C2,3,15.0,12
ppo,3x3,medium,11,620,C3,2,6.0,9
ppo,3x3,medium,11,620,D1,1,5.0,5
ppo,3x3,medium,11,620,D2,0,0.0,7
ppo,3x3,medium,11,620,D3,0,0.0,4
ppo,3x3,medium,11,625,B1,1,7.0,9
ppo,3x3,medium,11,625,B2,4,30.0,13
ppo,3x3,medium,11,625,B3,0,0.0,6
ppo,3x3,medium,11,625,C1,4,17.0,12
ppo,3x3,medium,11,625,C2,3,30.0,10
ppo,3x3,medium,11,625,C3,4,23.0,8
ppo,3x3,medium,11,625,D1,2,15.0,5
ppo,3x3,medium,11,625,D2,1,1.0,7
ppo,3x3,medium,11,625,D3,2,5.0,5
ppo,3x3,medium,11,630,B1,2,15.0,9
ppo,3x3,medium,11,630,B2,1,11.0,13
ppo,3x3,medium,11,630,B3,1,1.0,7
ppo,3x3,medium,11,630,C1,1,5.0,10
ppo,3x3,medium,11,630,C2,1,2.0,9
ppo,3x3,medium,11,630,C3,2,11.0,7
ppo,3x3,medium,11,630,D1,0,0.0,3
ppo,3x3,medium,11,630,D2,0,0.0,4
ppo,3x3,medium,11,630,D3,0,0.0,4
ppo,3x3,medium,11,635,B1,2,3.0,8
ppo,3x3,medium,11,635,B2,2,4.0,12
ppo,3x3,medium,11,635,B3,1,1.0,8
ppo,3x3,medium,11,635,C1,5,13.0,11
ppo,3x3,medium,11,635,C2,1,7.0,9
ppo,3x3,medium,11,635,C3,1,1.0,8
ppo,3x3,medium,11,635,D1,0,0.0,1
ppo,3x3,medium,11,635,D2,2,3.0,6
ppo,3x3,medium,11,635,D3,1,2.0,7
ppo,3x3,medium,11,640,B1,2,7.0,9
ppo,3x3,medium,11,640,B2,5,27.0,11
ppo,3x3,medium,11,640,B3,2,9.0,13
ppo,3x3,medium,11,640,C1,6,42.0,13
ppo,3x3,medium,11,640,C2,3,21.0,8
ppo,3x3,medium,11,640,C3,0,0.0,8
ppo,3x3,medium,11,640,D1,1,1.0,1
ppo,3x3,medium,11,640,D2,2,13.0,6
ppo,3x3,medium,11,640,D3,3,13.0,8
