algorithm,grid,scenario,episode,step,avg_reward,epsilon,reward_B1,reward_B2,reward_C1,reward_C2
dqn,2x2,dynamic,39,14040,-166.92500000000007,0.6189414285714285,-143.99999999999994,-128.3000000000001,-239.00000000000026,-156.40000000000003
dqn,2x2,dynamic,40,14400,-166.95,0.60917,-146.8,-134.79999999999993,-202.09999999999994,-184.1000000000002
dqn,2x2,dynamic,41,14760,-144.52500000000003,0.5993985714285714,-112.69999999999989,-128.10000000000005,-200.30000000000018,-136.99999999999997
dqn,2x2,dynamic,42,15120,-173.49999999999997,0.5896271428571429,-159.29999999999995,-143.79999999999993,-185.00000000000009,-205.8999999999999
dqn,2x2,dynamic,43,15480,-136.35000000000002,0.5798557142857144,-122.89999999999999,-110.50000000000003,-160.7,-151.30000000000007
dqn,2x2,dynamic,44,15840,-150.22499999999997,0.5700842857142858,-110.1,-115.10000000000002,-195.79999999999993,-179.89999999999986
dqn,2x2,dynamic,45,16200,-165.22500000000008,0.5603128571428572,-121.20000000000005,-141.6,-256.40000000000015,-141.70000000000007
dqn,2x2,dynamic,46,16560,-136.4,0.5505414285714285,-132.89999999999998,-140.09999999999997,-155.50000000000009,-117.10000000000007
dqn,2x2,dynamic,47,16920,-133.64999999999998,0.54077,-103.8999999999999,-127.30000000000001,-182.9999999999999,-120.4000000000001
dqn,2x2,dynamic,48,17280,-151.4,0.5309985714285714,-103.19999999999993,-129.70000000000005,-152.20000000000007,-220.5
dqn,2x2,dynamic,49,17640,-154.85,0.5212271428571429,-130.09999999999985,-146.30000000000007,-201.59999999999997,-141.40000000000012
dqn,2x2,dynamic,50,18000,-154.7000000000001,0.5114557142857143,-158.3000000000001,-134.40000000000006,-188.30000000000004,-137.80000000000013
dqn,2x2,dynamic,51,18360,-137.375,0.5016842857142858,-140.6,-124.00000000000009,-148.99999999999994,-135.9
dqn,2x2,dynamic,52,18720,-156.54999999999998,0.49191285714285715,-135.49999999999994,-135.7,-233.40000000000003,-121.59999999999998
dqn,2x2,dynamic,53,19080,-165.62500000000006,0.4821414285714286,-142.20000000000002,-131.80000000000007,-220.99999999999994,-167.5000000000001
dqn,2x2,dynamic,54,19440,-144.10000000000002,0.47237000000000007,-139.50000000000003,-111.60000000000005,-174.70000000000013,-150.5999999999999
dqn,2x2,dynamic,55,19800,-118.87500000000006,0.4625985714285715,-117.60000000000007,-106.80000000000013,-145.09999999999997,-106.00000000000009
dqn,2x2,dynamic,56,20160,-157.25000000000003,0.4528271428571429,-157.70000000000016,-125.90000000000002,-184.79999999999993,-160.60000000000005
dqn,2x2,dynamic,57,20520,-152.97500000000002,0.44305571428571433,-142.80000000000004,-139.90000000000006,-155.70000000000005,-173.49999999999997
dqn,2x2,dynamic,58,20880,-145.59999999999997,0.4332842857142857,-136.49999999999994,-137.19999999999996,-168.20000000000007,-140.49999999999986
dqn,2x2,dynamic,59,21240,-140.52500000000006,0.42351285714285725,-129.70000000000007,-121.80000000000003,-161.70000000000016,-148.89999999999998
dqn,2x2,dynamic,60,21600,-130.10000000000005,0.4137414285714286,-142.20000000000007,-122.30000000000005,-131.8,-124.10000000000007
dqn,2x2,dynamic,61,21960,-139.2,0.40397000000000005,-163.49999999999997,-115.70000000000002,-157.90000000000006,-119.69999999999999
dqn,2x2,dynamic,62,22320,-159.30000000000007,0.3941985714285714,-152.10000000000005,-141.8,-192.20000000000002,-151.1000000000001
dqn,2x2,dynamic,63,22680,-145.10000000000002,0.38442714285714297,-138.90000000000003,-136.79999999999995,-172.70000000000002,-132.00000000000006
dqn,2x2,dynamic,64,23040,-151.12500000000003,0.3746557142857143,-125.59999999999998,-135.20000000000013,-208.69999999999993,-135.00000000000003
dqn,2x2,dynamic,65,23400,-147.10000000000002,0.36488428571428577,-116.99999999999996,-131.20000000000002,-208.9000000000002,-131.29999999999993
dqn,2x2,dynamic,66,23760,-142.80000000000004,0.3551128571428571,-111.09999999999997,-127.60000000000011,-188.69999999999996,-143.80000000000013
dqn,2x2,dynamic,67,24120,-124.92500000000001,0.3453414285714287,-107.19999999999999,-112.60000000000001,-138.50000000000003,-141.39999999999998
dqn,2x2,dynamic,68,24480,-123.22500000000005,0.33557000000000003,-118.60000000000002,-125.0,-146.00000000000017,-103.29999999999998
dqn,2x2,dynamic,69,24840,-131.20000000000005,0.3257985714285715,-118.8,-117.90000000000009,-169.00000000000006,-119.10000000000001
dqn,2x2,dynamic,70,25200,-122.72500000000001,0.31602714285714284,-128.10000000000008,-123.90000000000003,-126.9999999999999,-111.90000000000005
dqn,2x2,dynamic,71,25560,-139.025,0.3062557142857143,-105.80000000000007,-123.20000000000006,-169.39999999999998,-157.69999999999993
dqn,2x2,dynamic,72,25920,-132.52499999999998,0.29648428571428576,-109.99999999999996,-120.50000000000001,-161.20000000000002,-138.39999999999995
dqn,2x2,dynamic,73,26280,-134.52500000000003,0.2867128571428572,-160.20000000000007,-141.30000000000004,-113.50000000000004,-123.10000000000002
dqn,2x2,dynamic,74,26640,-126.17500000000004,0.27694142857142856,-144.50000000000009,-116.60000000000011,-127.7,-115.89999999999995
dqn,2x2,dynamic,75,27000,-121.07500000000003,0.26717,-109.09999999999997,-117.30000000000008,-145.50000000000006,-112.40000000000003
dqn,2x2,dynamic,76,27360,-125.92500000000008,0.2573985714285715,-116.80000000000003,-140.30000000000013,-142.50000000000009,-104.1000000000001
dqn,2x2,dynamic,77,27720,-133.775,0.24762714285714293,-95.70000000000002,-120.89999999999999,-182.49999999999994,-136.00000000000003
dqn,2x2,dynamic,78,28080,-133.80000000000004,0.23785571428571428,-129.79999999999995,-120.20000000000019,-152.49999999999991,-132.70000000000007
dqn,2x2,dynamic,79,28440,-122.35000000000002,0.22808428571428574,-116.30000000000003,-136.30000000000007,-132.7,-104.1
dqn,2x2,dynamic,80,28800,-125.67500000000001,0.2183128571428572,-106.90000000000008,-140.9,-134.6,-120.29999999999995
dqn,2x2,dynamic,81,29160,-125.82500000000007,0.20854142857142866,-147.0000000000002,-128.20000000000005,-111.3,-116.8
dqn,2x2,dynamic,82,29520,-124.725,0.19877,-123.29999999999993,-115.80000000000013,-141.6,-118.19999999999995
dqn,2x2,dynamic,83,29880,-136.97500000000008,0.18899857142857146,-120.0000000000001,-136.20000000000013,-164.8000000000001,-126.90000000000003
dqn,2x2,dynamic,84,30240,-124.35000000000004,0.1792271428571428,-137.00000000000006,-111.00000000000011,-140.89999999999998,-108.49999999999999
dqn,2x2,dynamic,85,30600,-117.04999999999998,0.16945571428571438,-113.49999999999996,-102.10000000000008,-127.40000000000008,-125.1999999999998
dqn,2x2,dynamic,86,30960,-124.2,0.15968428571428572,-128.20000000000002,-112.69999999999997,-152.00000000000003,-103.90000000000002
dqn,2x2,dynamic,87,31320,-111.60000000000002,0.14991285714285718,-107.29999999999995,-108.20000000000009,-124.40000000000006,-106.49999999999997
dqn,2x2,dynamic,88,31680,-117.475,0.14014142857142853,-111.39999999999999,-125.40000000000002,-114.59999999999997,-118.50000000000001
dqn,2x2,dynamic,89,32040,-113.57499999999997,0.1303700000000001,-108.69999999999993,-116.19999999999995,-135.40000000000003,-94.0
dqn,2x2,dynamic,90,32400,-116.00000000000003,0.12059857142857144,-126.40000000000002,-93.59999999999998,-141.3,-102.70000000000007
dqn,2x2,dynamic,91,32760,-109.67500000000001,0.1108271428571429,-98.39999999999999,-115.49999999999997,-123.70000000000003,-101.1
dqn,2x2,dynamic,92,33120,-111.67499999999994,0.10105571428571425,-106.99999999999989,-91.0,-141.89999999999998,-106.7999999999999
dqn,2x2,dynamic,93,33480,-104.47500000000007,0.0912842857142857,-115.50000000000007,-110.70000000000014,-102.2,-89.50000000000004
dqn,2x2,dynamic,94,33840,-126.075,0.08151285714285716,-144.70000000000005,-98.90000000000003,-157.19999999999985,-103.50000000000006
dqn,2x2,dynamic,95,34200,-118.12500000000003,0.07174142857142862,-117.10000000000002,-114.80000000000005,-134.49999999999997,-106.10000000000005
dqn,2x2,dynamic,96,34560,-118.62500000000001,0.06196999999999997,-119.39999999999999,-123.90000000000008,-124.00000000000001,-107.19999999999999
dqn,2x2,dynamic,97,34920,-108.60000000000001,0.05219857142857143,-90.99999999999996,-95.20000000000003,-124.90000000000005,-123.30000000000001
dqn,2x2,dynamic,98,35280,-117.99999999999997,0.05,-97.19999999999997,-133.99999999999994,-127.79999999999998,-112.99999999999997
dqn,2x2,dynamic,99,35640,-119.45000000000007,0.05,-109.70000000000005,-113.0000000000001,-134.6,-120.50000000000009
dqn,2x2,dynamic,100,36000,-107.07499999999997,0.05,-115.39999999999995,-90.19999999999997,-103.2,-119.50000000000001
dqn,2x2,dynamic,101,36360,-123.07500000000002,0.05,-119.9999999999999,-108.80000000000005,-153.89999999999998,-109.60000000000012
dqn,2x2,dynamic,102,36720,-112.62499999999999,0.05,-98.6,-122.8,-113.79999999999998,-115.3
dqn,2x2,dynamic,103,37080,-112.69999999999999,0.05,-114.39999999999999,-107.50000000000001,-127.40000000000002,-101.49999999999997
dqn,2x2,dynamic,104,37440,-107.62500000000003,0.05,-96.09999999999995,-97.89999999999999,-122.6000000000001,-113.90000000000012
dqn,2x2,dynamic,105,37800,-122.64999999999998,0.05,-106.09999999999998,-127.80000000000003,-117.10000000000001,-139.5999999999999
dqn,2x2,dynamic,106,38160,-108.75000000000003,0.05,-98.50000000000001,-115.30000000000007,-117.70000000000007,-103.49999999999999
dqn,2x2,dynamic,107,38520,-122.65000000000002,0.05,-129.99999999999994,-113.50000000000009,-128.60000000000008,-118.49999999999994
dqn,2x2,dynamic,108,38880,-116.72499999999997,0.05,-116.49999999999993,-102.60000000000002,-135.49999999999994,-112.29999999999995
dqn,2x2,dynamic,109,39240,-121.92500000000001,0.05,-124.29999999999998,-133.4000000000001,-109.80000000000005,-120.19999999999993
dqn,2x2,dynamic,110,39600,-110.9,0.05,-112.79999999999993,-104.20000000000012,-107.5,-119.09999999999997
dqn,2x2,dynamic,111,39960,-104.05000000000004,0.05,-99.09999999999998,-114.8000000000001,-105.10000000000005,-97.20000000000005
dqn,2x2,dynamic,112,40320,-110.00000000000001,0.05,-103.69999999999996,-107.80000000000005,-120.00000000000003,-108.50000000000007
dqn,2x2,dynamic,113,40680,-114.90000000000003,0.05,-98.0,-106.70000000000007,-139.80000000000007,-115.10000000000001
dqn,2x2,dynamic,114,41040,-119.17500000000004,0.05,-115.10000000000002,-137.6,-108.50000000000014,-115.49999999999997
dqn,2x2,dynamic,115,41400,-118.50000000000001,0.05,-132.10000000000008,-128.7,-116.29999999999994,-96.90000000000003
dqn,2x2,dynamic,116,41760,-119.90000000000003,0.05,-121.20000000000009,-120.80000000000001,-132.80000000000004,-104.79999999999994
dqn,2x2,dynamic,117,42120,-109.35000000000004,0.05,-110.29999999999995,-90.8000000000001,-131.8,-104.50000000000006
dqn,2x2,dynamic,118,42480,-117.32500000000003,0.05,-96.2,-114.60000000000008,-149.80000000000004,-108.7
dqn,2x2,dynamic,119,42840,-121.35000000000002,0.05,-128.89999999999998,-107.70000000000002,-129.00000000000003,-119.80000000000004
dqn,2x2,dynamic,120,43200,-108.60000000000002,0.05,-105.50000000000004,-96.60000000000002,-123.00000000000001,-109.30000000000003
dqn,2x2,dynamic,121,43560,-110.14999999999998,0.05,-109.5,-106.7,-125.39999999999996,-98.99999999999997
dqn,2x2,dynamic,122,43920,-113.07500000000005,0.05,-130.20000000000007,-110.70000000000002,-113.90000000000006,-97.49999999999999
dqn,2x2,dynamic,123,44280,-118.70000000000006,0.05,-111.59999999999994,-97.40000000000013,-146.4000000000002,-119.39999999999998
dqn,2x2,dynamic,124,44640,-115.65000000000005,0.05,-107.30000000000003,-128.00000000000009,-105.79999999999998,-121.50000000000004
dqn,2x2,dynamic,125,45000,-107.67500000000007,0.05,-109.00000000000013,-125.5000000000001,-103.49999999999999,-92.70000000000002
dqn,2x2,dynamic,126,45360,-109.70000000000002,0.05,-116.80000000000001,-87.19999999999999,-109.79999999999998,-125.00000000000011
dqn,2x2,dynamic,127,45720,-100.02499999999998,0.05,-93.79999999999994,-113.69999999999997,-102.19999999999996,-90.40000000000002
dqn,2x2,dynamic,128,46080,-122.47499999999997,0.05,-120.60000000000008,-131.1,-127.29999999999988,-110.89999999999995
dqn,2x2,dynamic,129,46440,-104.825,0.05,-98.50000000000001,-93.69999999999997,-122.60000000000002,-104.5
dqn,2x2,dynamic,130,46800,-103.55,0.05,-119.7,-85.99999999999994,-120.10000000000007,-88.39999999999996
dqn,2x2,dynamic,131,47160,-133.52500000000006,0.05,-114.19999999999999,-117.60000000000005,-124.80000000000005,-177.50000000000017
dqn,2x2,dynamic,132,47520,-108.59999999999997,0.05,-109.49999999999996,-102.2,-127.79999999999994,-94.89999999999998
dqn,2x2,dynamic,133,47880,-103.27500000000002,0.05,-96.2,-101.30000000000007,-120.30000000000004,-95.3
dqn,2x2,dynamic,134,48240,-107.69999999999996,0.05,-107.89999999999993,-100.7,-121.69999999999995,-100.49999999999997
dqn,2x2,dynamic,135,48600,-118.77500000000006,0.05,-107.00000000000007,-110.8,-129.60000000000014,-127.70000000000005
dqn,2x2,dynamic,136,48960,-102.57500000000002,0.05,-101.10000000000002,-99.0,-117.70000000000005,-92.5
dqn,2x2,dynamic,137,49320,-119.82500000000002,0.05,-118.10000000000002,-117.90000000000003,-119.69999999999999,-123.60000000000005
dqn,2x2,dynamic,138,49680,-110.12500000000007,0.05,-107.9,-106.80000000000008,-112.50000000000004,-113.30000000000011
