algorithm,grid,scenario,episode,step,avg_reward,reward_B1,reward_B2,reward_B3,reward_B4,reward_B5,reward_C1,reward_C2,reward_C3,reward_C4,reward_C5,reward_D1,reward_D2,reward_D3,reward_D4,reward_D5,reward_E1,reward_E2,reward_E3,reward_E4,reward_E5,reward_F1,reward_F2,reward_F3,reward_F4,reward_F5
dqn,5x5,medium,11,3960,-69.55199999999998,-61.89999999999997,-70.49999999999996,-61.29999999999997,-69.99999999999996,-63.09999999999995,-54.39999999999995,-105.50000000000003,-71.39999999999996,-72.30000000000004,-80.50000000000001,-63.59999999999998,-70.60000000000011,-64.39999999999996,-71.4,-73.39999999999998,-60.59999999999998,-87.00000000000006,-65.69999999999999,-70.29999999999997,-93.89999999999992,-54.699999999999946,-68.79999999999997,-60.89999999999999,-62.699999999999996,-59.89999999999996
dqn,5x5,medium,12,4320,-69.568,-58.39999999999997,-54.79999999999996,-65.50000000000001,-67.29999999999998,-52.699999999999974,-64.2,-99.80000000000013,-79.90000000000006,-62.49999999999989,-63.29999999999997,-85.50000000000001,-65.19999999999997,-79.80000000000001,-75.99999999999996,-74.70000000000006,-59.30000000000002,-73.70000000000007,-78.39999999999995,-85.10000000000007,-74.19999999999996,-64.39999999999996,-62.49999999999998,-66.09999999999997,-64.89999999999998,-60.99999999999994
dqn,5x5,medium,13,4680,-69.59599999999999,-59.49999999999998,-62.1999999999999,-54.699999999999946,-73.7,-60.49999999999994,-55.699999999999996,-96.50000000000001,-81.80000000000003,-70.2,-69.99999999999991,-73.10000000000001,-75.49999999999994,-64.49999999999999,-65.79999999999995,-74.69999999999995,-67.60000000000004,-65.00000000000003,-80.00000000000001,-91.70000000000003,-69.39999999999986,-52.19999999999998,-59.79999999999997,-66.39999999999999,-89.89999999999999,-59.49999999999998
dqn,5x5,medium,14,5040,-68.50799999999998,-60.20000000000003,-60.39999999999996,-62.99999999999998,-68.09999999999997,-60.300000000000004,-55.09999999999996,-77.0,-70.09999999999998,-72.70000000000003,-57.29999999999998,-74.99999999999997,-75.09999999999998,-75.39999999999999,-86.59999999999992,-89.20000000000003,-75.39999999999998,-74.69999999999999,-68.80000000000001,-72.69999999999997,-61.90000000000002,-55.39999999999996,-58.900000000000006,-73.89999999999998,-63.899999999999956,-61.60000000000001
dqn,5x5,medium,15,5400,-67.68799999999999,-53.49999999999998,-57.29999999999996,-62.09999999999999,-77.20000000000009,-52.19999999999998,-62.69999999999999,-70.59999999999998,-76.1000000000001,-65.80000000000001,-64.69999999999997,-74.59999999999998,-84.49999999999997,-80.99999999999999,-88.69999999999997,-63.69999999999995,-68.00000000000003,-71.59999999999995,-67.4999999999999,-73.50000000000006,-63.59999999999993,-54.19999999999995,-74.20000000000002,-64.59999999999994,-61.39999999999997,-58.899999999999956
dqn,5x5,medium,16,5760,-68.36399999999999,-56.29999999999994,-75.99999999999991,-66.39999999999996,-59.39999999999995,-67.09999999999997,-64.69999999999997,-66.3,-74.90000000000005,-72.59999999999991,-66.89999999999996,-78.10000000000002,-77.00000000000001,-84.10000000000014,-78.40000000000005,-78.99999999999999,-66.70000000000003,-71.30000000000001,-72.30000000000004,-67.39999999999998,-59.99999999999992,-58.09999999999996,-54.59999999999995,-63.69999999999998,-62.70000000000002,-65.0999999999999
dqn,5x5,medium,17,6120,-67.26799999999999,-54.39999999999998,-58.19999999999995,-68.30000000000001,-73.89999999999998,-59.099999999999994,-59.099999999999966,-74.59999999999994,-77.09999999999997,-61.799999999999905,-71.5,-69.60000000000001,-50.59999999999992,-77.39999999999998,-67.09999999999997,-69.39999999999999,-77.30000000000004,-82.19999999999999,-74.90000000000006,-69.70000000000006,-71.89999999999996,-56.09999999999998,-53.19999999999997,-67.39999999999998,-67.59999999999995,-69.30000000000004
dqn,5x5,medium,18,6480,-63.44799999999997,-51.099999999999945,-59.29999999999997,-55.599999999999966,-67.00000000000003,-63.20000000000001,-61.19999999999996,-68.59999999999992,-68.59999999999998,-58.69999999999991,-63.29999999999994,-60.59999999999992,-54.39999999999996,-78.5,-74.20000000000005,-61.999999999999964,-67.10000000000001,-73.50000000000004,-63.19999999999999,-73.79999999999998,-66.6,-60.19999999999996,-57.199999999999946,-62.399999999999885,-56.59999999999995,-59.29999999999996
dqn,5x5,medium,19,6840,-67.29599999999999,-59.0,-55.79999999999997,-65.69999999999996,-61.59999999999997,-51.299999999999976,-66.09999999999995,-78.80000000000005,-76.09999999999997,-67.29999999999998,-60.69999999999996,-61.69999999999999,-78.39999999999993,-80.70000000000005,-70.49999999999997,-68.09999999999998,-65.50000000000001,-67.49999999999996,-75.99999999999994,-78.79999999999997,-71.70000000000006,-62.79999999999994,-66.09999999999997,-61.99999999999995,-62.19999999999995,-68.00000000000001
dqn,5x5,medium,20,7200,-66.66399999999997,-63.09999999999997,-64.69999999999997,-67.39999999999996,-62.8,-60.299999999999955,-54.59999999999998,-72.69999999999999,-61.800000000000026,-77.80000000000003,-66.39999999999999,-57.899999999999956,-90.99999999999997,-75.29999999999995,-71.09999999999997,-71.89999999999998,-62.19999999999997,-56.59999999999996,-80.10000000000005,-61.699999999999925,-82.59999999999995,-54.89999999999995,-55.299999999999905,-65.70000000000002,-67.39999999999996,-61.299999999999955
dqn,5x5,medium,21,7560,-66.564,-61.000000000000014,-62.899999999999984,-63.00000000000001,-68.49999999999997,-50.89999999999994,-61.99999999999998,-71.80000000000001,-78.09999999999998,-65.99999999999993,-65.89999999999998,-74.00000000000001,-63.799999999999955,-80.60000000000007,-58.19999999999993,-74.99999999999999,-71.39999999999999,-66.79999999999997,-72.70000000000006,-72.90000000000006,-78.79999999999995,-54.999999999999986,-63.699999999999946,-62.00000000000001,-64.2,-54.89999999999996
dqn,5x5,medium,22,7920,-66.93599999999998,-58.99999999999995,-66.59999999999992,-62.69999999999996,-54.89999999999998,-59.20000000000001,-56.29999999999995,-62.700000000000024,-73.30000000000008,-77.60000000000002,-58.79999999999993,-65.29999999999997,-68.89999999999993,-62.5,-76.00000000000003,-79.89999999999998,-73.60000000000001,-71.59999999999997,-74.80000000000005,-81.80000000000005,-78.19999999999993,-52.49999999999993,-60.39999999999994,-66.39999999999993,-62.19999999999996,-68.19999999999996
dqn,5x5,medium,23,8280,-66.12399999999998,-57.89999999999995,-60.399999999999935,-63.29999999999992,-61.20000000000001,-57.59999999999998,-55.09999999999994,-69.40000000000002,-75.60000000000008,-62.5,-66.8,-61.39999999999995,-65.10000000000001,-82.8000000000001,-75.89999999999996,-75.60000000000005,-64.49999999999991,-66.69999999999989,-68.39999999999998,-73.49999999999997,-74.79999999999997,-61.29999999999995,-60.10000000000001,-65.69999999999989,-62.39999999999999,-65.10000000000004
dqn,5x5,medium,24,8640,-65.64399999999998,-49.59999999999998,-62.09999999999994,-56.499999999999986,-69.10000000000002,-59.59999999999997,-59.79999999999998,-88.20000000000005,-72.60000000000002,-77.60000000000005,-67.2,-65.49999999999996,-66.59999999999997,-70.20000000000005,-73.3,-72.99999999999997,-50.799999999999955,-70.4,-72.7,-60.99999999999993,-62.99999999999995,-57.80000000000002,-56.89999999999995,-62.699999999999946,-69.79999999999998,-65.1
dqn,5x5,medium,25,9000,-65.23199999999999,-56.600000000000016,-56.900000000000006,-78.90000000000006,-58.59999999999997,-56.39999999999995,-65.09999999999997,-81.29999999999994,-68.60000000000004,-68.99999999999999,-59.69999999999998,-63.599999999999994,-71.09999999999995,-67.60000000000004,-64.79999999999994,-70.19999999999997,-73.29999999999995,-62.80000000000001,-66.10000000000004,-63.899999999999935,-68.3,-55.19999999999996,-59.39999999999993,-63.89999999999996,-72.1,-57.39999999999999
dqn,5x5,medium,26,9360,-68.10399999999998,-56.99999999999999,-49.69999999999997,-64.69999999999997,-72.89999999999993,-64.49999999999997,-54.199999999999974,-84.7000000000001,-72.09999999999997,-75.59999999999997,-70.70000000000003,-55.39999999999998,-95.20000000000005,-78.69999999999996,-70.49999999999997,-69.6,-62.59999999999997,-69.6,-60.499999999999964,-68.19999999999996,-96.90000000000002,-53.29999999999994,-59.399999999999956,-56.399999999999956,-72.69999999999999,-67.49999999999997
dqn,5x5,medium,27,9720,-63.38799999999998,-46.09999999999995,-52.699999999999996,-55.79999999999993,-55.59999999999998,-57.899999999999906,-55.499999999999986,-74.49999999999999,-73.30000000000001,-63.999999999999964,-67.2,-63.699999999999946,-74.59999999999995,-69.79999999999991,-76.10000000000002,-70.6,-60.40000000000001,-67.4,-68.09999999999997,-74.79999999999994,-72.20000000000002,-48.29999999999992,-57.29999999999993,-57.79999999999997,-66.89999999999993,-54.09999999999995
dqn,5x5,medium,28,10080,-60.95599999999996,-41.39999999999997,-52.69999999999993,-56.099999999999916,-52.49999999999997,-49.599999999999966,-56.39999999999995,-71.19999999999996,-60.69999999999995,-58.49999999999992,-66.09999999999995,-58.29999999999999,-63.399999999999935,-72.70000000000006,-74.09999999999997,-73.09999999999995,-54.99999999999996,-60.39999999999995,-64.69999999999997,-77.90000000000003,-80.49999999999997,-45.49999999999996,-63.699999999999946,-56.89999999999997,-56.09999999999997,-56.39999999999996
dqn,5x5,medium,29,10440,-63.21199999999996,-59.19999999999998,-55.299999999999976,-59.99999999999996,-59.19999999999998,-68.29999999999994,-55.100000000000016,-71.39999999999996,-71.69999999999996,-61.59999999999997,-56.59999999999996,-61.39999999999996,-75.39999999999996,-66.79999999999998,-65.09999999999994,-55.89999999999994,-67.09999999999997,-73.60000000000004,-67.09999999999998,-73.29999999999995,-63.09999999999993,-55.49999999999992,-57.09999999999994,-65.79999999999998,-54.29999999999994,-60.39999999999997
dqn,5x5,medium,30,10800,-64.61199999999997,-60.89999999999994,-57.99999999999993,-65.79999999999994,-66.59999999999995,-68.69999999999996,-69.39999999999998,-67.69999999999992,-77.70000000000002,-58.59999999999997,-56.299999999999976,-62.80000000000003,-63.999999999999936,-71.60000000000002,-64.39999999999999,-60.89999999999998,-68.90000000000006,-71.19999999999996,-65.79999999999995,-72.0,-63.19999999999996,-51.99999999999995,-62.39999999999993,-63.29999999999997,-59.099999999999966,-63.99999999999998
dqn,5x5,medium,31,11160,-63.147999999999975,-54.19999999999998,-56.49999999999995,-62.29999999999997,-61.29999999999995,-69.69999999999995,-55.89999999999997,-72.99999999999996,-73.70000000000007,-63.199999999999974,-62.79999999999991,-61.2999999999999,-69.90000000000002,-66.40000000000002,-70.09999999999995,-64.49999999999996,-63.900000000000006,-67.09999999999998,-67.39999999999992,-84.70000000000006,-62.499999999999986,-51.99999999999995,-50.199999999999946,-62.79999999999999,-54.60000000000001,-48.69999999999997
dqn,5x5,medium,32,11520,-62.31199999999996,-57.699999999999946,-59.69999999999995,-59.19999999999999,-65.69999999999993,-49.39999999999998,-63.19999999999997,-62.39999999999998,-63.79999999999992,-65.69999999999989,-64.79999999999995,-64.80000000000001,-63.19999999999999,-66.09999999999995,-72.10000000000005,-66.39999999999992,-53.59999999999997,-73.10000000000001,-67.59999999999998,-72.69999999999993,-59.499999999999964,-50.89999999999997,-58.59999999999995,-58.69999999999993,-63.89999999999995,-54.99999999999993
dqn,5x5,medium,33,11880,-63.19199999999998,-53.899999999999984,-58.19999999999999,-57.799999999999955,-58.499999999999936,-55.699999999999974,-52.499999999999964,-64.79999999999998,-69.00000000000004,-76.20000000000003,-64.99999999999991,-60.89999999999996,-73.00000000000006,-68.30000000000004,-72.69999999999997,-68.30000000000005,-69.89999999999999,-75.3,-62.59999999999992,-57.79999999999996,-69.90000000000002,-49.799999999999926,-49.69999999999997,-59.59999999999998,-68.7,-61.7
dqn,5x5,medium,34,12240,-61.03599999999997,-54.79999999999996,-54.299999999999955,-58.99999999999996,-47.99999999999994,-53.599999999999945,-51.699999999999996,-61.599999999999994,-61.59999999999997,-62.899999999999935,-58.29999999999998,-56.99999999999995,-70.89999999999999,-68.19999999999997,-63.09999999999998,-66.29999999999998,-59.59999999999993,-76.10000000000002,-79.19999999999996,-62.10000000000001,-67.99999999999999,-49.99999999999994,-52.299999999999976,-63.299999999999976,-64.8,-59.19999999999995
dqn,5x5,medium,35,12600,-63.93199999999996,-58.599999999999966,-51.499999999999915,-57.99999999999995,-62.39999999999992,-56.299999999999905,-54.999999999999964,-59.599999999999945,-68.60000000000002,-58.799999999999955,-65.19999999999996,-62.79999999999995,-70.19999999999997,-60.49999999999999,-78.59999999999998,-64.59999999999994,-60.69999999999999,-99.69999999999993,-60.29999999999997,-72.10000000000001,-96.89999999999995,-57.39999999999997,-52.39999999999998,-53.89999999999998,-55.89999999999996,-58.29999999999995
dqn,5x5,medium,36,12960,-61.86399999999996,-59.999999999999986,-54.69999999999995,-66.50000000000003,-64.99999999999999,-49.999999999999936,-58.69999999999993,-68.49999999999989,-63.299999999999976,-61.800000000000004,-54.09999999999993,-58.19999999999994,-66.89999999999999,-68.09999999999997,-61.79999999999998,-66.50000000000001,-63.199999999999946,-66.69999999999996,-69.29999999999995,-76.6,-67.69999999999996,-45.59999999999993,-60.299999999999976,-56.49999999999997,-59.099999999999966,-57.499999999999964
dqn,5x5,medium,37,13320,-62.247999999999976,-55.3,-63.099999999999994,-59.39999999999998,-50.49999999999993,-46.19999999999995,-61.89999999999999,-82.3,-65.29999999999997,-73.0,-66.30000000000001,-61.0,-69.4999999999999,-72.49999999999996,-61.79999999999991,-66.79999999999998,-58.09999999999998,-72.89999999999999,-59.89999999999995,-64.49999999999999,-73.29999999999994,-50.199999999999946,-48.29999999999994,-60.79999999999999,-50.29999999999996,-62.99999999999998
dqn,5x5,medium,38,13680,-60.691999999999965,-52.199999999999925,-54.499999999999915,-55.09999999999999,-64.79999999999995,-47.899999999999984,-59.799999999999955,-59.79999999999998,-67.69999999999997,-57.49999999999998,-62.29999999999995,-54.7999999999999,-69.59999999999995,-78.39999999999996,-78.99999999999994,-59.59999999999989,-61.599999999999994,-59.69999999999994,-65.09999999999997,-73.30000000000001,-63.300000000000004,-51.49999999999993,-42.19999999999996,-63.09999999999996,-55.29999999999999,-59.19999999999997
dqn,5x5,medium,39,14040,-63.96399999999996,-50.299999999999955,-65.89999999999992,-52.599999999999966,-59.499999999999964,-55.99999999999997,-62.299999999999926,-72.70000000000002,-51.69999999999998,-68.69999999999993,-60.90000000000002,-65.79999999999995,-71.19999999999993,-77.09999999999997,-61.49999999999995,-75.09999999999997,-70.39999999999999,-86.8,-72.69999999999996,-69.39999999999998,-72.39999999999999,-51.69999999999996,-52.299999999999926,-67.10000000000001,-52.099999999999966,-52.89999999999992
dqn,5x5,medium,40,14400,-61.847999999999956,-55.69999999999997,-46.19999999999996,-54.89999999999995,-56.29999999999991,-52.29999999999991,-48.79999999999997,-75.8,-72.59999999999998,-49.89999999999993,-65.49999999999997,-66.59999999999998,-63.79999999999993,-76.90000000000002,-72.00000000000001,-59.199999999999974,-54.19999999999992,-65.9,-66.29999999999997,-71.29999999999994,-63.499999999999936,-55.19999999999998,-54.399999999999956,-67.89999999999996,-70.59999999999992,-60.39999999999995
dqn,5x5,medium,41,14760,-59.60399999999998,-56.50000000000003,-56.99999999999998,-53.699999999999946,-44.69999999999993,-46.399999999999956,-50.49999999999996,-72.80000000000003,-63.299999999999955,-57.199999999999946,-63.19999999999999,-69.00000000000006,-61.9999999999999,-78.10000000000008,-67.29999999999998,-64.5,-54.79999999999997,-62.39999999999992,-59.89999999999999,-58.59999999999994,-83.89999999999995,-50.99999999999997,-50.59999999999997,-55.899999999999984,-49.59999999999997,-57.199999999999946
dqn,5x5,medium,42,15120,-60.01199999999997,-56.60000000000001,-55.699999999999946,-57.69999999999997,-57.999999999999936,-52.49999999999993,-58.19999999999998,-68.19999999999995,-59.299999999999955,-70.40000000000009,-65.79999999999997,-57.099999999999945,-59.49999999999989,-72.3,-69.29999999999993,-59.19999999999997,-59.0,-59.89999999999994,-58.59999999999994,-70.0,-65.09999999999994,-49.49999999999995,-53.0,-53.19999999999995,-49.19999999999993,-62.999999999999986
dqn,5x5,medium,43,15480,-57.81599999999996,-47.799999999999926,-54.899999999999956,-51.09999999999993,-58.29999999999998,-48.39999999999995,-57.19999999999993,-63.09999999999995,-64.99999999999993,-64.6,-54.199999999999925,-67.29999999999997,-57.39999999999995,-61.99999999999996,-60.79999999999993,-60.39999999999998,-58.49999999999996,-55.49999999999993,-67.69999999999992,-67.69999999999995,-56.39999999999997,-46.79999999999994,-48.69999999999994,-64.39999999999998,-51.49999999999994,-55.70000000000002
dqn,5x5,medium,44,15840,-60.08399999999996,-56.3,-55.299999999999955,-57.499999999999936,-73.3,-51.999999999999936,-47.19999999999996,-67.3999999999999,-63.500000000000014,-66.09999999999997,-65.99999999999997,-57.699999999999996,-67.39999999999992,-66.19999999999995,-66.49999999999996,-57.89999999999992,-53.99999999999998,-59.09999999999994,-70.69999999999996,-53.499999999999936,-69.80000000000004,-44.99999999999996,-60.29999999999999,-53.39999999999991,-61.59999999999994,-54.40000000000003
dqn,5x5,medium,45,16200,-60.65199999999996,-52.799999999999976,-58.69999999999999,-53.499999999999986,-61.09999999999992,-57.29999999999995,-57.19999999999996,-80.29999999999997,-64.09999999999998,-54.59999999999993,-61.19999999999999,-56.899999999999956,-72.6,-63.89999999999991,-69.49999999999997,-70.19999999999996,-56.29999999999999,-66.89999999999995,-64.09999999999991,-77.50000000000006,-61.299999999999955,-49.99999999999998,-48.09999999999998,-58.800000000000004,-46.09999999999992,-53.29999999999993
dqn,5x5,medium,46,16560,-59.17599999999996,-55.39999999999995,-50.79999999999997,-64.29999999999997,-71.79999999999994,-47.599999999999945,-57.39999999999996,-62.399999999999906,-56.899999999999885,-72.69999999999999,-53.299999999999926,-62.19999999999998,-61.299999999999955,-65.89999999999998,-59.10000000000001,-61.89999999999996,-64.40000000000005,-59.69999999999993,-62.799999999999955,-65.6,-59.89999999999997,-48.69999999999993,-54.39999999999997,-52.59999999999992,-50.39999999999998,-57.899999999999956
dqn,5x5,medium,47,16920,-60.12399999999998,-53.6,-52.69999999999994,-46.099999999999966,-63.79999999999996,-52.499999999999964,-54.699999999999996,-60.7,-69.00000000000007,-53.79999999999993,-57.79999999999996,-66.89999999999996,-64.8,-68.39999999999995,-81.70000000000006,-60.90000000000002,-49.89999999999995,-67.49999999999999,-73.60000000000004,-63.49999999999998,-63.09999999999995,-47.99999999999994,-54.799999999999926,-55.00000000000002,-67.29999999999998,-52.99999999999998
dqn,5x5,medium,48,17280,-58.55599999999997,-60.29999999999995,-49.59999999999992,-49.0,-56.59999999999999,-40.299999999999955,-58.8,-63.49999999999997,-64.39999999999996,-67.09999999999995,-56.699999999999925,-58.79999999999998,-70.7,-70.69999999999997,-64.09999999999997,-50.99999999999993,-58.79999999999993,-70.99999999999996,-61.99999999999999,-61.099999999999966,-76.59999999999997,-48.79999999999994,-49.49999999999995,-52.39999999999996,-50.09999999999996,-51.99999999999995
dqn,5x5,medium,49,17640,-60.63199999999996,-50.49999999999996,-58.59999999999993,-67.50000000000009,-59.59999999999995,-52.09999999999996,-58.599999999999945,-58.799999999999976,-56.89999999999995,-79.79999999999994,-51.29999999999996,-60.79999999999994,-59.399999999999984,-81.89999999999996,-66.69999999999997,-59.89999999999995,-60.29999999999994,-69.19999999999997,-55.699999999999946,-69.69999999999999,-82.09999999999995,-44.39999999999997,-42.59999999999994,-53.80000000000002,-58.999999999999915,-56.59999999999991
dqn,5x5,medium,50,18000,-58.91199999999995,-52.69999999999994,-48.69999999999994,-59.4,-53.29999999999992,-49.199999999999896,-54.299999999999976,-55.99999999999997,-62.299999999999976,-65.59999999999991,-61.199999999999974,-68.20000000000003,-52.99999999999995,-71.50000000000007,-65.59999999999994,-70.29999999999997,-52.299999999999976,-58.099999999999866,-70.29999999999998,-64.29999999999997,-76.99999999999999,-40.49999999999997,-53.09999999999994,-50.39999999999992,-60.59999999999991,-54.899999999999935
dqn,5x5,medium,51,18360,-59.74399999999997,-53.799999999999955,-47.29999999999996,-63.69999999999999,-61.19999999999998,-51.699999999999925,-54.800000000000004,-77.2,-66.89999999999998,-64.19999999999993,-55.59999999999992,-59.199999999999925,-71.09999999999998,-66.5999999999999,-66.99999999999996,-62.79999999999997,-54.8,-68.30000000000005,-64.70000000000002,-68.19999999999996,-64.89999999999998,-45.89999999999995,-46.29999999999995,-46.79999999999995,-48.19999999999997,-62.39999999999994
dqn,5x5,medium,52,18720,-57.93599999999996,-44.59999999999997,-46.69999999999996,-47.699999999999974,-52.49999999999992,-56.79999999999997,-53.59999999999993,-67.29999999999997,-62.19999999999993,-65.69999999999999,-58.49999999999996,-58.199999999999925,-57.59999999999993,-73.60000000000004,-56.499999999999964,-64.69999999999999,-59.99999999999998,-72.4,-64.09999999999997,-59.89999999999992,-67.29999999999991,-39.699999999999974,-51.899999999999935,-62.69999999999993,-53.099999999999966,-51.09999999999998
dqn,5x5,medium,53,19080,-55.835999999999956,-45.199999999999974,-54.59999999999994,-55.49999999999995,-57.59999999999998,-59.19999999999993,-50.59999999999994,-58.59999999999998,-54.99999999999996,-45.599999999999916,-53.69999999999992,-55.79999999999999,-57.299999999999955,-65.8,-58.09999999999992,-60.59999999999993,-52.0,-74.99999999999994,-61.299999999999976,-64.5,-50.19999999999996,-50.399999999999984,-51.99999999999992,-48.899999999999956,-53.399999999999956,-54.99999999999994
dqn,5x5,medium,54,19440,-56.31199999999997,-40.99999999999998,-44.79999999999993,-54.19999999999997,-51.49999999999993,-51.199999999999925,-54.19999999999997,-55.499999999999964,-62.49999999999994,-50.09999999999996,-63.59999999999991,-51.49999999999999,-64.89999999999996,-63.299999999999976,-62.29999999999996,-64.29999999999998,-53.400000000000006,-63.39999999999998,-66.49999999999997,-68.50000000000001,-57.49999999999998,-54.59999999999998,-55.19999999999992,-49.999999999999986,-50.299999999999955,-53.499999999999915
dqn,5x5,medium,55,19800,-57.09199999999996,-53.199999999999946,-54.09999999999998,-52.199999999999946,-55.39999999999995,-39.699999999999946,-56.99999999999997,-56.90000000000001,-59.09999999999994,-60.89999999999993,-52.0,-52.800000000000026,-59.69999999999995,-65.00000000000001,-66.70000000000002,-62.99999999999993,-62.59999999999994,-66.39999999999996,-53.19999999999999,-66.89999999999999,-66.19999999999996,-45.29999999999993,-52.99999999999997,-60.49999999999998,-54.59999999999992,-50.89999999999997
dqn,5x5,medium,56,20160,-56.091999999999956,-53.09999999999993,-57.499999999999964,-53.29999999999997,-57.89999999999996,-44.199999999999946,-47.299999999999926,-53.49999999999995,-58.39999999999997,-73.19999999999993,-54.49999999999993,-57.59999999999995,-70.29999999999995,-66.6,-63.50000000000002,-64.19999999999995,-52.09999999999993,-50.799999999999955,-58.09999999999995,-61.399999999999984,-63.89999999999996,-42.399999999999935,-55.49999999999995,-46.2,-42.19999999999994,-54.599999999999945
