algorithm,grid,scenario,episode,step,avg_reward,reward_B1,reward_B2,reward_B3,reward_B4,reward_B5,reward_C1,reward_C2,reward_C3,reward_C4,reward_C5,reward_D1,reward_D2,reward_D3,reward_D4,reward_D5,reward_E1,reward_E2,reward_E3,reward_E4,reward_E5,reward_F1,reward_F2,reward_F3,reward_F4,reward_F5
dqn,5x5,medium,57,20520,-53.68399999999996,-46.099999999999966,-39.299999999999926,-54.19999999999995,-55.399999999999906,-41.89999999999995,-48.49999999999995,-61.499999999999986,-49.899999999999984,-53.29999999999995,-58.19999999999991,-64.09999999999994,-58.099999999999994,-57.19999999999999,-52.59999999999999,-49.799999999999976,-55.99999999999999,-60.199999999999946,-65.49999999999996,-62.60000000000002,-53.89999999999995,-44.799999999999955,-44.39999999999996,-59.50000000000001,-55.599999999999945,-49.500000000000014
dqn,5x5,medium,58,20880,-53.42399999999996,-48.79999999999996,-46.39999999999994,-56.89999999999996,-49.199999999999946,-41.20000000000001,-50.39999999999994,-56.2,-65.2,-60.00000000000002,-49.69999999999989,-55.59999999999998,-54.699999999999896,-53.699999999999996,-60.59999999999995,-61.89999999999995,-52.89999999999993,-59.19999999999995,-57.39999999999997,-54.79999999999995,-50.99999999999993,-51.99999999999999,-49.69999999999998,-49.19999999999995,-57.799999999999955,-41.09999999999995
dqn,5x5,medium,59,21240,-55.907999999999966,-45.999999999999936,-57.69999999999993,-47.99999999999997,-52.200000000000024,-54.499999999999915,-51.79999999999994,-50.09999999999992,-50.69999999999998,-61.90000000000001,-54.699999999999974,-60.79999999999994,-54.699999999999946,-59.7,-64.4,-65.99999999999993,-55.599999999999994,-55.69999999999992,-49.39999999999997,-75.19999999999997,-57.89999999999993,-48.19999999999995,-60.19999999999997,-55.00000000000001,-50.69999999999994,-56.59999999999992
dqn,5x5,medium,60,21600,-55.16399999999996,-43.899999999999956,-53.3999999999999,-42.89999999999997,-50.6,-43.899999999999935,-52.699999999999996,-66.19999999999997,-45.99999999999993,-56.89999999999994,-61.59999999999997,-60.09999999999999,-56.49999999999996,-71.9,-55.89999999999993,-63.899999999999935,-54.69999999999994,-50.99999999999995,-67.10000000000001,-57.399999999999906,-65.79999999999997,-48.799999999999955,-49.799999999999955,-52.49999999999996,-54.59999999999997,-50.99999999999995
dqn,5x5,medium,61,21960,-54.00399999999996,-45.69999999999998,-43.999999999999915,-41.89999999999998,-51.599999999999916,-47.899999999999935,-50.999999999999986,-55.699999999999946,-69.4,-58.79999999999996,-60.29999999999995,-50.800000000000004,-59.29999999999994,-70.99999999999997,-58.199999999999974,-57.59999999999992,-53.99999999999994,-49.89999999999993,-61.399999999999935,-58.600000000000016,-59.79999999999996,-41.19999999999996,-49.79999999999991,-45.69999999999996,-53.799999999999955,-52.69999999999996
dqn,5x5,medium,62,22320,-52.76399999999996,-44.89999999999999,-49.599999999999945,-51.59999999999995,-51.0999999999999,-39.19999999999996,-51.89999999999998,-62.99999999999998,-58.09999999999995,-61.999999999999964,-56.399999999999935,-57.79999999999998,-62.09999999999995,-48.199999999999946,-58.39999999999997,-55.69999999999994,-47.89999999999993,-63.39999999999996,-60.60000000000001,-62.29999999999994,-55.09999999999995,-41.29999999999997,-45.69999999999997,-40.39999999999993,-43.399999999999935,-49.00000000000001
dqn,5x5,medium,63,22680,-53.93199999999995,-47.39999999999999,-49.199999999999974,-46.799999999999905,-52.29999999999998,-42.29999999999996,-49.79999999999996,-59.59999999999998,-52.399999999999956,-61.29999999999995,-58.799999999999905,-53.79999999999995,-55.899999999999935,-64.79999999999994,-60.999999999999964,-63.59999999999998,-53.59999999999998,-55.9999999999999,-65.10000000000002,-55.29999999999997,-61.99999999999993,-42.499999999999936,-39.399999999999956,-53.99999999999996,-50.999999999999964,-50.39999999999994
dqn,5x5,medium,64,23040,-52.16399999999995,-47.49999999999997,-48.69999999999995,-44.49999999999995,-48.89999999999995,-40.899999999999956,-62.79999999999999,-53.99999999999993,-58.0,-59.59999999999994,-48.99999999999992,-50.99999999999997,-55.99999999999997,-57.99999999999995,-56.899999999999956,-63.89999999999998,-47.89999999999993,-54.39999999999997,-58.39999999999994,-52.499999999999964,-69.69999999999993,-39.499999999999936,-43.999999999999936,-42.89999999999998,-43.69999999999996,-51.39999999999994
dqn,5x5,medium,65,23400,-53.46399999999996,-38.300000000000004,-42.89999999999994,-46.49999999999995,-46.69999999999997,-54.99999999999998,-49.199999999999996,-56.799999999999955,-64.60000000000001,-49.79999999999997,-60.29999999999994,-47.79999999999995,-57.79999999999993,-60.79999999999996,-72.70000000000002,-52.69999999999996,-44.49999999999996,-55.899999999999956,-57.4,-59.99999999999997,-82.89999999999992,-37.09999999999996,-47.69999999999996,-45.199999999999974,-53.399999999999956,-50.599999999999994
dqn,5x5,medium,66,23760,-52.69999999999995,-39.39999999999998,-47.499999999999936,-37.69999999999994,-49.89999999999991,-44.19999999999997,-52.59999999999999,-59.19999999999994,-55.69999999999998,-54.89999999999992,-51.59999999999997,-52.89999999999995,-53.59999999999996,-67.60000000000001,-51.49999999999994,-61.39999999999998,-57.39999999999999,-62.89999999999991,-60.000000000000014,-62.19999999999997,-56.59999999999995,-34.59999999999998,-50.69999999999996,-51.19999999999993,-55.29999999999994,-46.89999999999994
dqn,5x5,medium,67,24120,-55.21999999999996,-48.199999999999996,-44.29999999999998,-51.19999999999997,-52.399999999999956,-44.29999999999993,-53.09999999999997,-54.19999999999999,-56.999999999999936,-51.99999999999997,-63.69999999999999,-57.49999999999997,-43.59999999999993,-62.099999999999966,-63.999999999999964,-59.79999999999993,-53.49999999999993,-62.19999999999992,-69.19999999999999,-69.50000000000004,-60.800000000000026,-42.99999999999996,-51.19999999999996,-60.1999999999999,-54.79999999999995,-48.69999999999997
dqn,5x5,medium,68,24480,-53.89199999999996,-40.49999999999994,-45.19999999999997,-46.49999999999997,-54.99999999999995,-46.19999999999993,-53.299999999999955,-57.4,-56.89999999999997,-59.89999999999994,-53.29999999999996,-54.09999999999992,-60.79999999999992,-68.69999999999995,-53.09999999999994,-69.39999999999992,-55.299999999999955,-57.99999999999997,-62.399999999999984,-64.79999999999994,-57.499999999999964,-33.29999999999995,-46.29999999999997,-51.999999999999986,-44.799999999999976,-52.59999999999999
dqn,5x5,medium,69,24840,-53.515999999999956,-52.09999999999999,-53.89999999999998,-44.29999999999991,-52.09999999999997,-45.09999999999994,-52.69999999999994,-59.79999999999998,-56.39999999999999,-61.59999999999997,-49.99999999999996,-45.89999999999994,-56.89999999999997,-60.899999999999935,-63.399999999999956,-59.799999999999955,-57.49999999999995,-59.39999999999996,-46.89999999999996,-51.099999999999945,-66.09999999999995,-36.69999999999994,-56.09999999999995,-45.49999999999996,-50.699999999999946,-52.99999999999996
dqn,5x5,medium,70,25200,-50.80799999999995,-46.399999999999935,-48.59999999999996,-53.19999999999994,-45.49999999999995,-38.99999999999993,-45.099999999999945,-55.19999999999994,-53.999999999999936,-52.499999999999936,-55.89999999999995,-49.89999999999994,-52.49999999999996,-55.69999999999996,-52.499999999999986,-54.79999999999996,-47.899999999999935,-50.09999999999996,-54.59999999999996,-57.89999999999993,-61.499999999999986,-45.999999999999964,-46.09999999999997,-50.599999999999966,-50.099999999999945,-44.599999999999945
dqn,5x5,medium,71,25560,-50.89599999999996,-35.79999999999999,-44.39999999999995,-46.69999999999996,-49.800000000000004,-42.49999999999993,-48.60000000000003,-65.59999999999998,-54.799999999999955,-61.8,-48.69999999999993,-49.99999999999996,-73.69999999999996,-56.39999999999998,-57.99999999999999,-60.69999999999991,-43.499999999999964,-55.09999999999994,-49.89999999999991,-62.99999999999999,-53.19999999999997,-39.69999999999994,-46.19999999999993,-43.399999999999935,-43.79999999999992,-37.09999999999995
dqn,5x5,medium,72,25920,-50.21599999999995,-41.59999999999995,-41.999999999999964,-53.1999999999999,-54.599999999999966,-42.69999999999996,-53.699999999999925,-48.499999999999936,-68.89999999999995,-55.699999999999946,-49.499999999999964,-56.19999999999997,-49.19999999999998,-65.79999999999997,-62.99999999999997,-57.69999999999995,-42.49999999999993,-44.799999999999876,-54.29999999999994,-50.899999999999984,-55.59999999999998,-36.39999999999996,-42.79999999999997,-40.79999999999993,-47.09999999999997,-37.89999999999997
dqn,5x5,medium,73,26280,-51.175999999999966,-40.199999999999996,-47.5,-45.69999999999995,-49.19999999999996,-43.29999999999997,-53.59999999999996,-54.89999999999994,-56.19999999999999,-59.8,-52.299999999999955,-47.19999999999993,-53.599999999999966,-66.69999999999999,-43.49999999999996,-55.49999999999998,-47.19999999999995,-47.69999999999995,-56.19999999999998,-61.0999999999999,-60.70000000000001,-37.49999999999996,-46.59999999999997,-52.79999999999999,-49.89999999999997,-50.49999999999996
dqn,5x5,medium,74,26640,-50.68799999999997,-43.59999999999996,-42.3,-48.099999999999945,-54.899999999999956,-48.09999999999992,-45.299999999999976,-49.69999999999993,-47.99999999999996,-53.899999999999984,-47.79999999999994,-46.9,-50.79999999999999,-60.19999999999994,-56.79999999999999,-53.19999999999995,-50.999999999999986,-61.79999999999995,-53.399999999999935,-63.599999999999945,-55.199999999999946,-37.59999999999998,-58.699999999999946,-50.09999999999998,-43.69999999999997,-42.49999999999997
dqn,5x5,medium,75,27000,-50.61199999999995,-43.49999999999996,-39.19999999999996,-48.499999999999936,-55.699999999999925,-47.19999999999995,-43.19999999999995,-60.09999999999997,-57.09999999999998,-51.599999999999916,-42.59999999999992,-41.49999999999995,-56.99999999999994,-54.599999999999945,-63.29999999999992,-46.69999999999996,-56.299999999999976,-70.09999999999997,-56.49999999999997,-56.19999999999998,-53.79999999999995,-40.99999999999998,-41.99999999999994,-38.699999999999946,-51.90000000000001,-46.99999999999995
dqn,5x5,medium,76,27360,-49.21199999999996,-38.89999999999996,-38.89999999999996,-43.09999999999999,-46.09999999999993,-43.8,-38.399999999999935,-61.09999999999994,-51.89999999999998,-56.39999999999993,-48.499999999999936,-52.99999999999996,-49.19999999999999,-55.799999999999976,-54.699999999999996,-61.19999999999996,-47.49999999999998,-47.599999999999966,-47.59999999999994,-53.09999999999993,-72.20000000000003,-42.199999999999974,-39.099999999999966,-47.09999999999998,-49.5999999999999,-43.29999999999996
dqn,5x5,medium,77,27720,-48.479999999999954,-38.19999999999997,-41.29999999999993,-46.99999999999995,-48.099999999999966,-37.79999999999996,-43.19999999999995,-67.09999999999992,-60.199999999999925,-48.399999999999956,-51.199999999999946,-43.39999999999998,-47.499999999999964,-57.89999999999992,-46.79999999999996,-60.2999999999999,-49.49999999999997,-42.399999999999935,-47.79999999999994,-58.499999999999964,-54.59999999999996,-42.09999999999996,-42.299999999999926,-50.59999999999997,-42.79999999999996,-42.99999999999993
dqn,5x5,medium,78,28080,-49.36399999999996,-43.69999999999999,-45.99999999999996,-50.59999999999998,-49.799999999999955,-46.499999999999964,-46.49999999999998,-60.69999999999996,-47.99999999999994,-52.29999999999996,-43.699999999999925,-48.89999999999996,-51.29999999999993,-58.59999999999996,-59.99999999999995,-48.799999999999955,-50.79999999999992,-55.99999999999995,-44.799999999999976,-51.5,-61.19999999999997,-39.599999999999966,-48.69999999999997,-38.099999999999966,-42.79999999999996,-45.19999999999997
dqn,5x5,medium,79,28440,-50.27999999999995,-42.99999999999997,-45.49999999999997,-45.89999999999995,-50.09999999999995,-49.69999999999992,-51.49999999999997,-62.89999999999995,-55.699999999999996,-56.899999999999984,-48.599999999999945,-46.0,-51.09999999999999,-60.19999999999993,-62.899999999999984,-66.09999999999997,-45.79999999999997,-44.29999999999999,-48.59999999999992,-48.89999999999999,-49.19999999999997,-35.69999999999994,-45.099999999999966,-47.19999999999994,-55.29999999999994,-40.79999999999998
dqn,5x5,medium,80,28800,-48.40399999999997,-40.799999999999976,-41.79999999999994,-42.99999999999996,-52.99999999999998,-43.999999999999936,-39.39999999999996,-59.89999999999998,-57.89999999999997,-50.79999999999994,-51.199999999999974,-59.19999999999995,-58.59999999999993,-54.39999999999996,-45.19999999999996,-44.39999999999997,-46.39999999999994,-51.49999999999992,-42.29999999999996,-47.99999999999996,-58.29999999999999,-37.89999999999996,-48.300000000000004,-37.499999999999986,-44.49999999999997,-51.799999999999955
dqn,5x5,medium,81,29160,-48.819999999999965,-40.70000000000001,-35.299999999999926,-46.399999999999935,-44.999999999999915,-43.79999999999996,-41.69999999999997,-53.99999999999994,-56.80000000000002,-55.79999999999996,-51.69999999999996,-51.899999999999984,-54.89999999999995,-60.699999999999946,-56.19999999999995,-61.39999999999998,-38.09999999999995,-49.29999999999996,-57.7,-58.79999999999994,-46.899999999999956,-32.29999999999997,-42.99999999999993,-51.59999999999997,-46.99999999999996,-39.49999999999999
dqn,5x5,medium,82,29520,-47.62399999999996,-45.299999999999955,-39.69999999999997,-42.99999999999993,-53.29999999999995,-37.49999999999997,-48.59999999999995,-49.09999999999992,-52.19999999999994,-53.19999999999994,-52.49999999999995,-56.50000000000001,-49.199999999999925,-52.69999999999996,-47.69999999999998,-45.19999999999994,-39.19999999999997,-49.299999999999976,-58.499999999999936,-54.69999999999999,-55.89999999999996,-38.39999999999994,-39.799999999999955,-41.299999999999976,-46.599999999999966,-41.19999999999998
dqn,5x5,medium,83,29880,-45.667999999999964,-31.399999999999988,-38.49999999999995,-44.79999999999996,-52.69999999999993,-38.49999999999996,-42.299999999999955,-41.49999999999998,-45.39999999999996,-54.599999999999966,-45.899999999999935,-48.69999999999998,-43.89999999999997,-55.59999999999995,-50.899999999999984,-50.59999999999993,-42.19999999999994,-46.29999999999997,-44.999999999999964,-56.799999999999955,-55.599999999999966,-33.899999999999935,-42.29999999999997,-48.19999999999997,-47.59999999999996,-38.49999999999997
dqn,5x5,medium,84,30240,-45.207999999999956,-43.69999999999997,-31.99999999999997,-40.09999999999991,-51.19999999999991,-42.999999999999986,-51.09999999999996,-48.29999999999997,-48.19999999999995,-54.999999999999986,-45.09999999999996,-41.89999999999996,-43.599999999999945,-54.19999999999997,-49.39999999999998,-54.29999999999995,-40.59999999999997,-55.7999999999999,-39.999999999999915,-51.79999999999995,-43.199999999999974,-34.39999999999997,-41.799999999999926,-33.69999999999996,-46.59999999999997,-41.19999999999997
dqn,5x5,medium,85,30600,-45.08399999999996,-37.799999999999955,-37.099999999999994,-37.499999999999964,-39.39999999999995,-41.199999999999925,-42.09999999999996,-44.19999999999991,-60.99999999999993,-45.899999999999935,-50.59999999999998,-46.999999999999964,-38.09999999999992,-48.89999999999998,-52.499999999999986,-49.199999999999946,-40.599999999999966,-50.999999999999964,-44.19999999999996,-52.59999999999998,-51.49999999999996,-40.39999999999995,-45.69999999999996,-41.39999999999995,-43.99999999999998,-43.19999999999998
dqn,5x5,medium,86,30960,-46.85199999999996,-31.399999999999984,-34.099999999999945,-42.99999999999998,-52.3,-34.699999999999996,-45.29999999999993,-54.499999999999964,-43.899999999999935,-50.099999999999966,-49.99999999999998,-51.199999999999946,-53.79999999999994,-54.19999999999993,-52.099999999999966,-44.89999999999997,-49.299999999999955,-68.09999999999992,-39.499999999999936,-46.89999999999996,-58.79999999999999,-31.899999999999977,-40.09999999999994,-44.699999999999946,-47.59999999999994,-48.899999999999956
dqn,5x5,medium,87,31320,-43.747999999999955,-37.599999999999945,-37.99999999999997,-41.49999999999995,-44.599999999999966,-39.89999999999994,-46.299999999999976,-51.19999999999999,-46.29999999999995,-45.299999999999955,-56.29999999999992,-42.39999999999995,-49.79999999999991,-46.89999999999998,-49.099999999999966,-45.59999999999993,-42.19999999999994,-34.89999999999996,-42.49999999999994,-48.599999999999945,-52.799999999999976,-32.99999999999995,-37.59999999999998,-41.59999999999995,-43.399999999999956,-36.29999999999993
dqn,5x5,medium,88,31680,-45.511999999999944,-46.09999999999998,-38.99999999999993,-41.39999999999992,-50.79999999999999,-34.099999999999966,-42.39999999999999,-41.69999999999996,-44.79999999999998,-60.7999999999999,-41.29999999999991,-44.49999999999991,-45.19999999999992,-56.99999999999996,-53.89999999999996,-49.999999999999936,-40.299999999999955,-41.49999999999995,-62.69999999999996,-59.399999999999984,-48.19999999999996,-36.39999999999996,-37.699999999999974,-42.49999999999996,-38.19999999999997,-37.89999999999997
dqn,5x5,medium,89,32040,-46.287999999999954,-36.999999999999964,-42.89999999999999,-38.199999999999946,-36.899999999999956,-41.899999999999956,-47.299999999999976,-53.999999999999986,-49.99999999999997,-48.799999999999926,-45.799999999999926,-44.99999999999995,-51.59999999999998,-53.799999999999955,-55.899999999999984,-51.299999999999926,-48.99999999999996,-58.49999999999998,-46.799999999999955,-49.599999999999916,-54.99999999999992,-34.19999999999996,-32.29999999999998,-44.99999999999996,-47.59999999999997,-38.79999999999996
dqn,5x5,medium,90,32400,-44.60399999999995,-36.499999999999964,-40.19999999999998,-44.799999999999976,-42.79999999999999,-29.999999999999957,-36.799999999999905,-46.29999999999993,-52.19999999999998,-59.7,-42.399999999999935,-45.49999999999993,-52.89999999999994,-53.89999999999997,-47.79999999999994,-55.30000000000001,-38.89999999999995,-48.699999999999996,-46.79999999999994,-53.69999999999996,-45.59999999999993,-32.89999999999996,-37.99999999999995,-46.39999999999997,-37.09999999999999,-39.899999999999956
dqn,5x5,medium,91,32760,-45.22799999999996,-34.29999999999997,-44.99999999999998,-43.59999999999996,-41.19999999999996,-35.599999999999966,-43.79999999999996,-50.19999999999996,-52.999999999999936,-44.79999999999996,-43.099999999999945,-42.999999999999986,-45.09999999999998,-56.29999999999998,-52.299999999999926,-55.39999999999998,-45.199999999999946,-56.1999999999999,-43.59999999999995,-54.59999999999997,-43.09999999999996,-32.99999999999998,-43.899999999999935,-51.89999999999998,-37.999999999999936,-34.49999999999995
dqn,5x5,medium,92,33120,-44.167999999999964,-31.199999999999978,-35.899999999999956,-40.4,-43.49999999999996,-36.09999999999999,-39.19999999999997,-50.6999999999999,-55.799999999999976,-46.69999999999996,-35.59999999999992,-51.79999999999998,-43.89999999999996,-61.79999999999997,-51.29999999999995,-46.49999999999993,-40.599999999999945,-45.59999999999998,-46.59999999999996,-47.79999999999993,-48.199999999999974,-37.39999999999996,-43.49999999999998,-42.69999999999997,-45.09999999999997,-36.29999999999996
dqn,5x5,medium,93,33480,-42.94399999999996,-36.39999999999999,-34.39999999999998,-45.399999999999956,-37.59999999999996,-38.09999999999999,-44.49999999999998,-56.299999999999955,-47.199999999999996,-44.99999999999998,-36.599999999999945,-43.69999999999996,-49.89999999999994,-42.19999999999992,-56.29999999999997,-51.59999999999998,-47.099999999999966,-47.49999999999992,-39.899999999999935,-52.49999999999997,-40.79999999999998,-33.299999999999955,-41.099999999999966,-33.19999999999996,-36.199999999999925,-36.79999999999997
dqn,5x5,medium,94,33840,-42.987999999999964,-37.79999999999995,-40.59999999999993,-31.99999999999998,-38.999999999999964,-32.29999999999994,-45.09999999999997,-47.69999999999994,-43.09999999999995,-46.69999999999996,-44.399999999999956,-38.89999999999998,-48.099999999999916,-55.19999999999996,-44.59999999999992,-50.99999999999992,-52.09999999999996,-45.59999999999997,-44.79999999999999,-44.99999999999993,-42.39999999999997,-28.099999999999994,-42.19999999999995,-42.99999999999996,-46.299999999999955,-38.699999999999946
dqn,5x5,medium,95,34200,-43.13599999999996,-36.29999999999996,-35.89999999999997,-37.79999999999994,-42.59999999999996,-35.19999999999996,-36.09999999999997,-39.29999999999996,-58.400000000000006,-48.49999999999998,-48.89999999999994,-33.99999999999995,-45.800000000000004,-50.09999999999997,-47.19999999999996,-46.89999999999997,-38.69999999999994,-48.99999999999998,-46.59999999999992,-53.99999999999988,-55.29999999999996,-36.299999999999955,-35.89999999999996,-41.99999999999998,-36.19999999999997,-41.39999999999994
dqn,5x5,medium,96,34560,-41.29599999999996,-35.19999999999997,-33.79999999999996,-37.999999999999964,-32.39999999999997,-33.09999999999994,-33.99999999999995,-46.89999999999998,-51.59999999999993,-44.399999999999984,-44.99999999999997,-40.59999999999994,-48.99999999999996,-51.79999999999996,-51.49999999999996,-47.79999999999998,-34.69999999999995,-50.29999999999991,-45.39999999999994,-53.599999999999966,-43.19999999999996,-31.09999999999996,-31.799999999999958,-35.399999999999984,-38.49999999999995,-33.29999999999997
dqn,5x5,medium,97,34920,-41.979999999999954,-36.89999999999997,-40.49999999999996,-32.59999999999994,-44.79999999999996,-33.99999999999998,-34.89999999999995,-50.89999999999994,-41.99999999999992,-50.199999999999946,-43.99999999999995,-43.7,-44.899999999999956,-50.09999999999995,-56.099999999999966,-44.399999999999984,-42.49999999999996,-62.399999999999956,-36.699999999999974,-39.99999999999993,-36.999999999999936,-26.49999999999995,-42.399999999999935,-36.39999999999999,-43.099999999999966,-32.499999999999964
dqn,5x5,medium,98,35280,-41.54399999999996,-33.69999999999999,-39.59999999999997,-37.699999999999946,-39.99999999999996,-40.199999999999974,-42.19999999999994,-43.499999999999964,-51.79999999999997,-47.39999999999998,-36.699999999999925,-38.899999999999935,-49.29999999999996,-48.19999999999998,-47.09999999999995,-53.499999999999986,-44.0,-40.59999999999993,-44.69999999999995,-41.19999999999994,-47.399999999999984,-25.999999999999968,-39.39999999999996,-34.199999999999974,-34.19999999999996,-37.099999999999966
dqn,5x5,medium,99,35640,-43.39999999999996,-36.89999999999997,-36.79999999999993,-36.59999999999996,-49.899999999999935,-32.799999999999976,-40.59999999999996,-53.999999999999964,-48.39999999999998,-51.099999999999994,-48.69999999999996,-40.99999999999998,-42.09999999999996,-48.799999999999955,-52.199999999999974,-44.899999999999956,-34.89999999999997,-43.69999999999993,-47.49999999999992,-53.899999999999984,-44.49999999999997,-29.799999999999994,-33.19999999999994,-44.29999999999993,-45.09999999999998,-43.299999999999955
dqn,5x5,medium,100,36000,-41.75999999999996,-33.8,-36.9,-34.699999999999974,-44.69999999999993,-32.09999999999996,-32.39999999999996,-45.69999999999995,-47.99999999999991,-56.19999999999997,-42.79999999999995,-37.099999999999945,-50.799999999999955,-44.39999999999998,-48.19999999999995,-49.29999999999997,-41.59999999999995,-40.299999999999976,-43.39999999999993,-46.09999999999998,-55.9,-31.29999999999999,-30.499999999999964,-41.69999999999998,-44.19999999999995,-31.899999999999945
dqn,5x5,medium,101,36360,-42.675999999999966,-38.39999999999999,-37.89999999999997,-33.29999999999995,-40.69999999999996,-37.59999999999997,-39.29999999999997,-40.699999999999974,-50.999999999999986,-44.399999999999906,-43.999999999999964,-48.39999999999996,-48.39999999999996,-52.69999999999997,-37.699999999999996,-45.39999999999995,-33.29999999999999,-47.299999999999976,-43.999999999999964,-62.9,-41.49999999999993,-30.499999999999954,-47.39999999999997,-40.30000000000001,-44.899999999999935,-34.899999999999956
dqn,5x5,medium,102,36720,-41.731999999999964,-32.800000000000004,-29.899999999999935,-34.79999999999997,-31.599999999999994,-29.699999999999925,-42.09999999999994,-46.30000000000001,-51.399999999999956,-44.99999999999997,-45.79999999999996,-39.79999999999995,-52.999999999999964,-40.499999999999964,-50.699999999999974,-50.59999999999998,-42.39999999999996,-43.69999999999993,-46.99999999999994,-64.29999999999997,-43.999999999999986,-31.99999999999997,-36.89999999999997,-31.99999999999995,-36.89999999999997,-40.09999999999997
dqn,5x5,medium,103,37080,-40.65199999999996,-38.29999999999999,-31.799999999999983,-42.399999999999984,-36.19999999999996,-29.899999999999984,-49.79999999999993,-40.59999999999995,-47.400000000000006,-49.69999999999996,-43.999999999999964,-38.199999999999946,-37.19999999999998,-45.59999999999993,-45.19999999999997,-45.49999999999994,-36.19999999999995,-42.99999999999995,-46.89999999999994,-42.29999999999994,-54.59999999999998,-22.99999999999999,-32.49999999999996,-35.89999999999994,-38.999999999999964,-41.099999999999966
dqn,5x5,medium,104,37440,-41.875999999999955,-35.499999999999986,-37.49999999999995,-43.099999999999945,-45.09999999999996,-27.199999999999974,-34.599999999999945,-50.89999999999997,-44.79999999999994,-42.99999999999996,-48.89999999999999,-37.999999999999964,-43.99999999999992,-41.799999999999976,-51.59999999999995,-49.59999999999994,-37.49999999999997,-49.299999999999955,-43.79999999999996,-48.99999999999995,-48.89999999999997,-28.39999999999997,-37.599999999999945,-40.599999999999945,-35.79999999999998,-40.399999999999935
dqn,5x5,medium,105,37800,-42.57199999999995,-35.29999999999998,-33.099999999999966,-35.69999999999993,-43.39999999999997,-38.699999999999974,-31.29999999999995,-39.59999999999996,-51.49999999999996,-49.69999999999996,-46.099999999999966,-37.49999999999997,-51.2999999999999,-51.49999999999992,-49.999999999999915,-64.99999999999993,-33.29999999999996,-47.099999999999994,-42.499999999999986,-38.69999999999994,-54.79999999999997,-30.99999999999998,-40.09999999999993,-31.599999999999966,-45.39999999999998,-40.09999999999995
dqn,5x5,medium,106,38160,-42.039999999999964,-38.599999999999966,-39.89999999999996,-46.29999999999997,-44.09999999999995,-33.49999999999999,-44.79999999999996,-44.39999999999996,-49.69999999999995,-45.39999999999995,-41.3999999999999,-41.29999999999997,-46.09999999999998,-44.099999999999945,-47.39999999999994,-47.699999999999996,-37.19999999999996,-52.59999999999998,-45.199999999999974,-47.599999999999945,-47.79999999999991,-26.09999999999998,-32.59999999999995,-38.09999999999994,-37.29999999999997,-31.79999999999996
dqn,5x5,medium,107,38520,-43.79199999999996,-36.59999999999998,-35.89999999999997,-40.499999999999964,-35.799999999999955,-34.19999999999998,-41.199999999999974,-45.99999999999994,-55.59999999999995,-54.499999999999986,-52.19999999999995,-44.49999999999992,-48.59999999999994,-54.09999999999998,-50.199999999999946,-52.09999999999993,-38.09999999999997,-52.799999999999926,-49.69999999999994,-40.69999999999997,-49.39999999999998,-34.69999999999998,-41.59999999999994,-30.59999999999995,-40.99999999999996,-34.19999999999996
dqn,5x5,medium,108,38880,-41.61199999999996,-36.499999999999964,-42.099999999999945,-40.39999999999995,-39.79999999999995,-31.799999999999986,-38.79999999999993,-45.800000000000004,-43.09999999999999,-43.19999999999994,-40.09999999999998,-35.79999999999995,-46.799999999999905,-46.19999999999997,-48.89999999999992,-45.8,-35.999999999999964,-49.099999999999966,-59.29999999999997,-43.599999999999945,-57.39999999999995,-27.79999999999998,-36.199999999999946,-38.19999999999999,-38.299999999999976,-29.299999999999972
dqn,5x5,medium,109,39240,-42.30399999999997,-33.399999999999984,-32.39999999999997,-35.89999999999997,-35.59999999999999,-29.29999999999998,-36.59999999999995,-47.19999999999998,-49.59999999999995,-53.29999999999996,-41.99999999999996,-40.699999999999974,-48.59999999999997,-53.89999999999996,-42.99999999999994,-57.89999999999996,-32.999999999999964,-50.099999999999945,-49.09999999999995,-52.49999999999997,-42.99999999999992,-30.199999999999974,-41.299999999999955,-41.19999999999997,-46.59999999999993,-31.199999999999953
dqn,5x5,medium,110,39600,-41.41599999999996,-30.40000000000001,-37.19999999999995,-36.099999999999945,-38.599999999999966,-35.99999999999994,-41.49999999999998,-49.19999999999995,-43.79999999999993,-48.59999999999992,-36.09999999999998,-38.499999999999936,-37.29999999999995,-49.69999999999993,-54.19999999999995,-43.39999999999997,-37.699999999999974,-50.199999999999974,-52.09999999999996,-46.49999999999997,-57.89999999999996,-24.099999999999987,-40.799999999999905,-37.19999999999999,-28.89999999999995,-39.39999999999994
dqn,5x5,medium,111,39960,-42.76799999999996,-29.49999999999999,-29.799999999999983,-41.69999999999994,-43.89999999999989,-36.4,-40.799999999999955,-51.09999999999997,-48.099999999999945,-47.899999999999935,-44.69999999999994,-43.19999999999995,-43.69999999999993,-51.099999999999945,-51.69999999999996,-51.19999999999996,-36.19999999999994,-48.499999999999986,-49.99999999999998,-46.59999999999998,-54.39999999999997,-38.899999999999956,-38.8,-31.2,-32.79999999999998,-36.99999999999996
