algorithm,grid,scenario,episode,step,avg_reward,ppo_updates,reward_B1,reward_B2,reward_C1,reward_C2
ppo,2x2,low,44,15840,-62.59999999999996,123,-63.699999999999946,-54.29999999999995,-75.19999999999997,-57.19999999999996
ppo,2x2,low,45,16200,-67.29999999999993,126,-69.9999999999999,-58.39999999999993,-73.59999999999997,-67.1999999999999
ppo,2x2,low,46,16560,-65.64999999999998,129,-63.99999999999993,-60.49999999999999,-74.2,-63.899999999999984
ppo,2x2,low,47,16920,-63.92499999999995,132,-64.39999999999992,-61.799999999999976,-65.99999999999994,-63.49999999999995
ppo,2x2,low,48,17280,-64.27499999999995,135,-66.79999999999995,-58.99999999999993,-72.59999999999997,-58.69999999999996
ppo,2x2,low,49,17640,-62.32499999999995,137,-62.399999999999935,-55.69999999999996,-66.3,-64.89999999999992
ppo,2x2,low,50,18000,-62.174999999999955,140,-66.59999999999991,-54.099999999999994,-59.599999999999945,-68.39999999999998
ppo,2x2,low,51,18360,-61.84999999999993,143,-62.49999999999991,-58.19999999999996,-67.3999999999999,-59.299999999999926
ppo,2x2,low,52,18720,-64.24999999999993,146,-63.499999999999886,-57.599999999999945,-70.49999999999997,-65.39999999999992
ppo,2x2,low,53,19080,-63.774999999999956,149,-67.49999999999994,-58.69999999999993,-67.89999999999998,-60.999999999999964
ppo,2x2,low,54,19440,-62.574999999999974,151,-64.59999999999994,-59.69999999999997,-66.20000000000002,-59.79999999999997
ppo,2x2,low,55,19800,-60.024999999999935,154,-61.699999999999925,-53.59999999999993,-67.99999999999997,-56.79999999999991
ppo,2x2,low,56,20160,-62.474999999999966,157,-67.69999999999999,-55.09999999999993,-72.29999999999995,-54.79999999999997
ppo,2x2,low,57,20520,-64.87499999999996,160,-61.09999999999994,-59.59999999999999,-81.99999999999993,-56.79999999999993
ppo,2x2,low,58,20880,-62.54999999999994,163,-62.29999999999987,-56.09999999999993,-70.1,-61.699999999999974
ppo,2x2,low,59,21240,-62.34999999999995,165,-66.79999999999993,-50.299999999999926,-63.29999999999992,-69.00000000000001
ppo,2x2,low,60,21600,-58.22499999999995,168,-67.89999999999996,-50.59999999999994,-54.69999999999995,-59.69999999999996
ppo,2x2,low,61,21960,-61.32499999999995,171,-70.09999999999997,-51.59999999999996,-61.79999999999993,-61.79999999999996
ppo,2x2,low,62,22320,-62.74999999999996,174,-66.69999999999999,-47.899999999999935,-75.49999999999997,-60.89999999999992
ppo,2x2,low,63,22680,-60.07499999999996,177,-64.89999999999996,-46.79999999999994,-74.80000000000001,-53.79999999999994
ppo,2x2,low,64,23040,-60.62499999999996,180,-64.2999999999999,-47.999999999999986,-71.09999999999998,-59.099999999999966
ppo,2x2,low,65,23400,-59.39999999999995,182,-61.399999999999935,-49.99999999999995,-65.49999999999997,-60.69999999999993
ppo,2x2,low,66,23760,-54.87499999999995,185,-64.49999999999996,-38.799999999999976,-56.69999999999995,-59.49999999999992
ppo,2x2,low,67,24120,-56.99999999999994,188,-63.99999999999991,-41.299999999999926,-68.49999999999997,-54.199999999999946
ppo,2x2,low,68,24480,-62.19999999999997,191,-58.89999999999992,-59.8,-75.30000000000001,-54.79999999999992
ppo,2x2,low,69,24840,-56.09999999999995,194,-65.09999999999991,-45.39999999999998,-61.999999999999964,-51.89999999999994
ppo,2x2,low,70,25200,-57.674999999999955,196,-62.49999999999995,-44.59999999999997,-66.39999999999998,-57.199999999999946
ppo,2x2,low,71,25560,-56.99999999999996,199,-63.39999999999994,-38.79999999999996,-65.89999999999995,-59.899999999999984
ppo,2x2,low,72,25920,-56.324999999999946,202,-78.39999999999993,-31.799999999999972,-62.49999999999995,-52.599999999999945
ppo,2x2,low,73,26280,-54.249999999999964,205,-59.29999999999995,-42.99999999999996,-71.79999999999998,-42.89999999999998
ppo,2x2,low,74,26640,-52.37499999999995,208,-66.1999999999999,-41.59999999999994,-57.299999999999976,-44.39999999999998
ppo,2x2,low,75,27000,-53.59999999999995,210,-62.499999999999936,-39.399999999999956,-63.49999999999998,-48.99999999999994
ppo,2x2,low,76,27360,-49.44999999999996,213,-67.19999999999987,-31.199999999999964,-57.60000000000002,-41.799999999999976
ppo,2x2,low,77,27720,-52.39999999999997,216,-59.199999999999925,-33.99999999999999,-63.70000000000001,-52.69999999999997
ppo,2x2,low,78,28080,-55.74999999999999,219,-63.099999999999945,-36.6,-73.70000000000005,-49.599999999999994
ppo,2x2,low,79,28440,-49.149999999999956,222,-61.79999999999993,-34.99999999999998,-60.39999999999997,-39.399999999999956
ppo,2x2,low,80,28800,-53.02499999999996,225,-64.29999999999995,-42.29999999999995,-56.89999999999996,-48.59999999999996
ppo,2x2,low,81,29160,-51.699999999999974,227,-63.59999999999997,-35.39999999999996,-62.39999999999996,-45.39999999999996
ppo,2x2,low,82,29520,-53.82499999999997,230,-65.89999999999998,-39.19999999999997,-64.79999999999993,-45.400000000000006
ppo,2x2,low,83,29880,-53.824999999999946,233,-64.09999999999998,-41.299999999999955,-69.4999999999999,-40.399999999999935
ppo,2x2,low,84,30240,-53.82499999999993,236,-71.29999999999991,-46.299999999999955,-54.699999999999925,-42.99999999999996
ppo,2x2,low,85,30600,-57.19999999999995,239,-66.09999999999994,-40.19999999999997,-77.79999999999997,-44.69999999999997
ppo,2x2,low,86,30960,-54.37499999999997,241,-67.99999999999997,-37.79999999999997,-63.099999999999945,-48.59999999999998
ppo,2x2,low,87,31320,-56.049999999999955,244,-76.79999999999994,-40.19999999999996,-61.599999999999966,-45.59999999999995
ppo,2x2,low,88,31680,-48.524999999999935,247,-67.89999999999989,-32.59999999999995,-51.599999999999945,-41.99999999999994
ppo,2x2,low,89,32040,-49.499999999999964,250,-61.89999999999995,-37.99999999999995,-57.50000000000001,-40.59999999999997
ppo,2x2,low,90,32400,-47.89999999999994,253,-65.29999999999993,-32.99999999999994,-55.899999999999956,-37.39999999999995
ppo,2x2,low,91,32760,-54.27499999999996,255,-61.1999999999999,-44.79999999999995,-70.90000000000005,-40.199999999999946
ppo,2x2,low,92,33120,-51.82499999999996,258,-61.59999999999991,-38.799999999999976,-63.09999999999995,-43.80000000000001
ppo,2x2,low,93,33480,-52.299999999999955,261,-65.89999999999995,-48.999999999999986,-54.49999999999993,-39.79999999999995
ppo,2x2,low,94,33840,-49.32499999999996,264,-65.49999999999993,-35.59999999999996,-60.800000000000004,-35.39999999999994
ppo,2x2,low,95,34200,-53.62499999999996,267,-67.19999999999992,-34.0,-68.29999999999995,-44.99999999999996
ppo,2x2,low,96,34560,-50.724999999999966,270,-73.49999999999994,-31.999999999999964,-59.6,-37.79999999999995
ppo,2x2,low,97,34920,-49.49999999999996,272,-68.89999999999993,-31.79999999999994,-54.89999999999997,-42.39999999999996
ppo,2x2,low,98,35280,-46.62499999999996,275,-69.39999999999998,-30.39999999999997,-53.89999999999995,-32.79999999999994
ppo,2x2,low,99,35640,-47.77499999999994,278,-66.09999999999992,-37.99999999999996,-50.19999999999997,-36.79999999999993
ppo,2x2,low,100,36000,-49.77499999999996,281,-67.19999999999992,-38.79999999999998,-56.300000000000004,-36.79999999999994
ppo,2x2,low,101,36360,-50.79999999999997,284,-73.19999999999993,-39.999999999999964,-53.799999999999976,-36.199999999999974
ppo,2x2,low,102,36720,-44.97499999999996,286,-61.999999999999936,-32.79999999999996,-51.09999999999996,-33.99999999999997
ppo,2x2,low,103,37080,-50.89999999999996,289,-68.39999999999995,-38.79999999999995,-61.80000000000002,-34.59999999999993
ppo,2x2,low,104,37440,-50.424999999999955,292,-62.99999999999994,-42.39999999999995,-62.299999999999955,-33.99999999999998
ppo,2x2,low,105,37800,-50.324999999999946,295,-63.89999999999991,-39.39999999999996,-64.39999999999992,-33.59999999999998
ppo,2x2,low,106,38160,-53.34999999999995,298,-74.49999999999994,-40.59999999999995,-59.69999999999997,-38.59999999999995
ppo,2x2,low,107,38520,-46.82499999999996,300,-63.79999999999996,-32.599999999999966,-55.09999999999998,-35.79999999999996
ppo,2x2,low,108,38880,-46.49999999999996,303,-65.39999999999996,-33.199999999999974,-46.39999999999997,-40.999999999999915
ppo,2x2,low,109,39240,-45.149999999999956,306,-63.79999999999992,-34.59999999999996,-47.39999999999998,-34.79999999999998
ppo,2x2,low,110,39600,-46.024999999999956,309,-62.799999999999905,-32.19999999999995,-55.30000000000001,-33.799999999999955
ppo,2x2,low,111,39960,-47.04999999999995,312,-68.19999999999996,-33.59999999999994,-52.79999999999993,-33.59999999999997
ppo,2x2,low,112,40320,-43.849999999999966,315,-61.59999999999998,-29.39999999999998,-50.599999999999966,-33.799999999999955
ppo,2x2,low,113,40680,-43.69999999999994,317,-60.09999999999991,-35.19999999999997,-45.499999999999936,-33.99999999999995
ppo,2x2,low,114,41040,-45.599999999999966,320,-60.59999999999994,-27.79999999999999,-55.79999999999999,-38.19999999999997
ppo,2x2,low,115,41400,-43.774999999999956,323,-58.29999999999994,-33.79999999999997,-50.599999999999945,-32.399999999999984
ppo,2x2,low,116,41760,-49.24999999999994,326,-73.59999999999995,-38.19999999999996,-46.19999999999992,-38.99999999999996
ppo,2x2,low,117,42120,-46.624999999999964,329,-58.59999999999995,-36.79999999999995,-60.30000000000002,-30.79999999999995
ppo,2x2,low,118,42480,-45.77499999999995,331,-69.09999999999992,-30.399999999999956,-48.99999999999997,-34.59999999999995
ppo,2x2,low,119,42840,-46.27499999999996,334,-65.79999999999997,-39.09999999999998,-45.399999999999956,-34.79999999999997
ppo,2x2,low,120,43200,-46.149999999999956,337,-74.49999999999997,-31.199999999999964,-41.69999999999992,-37.19999999999996
ppo,2x2,low,121,43560,-47.09999999999995,340,-69.49999999999989,-31.79999999999997,-48.3,-38.79999999999995
ppo,2x2,low,122,43920,-46.47499999999996,343,-64.39999999999995,-34.999999999999964,-53.29999999999995,-33.19999999999997
ppo,2x2,low,123,44280,-44.97499999999995,345,-57.9999999999999,-35.599999999999994,-48.899999999999956,-37.39999999999995
ppo,2x2,low,124,44640,-49.19999999999995,348,-74.99999999999994,-35.799999999999955,-52.39999999999995,-33.59999999999996
ppo,2x2,low,125,45000,-47.924999999999955,351,-67.69999999999996,-36.79999999999997,-47.99999999999994,-39.19999999999993
ppo,2x2,low,126,45360,-47.49999999999996,354,-61.29999999999996,-32.79999999999998,-52.69999999999993,-43.19999999999997
ppo,2x2,low,127,45720,-46.59999999999995,357,-71.49999999999997,-29.399999999999963,-51.09999999999995,-34.399999999999935
ppo,2x2,low,128,46080,-47.99999999999996,360,-65.89999999999992,-37.39999999999996,-56.099999999999994,-32.59999999999996
ppo,2x2,low,129,46440,-44.82499999999996,362,-68.09999999999994,-32.59999999999997,-45.59999999999999,-32.99999999999995
ppo,2x2,low,130,46800,-46.44999999999995,365,-69.69999999999995,-30.799999999999965,-44.09999999999993,-41.19999999999996
ppo,2x2,low,131,47160,-45.37499999999995,368,-71.99999999999994,-32.79999999999996,-43.29999999999996,-33.39999999999994
ppo,2x2,low,132,47520,-45.22499999999995,371,-65.69999999999992,-33.59999999999997,-43.19999999999997,-38.39999999999995
ppo,2x2,low,133,47880,-45.074999999999946,374,-65.39999999999992,-33.59999999999995,-48.29999999999998,-32.99999999999996
ppo,2x2,low,134,48240,-45.87499999999997,376,-66.29999999999997,-31.999999999999964,-54.999999999999986,-30.199999999999996
ppo,2x2,low,135,48600,-44.24999999999995,379,-64.59999999999995,-34.999999999999964,-42.599999999999994,-34.799999999999905
ppo,2x2,low,136,48960,-42.54999999999995,382,-58.49999999999994,-38.39999999999992,-43.09999999999995,-30.199999999999964
ppo,2x2,low,137,49320,-45.92499999999996,385,-59.299999999999926,-33.59999999999999,-54.999999999999964,-35.799999999999955
ppo,2x2,low,138,49680,-42.49999999999996,388,-59.599999999999945,-32.79999999999996,-47.39999999999996,-30.199999999999967
