algorithm,grid,scenario,episode,step,avg_reward,reward_B1,reward_B2,reward_B3,reward_B4,reward_C1,reward_C2,reward_C3,reward_C4,reward_D1,reward_D2,reward_D3,reward_D4,reward_E1,reward_E2,reward_E3,reward_E4
dqn,4x4,medium,86,30960,-72.77499999999998,-56.79999999999998,-66.19999999999993,-75.59999999999995,-68.29999999999994,-58.89999999999997,-93.69999999999995,-93.50000000000003,-58.99999999999997,-78.90000000000002,-94.2000000000001,-71.29999999999998,-73.39999999999998,-65.99999999999999,-63.79999999999995,-76.3,-68.49999999999993
dqn,4x4,medium,87,31320,-69.25624999999998,-45.49999999999991,-82.89999999999995,-67.80000000000005,-64.59999999999998,-65.19999999999993,-85.59999999999997,-88.49999999999997,-82.39999999999999,-66.09999999999998,-71.79999999999997,-79.80000000000005,-73.79999999999997,-54.49999999999996,-63.19999999999997,-64.89999999999992,-51.49999999999995
dqn,4x4,medium,88,31680,-74.02499999999996,-58.79999999999996,-74.39999999999996,-61.79999999999995,-70.09999999999994,-62.59999999999991,-93.10000000000001,-96.30000000000005,-76.99999999999996,-75.19999999999993,-83.29999999999998,-84.00000000000001,-91.49999999999999,-54.00000000000001,-68.59999999999994,-70.7,-62.99999999999992
dqn,4x4,medium,89,32040,-72.19374999999997,-60.49999999999992,-64.10000000000002,-62.39999999999992,-75.30000000000004,-57.599999999999945,-94.99999999999994,-96.70000000000005,-70.3,-72.69999999999997,-88.49999999999996,-69.99999999999991,-73.09999999999995,-56.19999999999996,-75.60000000000001,-76.79999999999995,-60.29999999999997
dqn,4x4,medium,90,32400,-75.61874999999998,-73.90000000000003,-71.7,-81.00000000000003,-70.10000000000002,-68.0,-80.99999999999999,-82.29999999999995,-80.89999999999998,-70.10000000000002,-101.69999999999996,-89.19999999999995,-78.10000000000004,-63.199999999999946,-69.7,-74.09999999999998,-54.89999999999991
dqn,4x4,medium,91,32760,-69.21874999999997,-57.69999999999995,-77.99999999999994,-57.79999999999996,-70.80000000000004,-60.59999999999995,-80.4,-65.89999999999995,-60.299999999999955,-66.29999999999997,-82.09999999999997,-79.40000000000005,-81.09999999999994,-48.999999999999964,-78.20000000000003,-73.99999999999997,-65.89999999999995
dqn,4x4,medium,92,33120,-73.81249999999997,-56.099999999999994,-77.19999999999996,-61.899999999999935,-57.59999999999997,-67.79999999999993,-96.90000000000009,-88.50000000000001,-78.69999999999996,-74.39999999999995,-80.20000000000009,-85.90000000000005,-74.99999999999994,-58.09999999999995,-74.49999999999999,-83.6,-64.59999999999995
dqn,4x4,medium,93,33480,-72.19374999999997,-51.09999999999998,-71.0,-66.09999999999998,-58.8,-63.799999999999926,-79.1,-94.09999999999988,-66.29999999999994,-84.69999999999995,-86.49999999999996,-81.70000000000002,-78.69999999999997,-50.09999999999989,-72.79999999999998,-85.30000000000001,-65.0
dqn,4x4,medium,94,33840,-70.58125,-46.19999999999999,-85.80000000000013,-58.69999999999993,-50.99999999999992,-57.39999999999995,-94.69999999999997,-84.5,-76.49999999999999,-74.49999999999996,-77.20000000000002,-72.70000000000002,-82.30000000000003,-57.60000000000004,-69.29999999999998,-71.19999999999997,-69.69999999999999
dqn,4x4,medium,95,34200,-68.37499999999997,-59.499999999999964,-68.89999999999996,-59.79999999999993,-53.299999999999976,-56.69999999999992,-85.29999999999997,-63.19999999999992,-68.9,-73.90000000000003,-90.89999999999996,-76.29999999999991,-74.90000000000002,-56.19999999999996,-61.899999999999956,-71.4,-72.9
dqn,4x4,medium,96,34560,-67.72499999999997,-52.899999999999935,-67.69999999999997,-58.79999999999993,-62.79999999999994,-54.299999999999955,-82.90000000000006,-76.49999999999996,-75.7,-65.0,-71.29999999999998,-84.10000000000001,-77.89999999999995,-57.099999999999945,-58.899999999999935,-70.30000000000004,-67.40000000000002
dqn,4x4,medium,97,34920,-71.48124999999997,-56.69999999999993,-78.90000000000002,-66.29999999999998,-64.40000000000002,-60.69999999999994,-94.39999999999998,-71.6,-67.79999999999993,-70.49999999999999,-80.7,-77.19999999999992,-74.9,-48.199999999999974,-65.39999999999995,-91.69999999999999,-74.30000000000001
dqn,4x4,medium,98,35280,-70.59374999999997,-53.299999999999955,-71.39999999999999,-67.19999999999996,-55.5,-68.5,-81.19999999999997,-81.29999999999998,-64.79999999999997,-75.29999999999995,-88.40000000000002,-84.1,-78.2,-57.49999999999998,-73.99999999999991,-58.799999999999955,-69.99999999999997
dqn,4x4,medium,99,35640,-66.56249999999999,-57.39999999999998,-75.30000000000001,-60.89999999999997,-60.69999999999996,-51.29999999999997,-79.39999999999995,-59.8,-75.80000000000001,-69.69999999999999,-82.1,-67.59999999999992,-72.4,-62.99999999999994,-57.499999999999964,-71.7,-60.39999999999998
dqn,4x4,medium,100,36000,-69.46249999999998,-52.599999999999945,-70.69999999999997,-70.90000000000002,-60.899999999999935,-66.39999999999999,-79.69999999999999,-74.09999999999998,-63.399999999999956,-69.49999999999994,-83.29999999999994,-90.60000000000005,-84.3,-50.699999999999974,-58.69999999999997,-74.79999999999997,-60.799999999999955
dqn,4x4,medium,101,36360,-67.24999999999997,-42.69999999999995,-73.79999999999995,-67.79999999999995,-64.19999999999997,-52.40000000000001,-91.30000000000001,-74.3,-55.79999999999996,-77.79999999999998,-97.69999999999996,-76.9,-70.99999999999994,-54.89999999999993,-58.59999999999999,-60.49999999999999,-56.299999999999976
dqn,4x4,medium,102,36720,-71.04374999999999,-47.499999999999915,-78.99999999999996,-52.49999999999995,-64.49999999999997,-58.69999999999991,-96.70000000000003,-68.99999999999993,-79.90000000000003,-76.70000000000007,-92.79999999999998,-81.20000000000003,-73.79999999999997,-51.899999999999935,-67.5,-74.89999999999996,-70.09999999999998
dqn,4x4,medium,103,37080,-70.68749999999997,-58.59999999999997,-70.19999999999997,-65.99999999999994,-51.1,-59.79999999999999,-95.59999999999995,-81.29999999999995,-81.79999999999998,-85.09999999999997,-82.70000000000003,-68.70000000000003,-73.79999999999995,-57.49999999999994,-74.49999999999994,-79.59999999999998,-44.69999999999995
dqn,4x4,medium,104,37440,-67.27499999999998,-53.100000000000016,-61.49999999999998,-62.8,-53.899999999999984,-59.99999999999994,-85.09999999999994,-83.70000000000002,-67.89999999999999,-72.3,-81.19999999999997,-76.50000000000001,-78.50000000000003,-49.39999999999998,-62.49999999999995,-66.99999999999999,-60.99999999999997
dqn,4x4,medium,105,37800,-72.49999999999999,-54.29999999999999,-67.6,-61.69999999999998,-72.29999999999997,-67.19999999999995,-84.49999999999999,-88.99999999999999,-75.19999999999999,-74.80000000000004,-87.40000000000002,-83.19999999999995,-79.69999999999999,-56.499999999999936,-72.10000000000007,-62.79999999999994,-71.70000000000002
dqn,4x4,medium,106,38160,-73.03749999999998,-46.49999999999993,-68.50000000000001,-68.99999999999999,-64.79999999999994,-70.69999999999995,-97.39999999999999,-96.8,-73.29999999999994,-70.59999999999998,-80.30000000000001,-89.00000000000013,-89.09999999999997,-56.49999999999999,-61.10000000000003,-71.9999999999999,-62.99999999999994
dqn,4x4,medium,107,38520,-68.93749999999997,-61.499999999999964,-63.69999999999998,-64.09999999999992,-59.099999999999945,-54.799999999999955,-86.5,-77.89999999999998,-70.90000000000005,-61.699999999999974,-75.89999999999992,-88.09999999999997,-78.69999999999992,-56.199999999999946,-66.09999999999994,-68.6,-69.19999999999992
dqn,4x4,medium,108,38880,-70.62499999999997,-41.19999999999994,-69.69999999999995,-71.20000000000009,-47.69999999999998,-67.89999999999999,-84.70000000000005,-73.09999999999994,-80.10000000000001,-76.49999999999991,-84.69999999999992,-87.09999999999991,-79.9,-59.79999999999995,-72.69999999999996,-70.69999999999995,-62.99999999999992
dqn,4x4,medium,109,39240,-66.36874999999996,-46.099999999999945,-75.5,-67.29999999999997,-62.89999999999997,-59.19999999999993,-89.49999999999994,-79.29999999999995,-56.99999999999992,-65.79999999999993,-79.30000000000001,-77.60000000000002,-83.69999999999997,-46.499999999999986,-60.49999999999997,-56.59999999999997,-55.09999999999996
dqn,4x4,medium,110,39600,-69.23749999999995,-35.199999999999974,-65.29999999999995,-59.9,-65.59999999999992,-61.699999999999946,-83.00000000000004,-84.19999999999997,-67.19999999999995,-78.09999999999994,-86.79999999999998,-80.49999999999997,-86.29999999999991,-53.799999999999955,-58.89999999999995,-77.99999999999997,-63.29999999999995
dqn,4x4,medium,111,39960,-69.94374999999997,-47.39999999999995,-78.60000000000001,-67.70000000000002,-55.599999999999994,-63.70000000000001,-96.6,-72.69999999999992,-68.50000000000001,-67.79999999999995,-83.60000000000002,-76.89999999999996,-73.89999999999989,-54.399999999999956,-74.3999999999999,-82.00000000000001,-55.299999999999976
dqn,4x4,medium,112,40320,-66.96249999999998,-40.19999999999997,-64.19999999999996,-51.79999999999998,-66.49999999999999,-53.599999999999966,-77.69999999999993,-63.599999999999966,-78.39999999999999,-81.39999999999999,-75.69999999999997,-77.39999999999998,-73.39999999999999,-54.10000000000001,-67.9,-72.60000000000001,-72.9
dqn,4x4,medium,113,40680,-70.43749999999997,-50.09999999999994,-70.59999999999997,-71.39999999999999,-53.19999999999997,-67.39999999999996,-84.99999999999989,-80.89999999999998,-66.59999999999997,-67.1,-77.50000000000003,-88.89999999999988,-76.40000000000005,-60.799999999999926,-72.99999999999996,-72.80000000000001,-65.30000000000001
dqn,4x4,medium,114,41040,-70.96249999999998,-57.49999999999996,-74.59999999999988,-56.49999999999992,-66.39999999999995,-57.199999999999946,-85.20000000000007,-91.99999999999993,-88.40000000000008,-71.59999999999992,-85.69999999999999,-77.20000000000002,-65.79999999999995,-61.29999999999996,-65.49999999999997,-77.00000000000001,-53.49999999999996
dqn,4x4,medium,115,41400,-68.91874999999999,-47.19999999999991,-73.49999999999994,-68.7,-52.7,-59.799999999999955,-80.69999999999997,-73.69999999999995,-73.49999999999991,-82.30000000000003,-79.70000000000005,-82.19999999999999,-75.60000000000007,-54.900000000000006,-61.29999999999996,-69.99999999999999,-66.9
dqn,4x4,medium,116,41760,-66.64999999999998,-60.59999999999994,-70.59999999999995,-71.19999999999999,-60.499999999999986,-52.8,-64.19999999999999,-69.09999999999998,-67.49999999999987,-66.79999999999998,-84.39999999999999,-84.60000000000004,-72.29999999999993,-50.40000000000002,-65.60000000000001,-69.29999999999995,-56.5
dqn,4x4,medium,117,42120,-66.51874999999998,-45.99999999999999,-60.29999999999998,-64.3,-76.3,-64.39999999999996,-72.69999999999993,-71.59999999999997,-75.8,-72.00000000000003,-88.80000000000001,-65.09999999999998,-70.49999999999993,-51.19999999999994,-60.399999999999956,-61.29999999999996,-63.59999999999997
dqn,4x4,medium,118,42480,-68.32499999999997,-48.99999999999999,-75.3,-62.39999999999995,-59.2,-64.60000000000001,-84.70000000000002,-85.90000000000003,-73.80000000000001,-67.09999999999997,-73.79999999999993,-79.00000000000003,-70.49999999999991,-53.39999999999997,-62.899999999999956,-67.89999999999999,-63.699999999999974
dqn,4x4,medium,119,42840,-72.5875,-37.29999999999994,-77.89999999999996,-85.79999999999998,-53.09999999999998,-57.39999999999995,-91.40000000000003,-91.3,-70.10000000000001,-74.30000000000001,-94.60000000000002,-80.30000000000001,-87.00000000000014,-56.69999999999997,-59.89999999999996,-71.70000000000003,-72.59999999999997
dqn,4x4,medium,120,43200,-68.10624999999999,-50.29999999999994,-83.10000000000001,-69.39999999999998,-56.59999999999993,-64.10000000000002,-87.50000000000001,-65.59999999999998,-55.49999999999995,-59.29999999999996,-72.89999999999999,-72.10000000000001,-71.29999999999998,-59.399999999999984,-77.89999999999998,-75.70000000000002,-68.99999999999997
dqn,4x4,medium,121,43560,-70.54999999999998,-53.899999999999956,-78.69999999999993,-72.40000000000002,-71.19999999999997,-68.40000000000003,-76.79999999999995,-64.29999999999994,-61.199999999999946,-81.50000000000001,-81.30000000000003,-79.19999999999999,-60.09999999999988,-62.69999999999996,-64.89999999999998,-81.70000000000006,-70.50000000000004
dqn,4x4,medium,122,43920,-69.18749999999997,-58.19999999999992,-71.79999999999998,-65.09999999999995,-70.8,-49.09999999999996,-81.19999999999992,-109.19999999999992,-66.49999999999994,-70.40000000000003,-81.39999999999999,-65.79999999999998,-78.5,-51.49999999999995,-59.19999999999996,-71.60000000000001,-56.699999999999925
dqn,4x4,medium,123,44280,-67.86874999999995,-54.89999999999994,-65.3999999999999,-67.89999999999996,-73.09999999999998,-61.79999999999995,-72.59999999999995,-67.79999999999994,-75.30000000000001,-74.79999999999998,-76.79999999999988,-71.5,-68.09999999999991,-52.599999999999945,-72.2,-69.30000000000003,-61.799999999999976
dqn,4x4,medium,124,44640,-68.99374999999998,-56.49999999999993,-62.59999999999995,-76.89999999999993,-62.80000000000001,-54.19999999999993,-81.90000000000003,-80.59999999999995,-70.50000000000001,-70.00000000000006,-78.49999999999997,-85.29999999999997,-88.10000000000008,-47.09999999999998,-61.19999999999993,-67.19999999999997,-60.49999999999991
dqn,4x4,medium,125,45000,-69.13749999999997,-49.799999999999926,-64.39999999999998,-51.899999999999935,-55.29999999999998,-71.99999999999999,-67.79999999999997,-121.20000000000005,-68.89999999999999,-65.99999999999993,-80.80000000000007,-79.3,-68.29999999999993,-57.799999999999976,-74.09999999999995,-74.39999999999998,-54.19999999999995
dqn,4x4,medium,126,45360,-66.07499999999996,-65.39999999999998,-65.09999999999998,-64.59999999999995,-53.29999999999994,-50.99999999999994,-86.4,-78.49999999999993,-61.29999999999993,-66.59999999999995,-70.79999999999997,-80.99999999999993,-66.49999999999994,-55.900000000000006,-68.1,-63.19999999999994,-59.499999999999936
dqn,4x4,medium,127,45720,-93.94374999999997,-50.09999999999993,-81.09999999999997,-60.09999999999998,-62.79999999999999,-469.1999999999998,-86.90000000000002,-66.69999999999999,-65.99999999999993,-66.49999999999997,-84.79999999999995,-78.30000000000001,-86.60000000000005,-58.399999999999956,-58.899999999999956,-67.80000000000001,-58.899999999999956
dqn,4x4,medium,128,46080,-68.43124999999996,-50.49999999999993,-66.79999999999997,-59.999999999999964,-59.299999999999955,-52.399999999999885,-77.39999999999996,-80.49999999999997,-67.1,-75.39999999999993,-84.29999999999994,-81.39999999999996,-80.0,-55.400000000000006,-64.6999999999999,-79.10000000000004,-60.60000000000002
dqn,4x4,medium,129,46440,-71.86249999999998,-48.09999999999992,-72.70000000000003,-74.29999999999997,-64.30000000000003,-64.49999999999991,-73.19999999999999,-80.50000000000004,-74.40000000000002,-70.8,-82.89999999999998,-88.29999999999998,-78.4,-53.19999999999994,-59.29999999999994,-91.5,-73.39999999999999
dqn,4x4,medium,130,46800,-68.16249999999997,-39.89999999999998,-63.799999999999955,-58.099999999999945,-66.09999999999997,-59.69999999999995,-86.89999999999996,-65.09999999999995,-62.599999999999945,-76.40000000000003,-91.40000000000003,-93.59999999999997,-68.29999999999993,-61.59999999999996,-67.39999999999998,-58.69999999999993,-70.99999999999991
dqn,4x4,medium,131,47160,-69.09374999999997,-51.39999999999995,-60.99999999999997,-62.799999999999926,-62.7,-67.19999999999995,-100.60000000000005,-79.7,-70.90000000000002,-56.499999999999936,-83.79999999999995,-80.50000000000006,-73.59999999999998,-57.09999999999998,-60.29999999999999,-79.69999999999993,-57.69999999999994
dqn,4x4,medium,132,47520,-67.71874999999997,-58.39999999999995,-61.799999999999905,-56.19999999999993,-67.69999999999997,-66.40000000000002,-71.79999999999993,-78.39999999999992,-65.79999999999994,-75.90000000000005,-78.9,-85.50000000000001,-79.29999999999997,-54.99999999999998,-62.59999999999998,-64.09999999999994,-55.69999999999995
dqn,4x4,medium,133,47880,-67.95624999999997,-57.099999999999966,-71.29999999999998,-64.59999999999992,-61.99999999999997,-60.89999999999997,-86.19999999999995,-68.39999999999993,-64.79999999999993,-73.99999999999994,-72.39999999999999,-77.50000000000006,-69.09999999999997,-60.799999999999955,-67.09999999999995,-76.89999999999999,-54.2
dqn,4x4,medium,134,48240,-70.46875,-57.99999999999995,-74.49999999999996,-67.79999999999997,-60.49999999999995,-45.59999999999994,-75.29999999999998,-72.90000000000002,-83.09999999999992,-71.60000000000001,-78.50000000000004,-81.40000000000006,-74.90000000000002,-60.2,-69.60000000000002,-74.79999999999998,-78.79999999999997
dqn,4x4,medium,135,48600,-72.24999999999997,-57.400000000000034,-77.8,-60.99999999999995,-80.59999999999994,-69.69999999999999,-72.79999999999988,-83.1,-72.10000000000004,-71.19999999999997,-88.50000000000003,-90.10000000000002,-82.29999999999994,-48.699999999999974,-79.6,-66.49999999999999,-54.59999999999995
dqn,4x4,medium,136,48960,-69.22499999999997,-48.49999999999997,-74.89999999999995,-64.4,-59.80000000000001,-70.79999999999998,-86.5,-72.59999999999995,-64.79999999999995,-74.19999999999997,-82.69999999999996,-83.80000000000003,-82.60000000000004,-61.79999999999996,-50.09999999999991,-74.5,-55.599999999999966
dqn,4x4,medium,137,49320,-71.33124999999997,-47.59999999999995,-88.39999999999998,-72.99999999999996,-61.40000000000003,-47.19999999999996,-87.19999999999997,-70.49999999999999,-73.79999999999991,-72.49999999999999,-95.29999999999995,-83.69999999999997,-81.59999999999994,-50.499999999999964,-62.299999999999955,-78.8,-67.49999999999999
dqn,4x4,medium,138,49680,-67.73749999999998,-50.89999999999997,-69.79999999999993,-56.199999999999946,-62.9,-53.099999999999966,-94.80000000000003,-68.89999999999995,-65.49999999999996,-74.49999999999993,-73.90000000000002,-84.90000000000005,-79.89999999999998,-53.299999999999955,-57.29999999999998,-73.20000000000002,-64.69999999999999
