algorithm,grid,scenario,episode,step,avg_reward,reward_B1,reward_B2,reward_B3,reward_B4,reward_C1,reward_C2,reward_C3,reward_C4,reward_D1,reward_D2,reward_D3,reward_D4,reward_E1,reward_E2,reward_E3,reward_E4
dqn,4x4,medium,17,6120,-102.51250000000005,-101.80000000000007,-103.60000000000008,-75.99999999999999,-110.40000000000009,-109.40000000000009,-136.7000000000001,-107.10000000000011,-110.10000000000007,-92.00000000000001,-98.90000000000008,-99.4,-129.60000000000008,-69.89999999999993,-85.00000000000004,-113.40000000000008,-96.90000000000002
dqn,4x4,medium,18,6480,-99.40000000000006,-81.70000000000006,-79.30000000000008,-102.40000000000008,-101.20000000000019,-92.00000000000007,-114.10000000000002,-115.70000000000009,-77.29999999999997,-111.9,-98.99999999999997,-130.60000000000008,-100.40000000000005,-85.49999999999994,-85.90000000000008,-116.30000000000003,-97.10000000000011
dqn,4x4,medium,19,6840,-99.08750000000003,-75.89999999999998,-98.6,-83.90000000000008,-91.99999999999994,-87.60000000000011,-130.80000000000013,-112.89999999999995,-99.80000000000005,-117.00000000000009,-109.5,-110.39999999999992,-109.2000000000001,-73.49999999999994,-80.9,-99.90000000000002,-103.50000000000006
dqn,4x4,medium,20,7200,-102.47500000000002,-79.60000000000001,-93.69999999999996,-86.10000000000001,-95.50000000000006,-77.20000000000003,-153.20000000000022,-94.50000000000004,-105.00000000000011,-99.0,-111.7000000000001,-105.49999999999999,-125.69999999999993,-83.99999999999994,-88.29999999999994,-120.30000000000003,-120.30000000000005
dqn,4x4,medium,21,7560,-99.82500000000002,-81.70000000000003,-80.79999999999994,-121.4000000000001,-87.19999999999997,-79.60000000000004,-120.50000000000004,-127.59999999999997,-86.20000000000002,-105.60000000000004,-106.10000000000005,-117.1,-91.20000000000003,-80.09999999999994,-101.20000000000003,-118.20000000000005,-92.69999999999997
dqn,4x4,medium,22,7920,-95.76250000000002,-88.70000000000002,-114.70000000000006,-87.30000000000011,-90.30000000000011,-83.69999999999997,-140.50000000000006,-109.70000000000012,-88.40000000000003,-89.00000000000001,-91.49999999999991,-104.2,-89.2000000000001,-86.89999999999992,-86.39999999999993,-95.70000000000006,-85.99999999999997
dqn,4x4,medium,23,8280,-95.70625000000001,-83.49999999999996,-93.00000000000003,-70.99999999999997,-78.20000000000006,-89.20000000000006,-104.29999999999993,-115.6000000000001,-102.29999999999994,-91.10000000000002,-129.8000000000002,-98.3,-112.3000000000001,-82.29999999999991,-111.69999999999996,-87.29999999999991,-81.40000000000003
dqn,4x4,medium,24,8640,-97.91875000000002,-73.80000000000004,-104.60000000000005,-102.99999999999999,-84.49999999999997,-96.60000000000014,-109.20000000000005,-123.00000000000004,-79.19999999999997,-89.49999999999997,-118.80000000000004,-115.40000000000009,-90.40000000000006,-98.59999999999994,-78.10000000000004,-113.0,-89.00000000000004
dqn,4x4,medium,25,9000,-102.88750000000003,-78.19999999999993,-107.99999999999997,-78.0000000000001,-120.70000000000012,-96.10000000000008,-107.80000000000001,-178.89999999999998,-99.6000000000001,-116.90000000000012,-97.80000000000008,-120.50000000000007,-104.50000000000006,-86.19999999999999,-82.89999999999998,-97.30000000000008,-72.8
dqn,4x4,medium,26,9360,-97.57500000000003,-76.80000000000003,-106.60000000000008,-101.49999999999997,-83.70000000000006,-104.30000000000013,-122.80000000000004,-105.80000000000008,-105.70000000000006,-109.99999999999999,-108.10000000000004,-112.80000000000007,-115.20000000000002,-69.89999999999995,-71.79999999999995,-88.60000000000002,-77.60000000000008
dqn,4x4,medium,27,9720,-95.58125000000001,-73.20000000000003,-101.70000000000003,-75.2,-91.20000000000003,-77.99999999999993,-120.80000000000008,-98.49999999999989,-106.5,-82.40000000000002,-120.3,-108.00000000000006,-97.3,-60.60000000000004,-94.79999999999997,-140.59999999999997,-80.20000000000003
dqn,4x4,medium,28,10080,-87.75625000000002,-57.39999999999991,-119.50000000000004,-78.20000000000007,-91.40000000000009,-81.20000000000006,-106.99999999999996,-84.70000000000002,-74.29999999999998,-98.70000000000012,-96.80000000000007,-98.10000000000015,-80.09999999999994,-77.2999999999999,-90.20000000000005,-85.30000000000007,-83.89999999999999
dqn,4x4,medium,29,10440,-92.72500000000004,-71.30000000000008,-96.39999999999992,-76.70000000000003,-74.79999999999998,-72.09999999999998,-99.30000000000008,-129.70000000000005,-102.00000000000013,-95.80000000000011,-95.20000000000003,-117.39999999999999,-98.90000000000006,-70.90000000000003,-92.70000000000002,-92.80000000000003,-97.6000000000001
dqn,4x4,medium,30,10800,-92.86250000000004,-86.49999999999994,-69.89999999999998,-79.60000000000008,-90.90000000000009,-83.30000000000008,-140.2,-105.2000000000001,-91.10000000000015,-92.10000000000002,-106.90000000000002,-109.09999999999998,-101.70000000000005,-75.60000000000002,-77.1999999999999,-86.99999999999999,-89.50000000000009
dqn,4x4,medium,31,11160,-97.30625000000002,-85.90000000000003,-88.90000000000002,-68.29999999999998,-73.99999999999994,-74.9999999999999,-140.00000000000006,-189.80000000000007,-98.30000000000014,-103.60000000000008,-94.5,-105.00000000000001,-85.79999999999998,-83.7,-86.00000000000004,-91.10000000000004,-87.00000000000003
dqn,4x4,medium,32,11520,-93.16875000000002,-81.40000000000009,-94.30000000000001,-91.5,-71.60000000000001,-96.40000000000006,-130.19999999999993,-93.30000000000005,-95.7000000000001,-93.50000000000007,-113.39999999999996,-97.89999999999995,-101.09999999999997,-64.39999999999999,-88.30000000000004,-111.80000000000005,-65.9
dqn,4x4,medium,33,11880,-91.39375000000001,-87.09999999999991,-88.29999999999998,-82.1,-83.70000000000003,-77.70000000000009,-144.1,-83.79999999999997,-102.80000000000001,-92.00000000000006,-93.19999999999996,-92.80000000000005,-84.70000000000006,-80.7,-86.99999999999996,-95.99999999999997,-86.30000000000008
dqn,4x4,medium,34,12240,-92.10625,-58.49999999999991,-88.39999999999998,-80.20000000000005,-70.79999999999991,-81.60000000000002,-137.20000000000007,-115.19999999999997,-87.5,-93.50000000000004,-94.50000000000006,-96.5,-94.9,-73.29999999999997,-94.59999999999998,-113.60000000000002,-93.40000000000002
dqn,4x4,medium,35,12600,-90.6125,-68.69999999999999,-76.99999999999996,-82.3,-84.10000000000005,-70.10000000000001,-127.60000000000008,-101.0,-104.70000000000009,-90.39999999999998,-121.89999999999999,-111.00000000000001,-88.90000000000006,-71.99999999999996,-92.00000000000001,-85.59999999999998,-72.49999999999997
dqn,4x4,medium,36,12960,-96.32500000000002,-78.70000000000009,-83.69999999999992,-81.20000000000007,-79.19999999999993,-95.79999999999998,-145.70000000000013,-111.19999999999997,-101.60000000000001,-126.80000000000007,-121.20000000000012,-86.99999999999993,-95.60000000000001,-78.80000000000004,-73.89999999999996,-90.49999999999996,-90.30000000000001
dqn,4x4,medium,37,13320,-92.07500000000002,-70.70000000000005,-98.79999999999995,-99.80000000000004,-79.6,-61.19999999999992,-106.90000000000009,-127.49999999999999,-88.7,-90.29999999999995,-101.70000000000005,-107.60000000000008,-98.70000000000006,-72.19999999999999,-87.80000000000001,-96.20000000000007,-85.49999999999999
dqn,4x4,medium,38,13680,-92.73125000000002,-64.69999999999992,-113.69999999999997,-82.79999999999995,-91.90000000000003,-85.30000000000003,-103.40000000000003,-99.70000000000005,-98.60000000000011,-104.50000000000001,-116.19999999999997,-105.70000000000007,-93.49999999999996,-72.9,-71.59999999999998,-91.29999999999998,-87.90000000000006
dqn,4x4,medium,39,14040,-91.13125000000001,-83.40000000000006,-92.20000000000007,-78.19999999999997,-108.80000000000014,-76.30000000000007,-100.19999999999996,-114.09999999999998,-94.60000000000007,-98.90000000000002,-102.39999999999989,-94.50000000000007,-98.40000000000002,-84.00000000000001,-81.09999999999997,-74.99999999999996,-75.99999999999997
dqn,4x4,medium,40,14400,-89.1375,-74.2,-71.49999999999997,-82.89999999999993,-97.90000000000013,-84.69999999999993,-111.20000000000006,-95.20000000000009,-97.99999999999997,-91.39999999999999,-89.29999999999997,-98.40000000000005,-98.0000000000001,-63.79999999999991,-80.80000000000005,-97.59999999999998,-91.3
dqn,4x4,medium,41,14760,-87.48125000000002,-73.79999999999995,-83.10000000000001,-71.89999999999999,-62.89999999999995,-78.90000000000008,-124.50000000000006,-92.20000000000009,-94.29999999999994,-80.09999999999992,-105.80000000000001,-108.30000000000001,-102.7,-73.40000000000003,-80.39999999999999,-76.00000000000001,-91.40000000000008
dqn,4x4,medium,42,15120,-84.92500000000001,-74.0,-77.80000000000005,-68.29999999999994,-76.39999999999995,-98.20000000000009,-139.40000000000006,-93.19999999999999,-80.00000000000009,-87.90000000000006,-89.89999999999992,-87.29999999999998,-79.70000000000003,-70.19999999999997,-72.39999999999999,-86.19999999999999,-77.9
dqn,4x4,medium,43,15480,-81.05625,-63.49999999999992,-94.50000000000004,-74.19999999999995,-69.70000000000005,-68.09999999999995,-117.49999999999999,-89.1,-80.70000000000005,-78.00000000000004,-86.49999999999997,-80.29999999999997,-88.60000000000002,-76.90000000000003,-67.6,-81.1,-80.60000000000001
dqn,4x4,medium,44,15840,-90.95625000000001,-74.99999999999996,-80.30000000000005,-91.80000000000003,-92.00000000000001,-74.29999999999997,-108.40000000000002,-113.99999999999999,-94.30000000000005,-108.60000000000005,-107.99999999999999,-108.39999999999999,-95.6,-63.99999999999995,-83.10000000000008,-85.69999999999999,-71.79999999999998
dqn,4x4,medium,45,16200,-85.15625,-68.2,-86.59999999999995,-81.19999999999997,-84.99999999999999,-77.70000000000006,-89.50000000000011,-110.50000000000006,-97.29999999999993,-84.0,-92.60000000000002,-91.30000000000007,-96.60000000000007,-74.99999999999991,-69.29999999999993,-71.29999999999994,-86.39999999999999
dqn,4x4,medium,46,16560,-87.45000000000002,-76.30000000000004,-78.30000000000005,-80.40000000000012,-78.2,-78.60000000000007,-123.99999999999997,-106.49999999999994,-111.50000000000013,-88.79999999999998,-111.19999999999995,-77.2000000000001,-97.60000000000007,-70.60000000000002,-85.40000000000002,-69.19999999999997,-65.39999999999998
dqn,4x4,medium,47,16920,-84.45,-64.59999999999994,-87.6,-82.70000000000006,-79.10000000000004,-73.39999999999996,-118.00000000000003,-78.69999999999999,-84.50000000000004,-88.10000000000002,-94.8,-95.59999999999995,-96.40000000000009,-81.8,-69.70000000000002,-84.60000000000007,-71.59999999999991
dqn,4x4,medium,48,17280,-87.01250000000002,-58.89999999999997,-85.30000000000011,-70.30000000000003,-83.90000000000002,-77.0,-101.59999999999998,-124.20000000000014,-99.00000000000013,-92.7,-87.4,-100.40000000000002,-106.00000000000006,-73.00000000000004,-85.50000000000004,-69.59999999999995,-77.39999999999992
dqn,4x4,medium,49,17640,-83.02499999999998,-62.299999999999955,-84.4000000000001,-71.60000000000001,-78.5,-72.39999999999995,-112.5,-79.09999999999995,-78.69999999999995,-82.89999999999999,-101.80000000000003,-97.29999999999991,-94.19999999999997,-67.59999999999998,-72.59999999999995,-106.10000000000001,-66.39999999999992
dqn,4x4,medium,50,18000,-84.36874999999998,-67.49999999999991,-89.99999999999999,-70.30000000000001,-91.10000000000004,-73.39999999999999,-107.89999999999996,-121.79999999999997,-74.09999999999991,-77.89999999999999,-99.39999999999998,-88.69999999999995,-102.4,-76.59999999999995,-66.49999999999997,-80.80000000000001,-61.499999999999964
dqn,4x4,medium,51,18360,-88.59375000000003,-72.60000000000004,-78.39999999999996,-89.20000000000002,-89.00000000000009,-78.80000000000001,-144.10000000000002,-85.39999999999998,-86.40000000000003,-76.50000000000003,-112.99999999999999,-101.90000000000009,-88.30000000000005,-73.80000000000001,-69.09999999999995,-80.10000000000016,-90.90000000000003
dqn,4x4,medium,52,18720,-85.06875000000002,-69.89999999999992,-81.60000000000002,-76.30000000000013,-86.90000000000019,-81.90000000000008,-83.50000000000001,-82.7999999999999,-108.9000000000001,-93.80000000000001,-120.39999999999998,-81.59999999999998,-84.2,-74.59999999999998,-81.70000000000007,-86.69999999999997,-66.30000000000003
dqn,4x4,medium,53,19080,-86.68750000000003,-64.29999999999998,-86.49999999999996,-90.80000000000008,-80.40000000000002,-87.29999999999998,-88.40000000000003,-97.59999999999995,-93.50000000000004,-97.80000000000001,-112.3,-82.90000000000008,-88.90000000000005,-77.79999999999997,-73.3,-83.20000000000012,-81.99999999999997
dqn,4x4,medium,54,19440,-84.92499999999998,-61.599999999999994,-72.29999999999994,-87.4000000000001,-92.4000000000001,-70.7,-106.5999999999999,-98.8999999999999,-84.79999999999991,-98.70000000000006,-102.89999999999996,-93.10000000000005,-85.89999999999995,-65.69999999999995,-78.89999999999999,-83.79999999999991,-75.10000000000001
dqn,4x4,medium,55,19800,-80.75000000000003,-68.20000000000003,-90.50000000000003,-73.20000000000005,-81.69999999999995,-74.90000000000002,-92.00000000000007,-74.79999999999995,-100.9,-89.30000000000004,-79.09999999999998,-89.20000000000007,-105.90000000000013,-66.29999999999997,-56.79999999999996,-84.30000000000004,-64.89999999999995
dqn,4x4,medium,56,20160,-80.73125,-59.79999999999997,-77.60000000000005,-63.99999999999997,-69.7,-73.20000000000003,-107.99999999999994,-92.80000000000003,-90.80000000000003,-65.49999999999994,-88.29999999999998,-87.80000000000004,-106.70000000000006,-63.59999999999995,-71.60000000000001,-104.00000000000004,-68.29999999999997
dqn,4x4,medium,57,20520,-80.26249999999999,-75.2,-89.80000000000001,-77.49999999999993,-68.39999999999993,-56.49999999999997,-108.5,-81.3,-74.29999999999995,-93.10000000000007,-97.50000000000001,-70.39999999999999,-92.20000000000006,-69.49999999999993,-66.79999999999994,-87.90000000000006,-75.30000000000001
dqn,4x4,medium,58,20880,-80.69375,-79.59999999999998,-78.9,-64.69999999999999,-87.2000000000001,-70.99999999999999,-107.69999999999996,-86.39999999999995,-83.80000000000004,-86.60000000000005,-90.6,-79.50000000000001,-81.59999999999994,-60.29999999999999,-73.7,-84.70000000000007,-74.79999999999998
dqn,4x4,medium,59,21240,-84.00625,-72.6,-90.09999999999997,-71.29999999999994,-75.40000000000002,-66.80000000000001,-94.19999999999996,-129.80000000000004,-81.39999999999999,-77.99999999999999,-92.59999999999994,-95.09999999999997,-86.8000000000001,-70.10000000000008,-82.49999999999997,-80.99999999999994,-76.39999999999996
dqn,4x4,medium,60,21600,-78.4375,-67.39999999999999,-75.10000000000005,-73.09999999999998,-78.70000000000003,-69.89999999999995,-88.29999999999993,-98.49999999999996,-69.70000000000002,-71.40000000000002,-95.70000000000003,-98.0,-79.8,-63.699999999999974,-70.5,-75.40000000000002,-79.79999999999998
dqn,4x4,medium,61,21960,-86.63749999999999,-64.69999999999996,-99.19999999999987,-74.60000000000002,-72.09999999999997,-74.99999999999997,-116.30000000000003,-99.39999999999998,-87.00000000000001,-85.09999999999998,-103.79999999999995,-75.50000000000001,-95.4,-69.99999999999994,-73.10000000000004,-109.30000000000004,-85.70000000000007
dqn,4x4,medium,62,22320,-82.15625,-64.09999999999997,-97.99999999999999,-74.79999999999995,-61.69999999999994,-81.50000000000003,-101.29999999999995,-103.09999999999998,-102.40000000000009,-79.6,-82.4999999999999,-92.70000000000005,-79.99999999999997,-64.39999999999993,-76.7000000000001,-80.19999999999999,-71.5
dqn,4x4,medium,63,22680,-80.74374999999999,-78.49999999999999,-82.60000000000001,-74.60000000000001,-70.70000000000002,-56.69999999999993,-89.90000000000009,-98.60000000000001,-90.00000000000004,-76.09999999999997,-93.79999999999987,-83.80000000000003,-90.20000000000002,-69.90000000000002,-74.29999999999993,-84.0,-78.19999999999995
dqn,4x4,medium,64,23040,-80.4875,-62.59999999999997,-84.60000000000004,-77.40000000000005,-75.30000000000003,-63.69999999999994,-99.00000000000007,-115.10000000000002,-72.99999999999991,-77.00000000000001,-99.7,-89.90000000000002,-92.1000000000001,-73.99999999999996,-70.89999999999998,-72.10000000000002,-61.399999999999935
dqn,4x4,medium,65,23400,-83.21875000000003,-70.20000000000003,-84.6,-65.09999999999997,-86.50000000000007,-82.00000000000009,-91.6,-76.50000000000006,-95.00000000000009,-78.40000000000009,-96.10000000000004,-93.70000000000006,-105.20000000000007,-60.69999999999992,-71.39999999999992,-85.50000000000004,-89.00000000000006
dqn,4x4,medium,66,23760,-81.975,-65.49999999999996,-88.89999999999995,-77.40000000000002,-84.10000000000005,-74.40000000000002,-102.40000000000006,-81.19999999999993,-76.6000000000001,-84.49999999999993,-94.99999999999996,-91.50000000000001,-66.09999999999998,-62.79999999999992,-83.20000000000005,-94.90000000000006,-83.09999999999995
dqn,4x4,medium,67,24120,-78.86249999999997,-56.29999999999994,-81.60000000000002,-68.9,-73.19999999999993,-59.19999999999987,-121.49999999999989,-88.89999999999996,-80.40000000000002,-79.3999999999999,-114.19999999999999,-91.29999999999995,-83.29999999999998,-70.80000000000007,-71.99999999999999,-52.499999999999964,-68.29999999999998
dqn,4x4,medium,68,24480,-77.38749999999997,-64.69999999999997,-74.09999999999991,-69.19999999999993,-65.89999999999998,-77.70000000000016,-109.99999999999997,-89.2999999999999,-78.00000000000003,-84.2,-78.3,-82.69999999999997,-81.49999999999994,-57.09999999999991,-67.3,-82.10000000000002,-76.09999999999995
dqn,4x4,medium,69,24840,-77.625,-60.39999999999992,-87.90000000000002,-67.8,-68.4,-74.80000000000001,-88.69999999999996,-79.80000000000004,-82.80000000000001,-78.69999999999999,-96.09999999999991,-82.00000000000007,-91.60000000000008,-51.79999999999994,-67.49999999999996,-96.30000000000003,-67.39999999999999
dqn,4x4,medium,70,25200,-80.14374999999998,-69.19999999999996,-75.19999999999995,-75.39999999999992,-62.99999999999993,-71.10000000000005,-89.10000000000002,-94.50000000000001,-67.79999999999995,-88.79999999999991,-72.39999999999999,-89.99999999999997,-90.90000000000005,-70.4,-81.89999999999998,-98.49999999999996,-84.1
dqn,4x4,medium,71,25560,-75.66874999999997,-62.19999999999999,-59.79999999999995,-72.99999999999999,-74.49999999999994,-66.7,-106.19999999999999,-105.8999999999999,-85.7000000000001,-74.09999999999998,-73.69999999999996,-81.80000000000001,-78.00000000000003,-61.999999999999964,-69.09999999999998,-70.69999999999993,-67.29999999999994
dqn,4x4,medium,72,25920,-75.35624999999999,-61.69999999999997,-70.39999999999998,-76.8,-67.60000000000001,-68.60000000000002,-91.19999999999999,-86.39999999999995,-71.60000000000001,-69.00000000000001,-99.79999999999998,-92.00000000000003,-79.70000000000007,-59.699999999999996,-74.79999999999993,-73.6,-62.79999999999994
dqn,4x4,medium,73,26280,-80.69375,-48.2,-80.59999999999998,-70.19999999999997,-62.29999999999996,-66.80000000000001,-139.20000000000002,-77.69999999999997,-87.50000000000011,-92.10000000000001,-99.00000000000003,-93.50000000000003,-89.49999999999993,-59.79999999999996,-59.4,-88.69999999999999,-76.60000000000001
dqn,4x4,medium,74,26640,-78.00624999999998,-51.79999999999996,-78.69999999999997,-60.99999999999993,-76.10000000000001,-66.19999999999997,-87.8999999999999,-105.30000000000007,-69.59999999999997,-84.50000000000004,-101.39999999999996,-90.19999999999993,-80.09999999999994,-63.999999999999986,-74.0,-79.1,-78.2
dqn,4x4,medium,75,27000,-76.81875,-58.099999999999994,-80.20000000000005,-62.899999999999885,-70.99999999999996,-65.39999999999996,-77.29999999999993,-113.0,-86.00000000000003,-85.10000000000004,-79.09999999999997,-84.60000000000005,-87.90000000000013,-57.89999999999995,-74.40000000000006,-75.59999999999995,-70.59999999999994
dqn,4x4,medium,76,27360,-81.07499999999999,-67.49999999999997,-74.99999999999999,-64.79999999999991,-61.99999999999994,-54.899999999999956,-111.90000000000009,-95.89999999999995,-81.70000000000002,-88.20000000000002,-99.60000000000012,-91.19999999999995,-105.19999999999997,-66.29999999999997,-71.89999999999989,-100.60000000000001,-60.49999999999999
dqn,4x4,medium,77,27720,-75.58124999999997,-70.39999999999996,-73.49999999999996,-76.60000000000001,-68.29999999999993,-62.499999999999915,-97.99999999999999,-86.59999999999992,-77.69999999999997,-79.09999999999987,-77.80000000000003,-86.60000000000007,-79.79999999999998,-56.89999999999997,-79.60000000000001,-72.09999999999995,-63.79999999999993
dqn,4x4,medium,78,28080,-78.46875,-57.49999999999992,-88.60000000000001,-69.7,-77.9,-71.60000000000001,-94.69999999999999,-80.0,-70.60000000000002,-106.40000000000005,-88.79999999999995,-86.5,-89.89999999999995,-67.6,-67.99999999999997,-63.70000000000001,-73.99999999999996
dqn,4x4,medium,79,28440,-73.29374999999999,-44.59999999999997,-82.1,-61.299999999999955,-70.00000000000003,-66.49999999999996,-94.89999999999999,-77.09999999999994,-73.69999999999996,-66.80000000000004,-94.69999999999995,-88.69999999999997,-72.60000000000002,-60.20000000000001,-87.60000000000002,-77.40000000000003,-54.49999999999999
dqn,4x4,medium,80,28800,-77.02499999999998,-61.099999999999916,-80.4,-69.49999999999997,-62.39999999999994,-66.90000000000005,-100.49999999999994,-92.79999999999997,-68.09999999999995,-88.2,-90.40000000000002,-99.20000000000003,-82.3999999999999,-49.19999999999997,-54.799999999999955,-78.00000000000006,-88.49999999999999
dqn,4x4,medium,81,29160,-75.99999999999997,-65.8999999999999,-76.69999999999995,-71.00000000000009,-85.40000000000006,-69.69999999999999,-97.59999999999997,-80.09999999999994,-78.20000000000003,-75.2,-93.89999999999999,-90.00000000000006,-77.2,-58.49999999999996,-65.29999999999995,-66.69999999999986,-64.6
dqn,4x4,medium,82,29520,-75.40625,-51.89999999999994,-76.79999999999997,-72.10000000000007,-70.70000000000005,-66.49999999999997,-75.39999999999998,-94.9,-70.19999999999992,-72.8,-82.99999999999994,-90.0,-89.70000000000003,-58.79999999999995,-78.90000000000005,-86.90000000000003,-67.90000000000005
dqn,4x4,medium,83,29880,-75.28750000000001,-59.39999999999997,-67.69999999999999,-76.10000000000012,-83.30000000000003,-74.80000000000005,-98.00000000000001,-84.99999999999996,-85.40000000000003,-79.7,-88.20000000000006,-75.70000000000007,-82.80000000000004,-54.79999999999994,-61.69999999999998,-73.99999999999993,-57.999999999999936
dqn,4x4,medium,84,30240,-75.70624999999998,-66.29999999999998,-73.29999999999991,-67.8,-61.69999999999996,-76.79999999999994,-88.50000000000001,-74.4,-78.69999999999996,-75.30000000000007,-72.79999999999997,-87.19999999999992,-90.70000000000006,-63.99999999999997,-85.90000000000002,-74.79999999999998,-73.09999999999995
dqn,4x4,medium,85,30600,-74.12499999999999,-59.50000000000001,-73.3,-71.39999999999998,-62.4,-62.29999999999995,-81.79999999999997,-98.99999999999997,-74.2,-72.39999999999998,-82.50000000000001,-76.80000000000001,-73.69999999999996,-65.39999999999996,-80.70000000000003,-86.79999999999997,-63.799999999999876
