controller,scenario,seed,time,intersection,queue_length,waiting_time,vehicle_count
fixedtime,dynamic,5,5,B1,0,0.0,2
fixedtime,dynamic,5,5,B2,0,0.0,0
fixedtime,dynamic,5,5,C1,0,0.0,1
fixedtime,dynamic,5,5,C2,0,0.0,0
fixedtime,dynamic,5,10,B1,0,0.0,2
fixedtime,dynamic,5,10,B2,0,0.0,0
fixedtime,dynamic,5,10,C1,0,0.0,2
fixedtime,dynamic,5,10,C2,0,0.0,0
fixedtime,dynamic,5,15,B1,0,0.0,3
fixedtime,dynamic,5,15,B2,0,0.0,0
fixedtime,dynamic,5,15,C1,0,0.0,2
fixedtime,dynamic,5,15,C2,0,0.0,0
fixedtime,dynamic,5,20,B1,1,4.0,2
fixedtime,dynamic,5,20,B2,0,0.0,0
fixedtime,dynamic,5,20,C1,0,0.0,1
fixedtime,dynamic,5,20,C2,0,0.0,0
fixedtime,dynamic,5,25,B1,1,9.0,2
fixedtime,dynamic,5,25,B2,0,0.0,0
fixedtime,dynamic,5,25,C1,1,2.0,1
fixedtime,dynamic,5,25,C2,0,0.0,1
fixedtime,dynamic,5,30,B1,2,16.0,2
fixedtime,dynamic,5,30,B2,0,0.0,0
fixedtime,dynamic,5,30,C1,1,7.0,2
fixedtime,dynamic,5,30,C2,0,0.0,1
fixedtime,dynamic,5,35,B1,2,26.0,2
fixedtime,dynamic,5,35,B2,0,0.0,0
fixedtime,dynamic,5,35,C1,1,12.0,3
fixedtime,dynamic,5,35,C2,0,0.0,2
fixedtime,dynamic,5,40,B1,2,36.0,5
fixedtime,dynamic,5,40,B2,0,0.0,0
fixedtime,dynamic,5,40,C1,1,17.0,6
fixedtime,dynamic,5,40,C2,0,0.0,1
fixedtime,dynamic,5,45,B1,2,46.0,8
fixedtime,dynamic,5,45,B2,0,0.0,0
fixedtime,dynamic,5,45,C1,1,22.0,6
fixedtime,dynamic,5,45,C2,0,0.0,1
fixedtime,dynamic,5,50,B1,0,0.0,7
fixedtime,dynamic,5,50,B2,0,0.0,0
fixedtime,dynamic,5,50,C1,0,0.0,6
fixedtime,dynamic,5,50,C2,1,4.0,3
fixedtime,dynamic,5,55,B1,0,0.0,7
fixedtime,dynamic,5,55,B2,0,0.0,1
fixedtime,dynamic,5,55,C1,1,1.0,7
fixedtime,dynamic,5,55,C2,1,9.0,3
fixedtime,dynamic,5,60,B1,1,2.0,6
fixedtime,dynamic,5,60,B2,0,0.0,4
fixedtime,dynamic,5,60,C1,3,14.0,7
fixedtime,dynamic,5,60,C2,1,14.0,3
fixedtime,dynamic,5,65,B1,3,14.0,5
fixedtime,dynamic,5,65,B2,0,0.0,5
fixedtime,dynamic,5,65,C1,4,32.0,9
fixedtime,dynamic,5,65,C2,2,20.0,4
fixedtime,dynamic,5,70,B1,3,29.0,6
fixedtime,dynamic,5,70,B2,0,0.0,6
fixedtime,dynamic,5,70,C1,4,52.0,8
fixedtime,dynamic,5,70,C2,2,30.0,4
fixedtime,dynamic,5,75,B1,3,44.0,7
fixedtime,dynamic,5,75,B2,1,4.0,4
fixedtime,dynamic,5,75,C1,4,72.0,7
fixedtime,dynamic,5,75,C2,2,40.0,5
fixedtime,dynamic,5,80,B1,4,62.0,8
fixedtime,dynamic,5,80,B2,3,12.0,4
fixedtime,dynamic,5,80,C1,5,95.0,7
fixedtime,dynamic,5,80,C2,2,50.0,4
fixedtime,dynamic,5,85,B1,4,82.0,6
fixedtime,dynamic,5,85,B2,4,28.0,6
fixedtime,dynamic,5,85,C1,6,123.0,8
fixedtime,dynamic,5,85,C2,2,60.0,5
fixedtime,dynamic,5,90,B1,4,102.0,7
fixedtime,dynamic,5,90,B2,4,48.0,8
fixedtime,dynamic,5,90,C1,6,153.0,9
fixedtime,dynamic,5,90,C2,2,70.0,5
fixedtime,dynamic,5,95,B1,0,0.0,5
fixedtime,dynamic,5,95,B2,0,0.0,8
fixedtime,dynamic,5,95,C1,2,16.0,8
fixedtime,dynamic,5,95,C2,1,3.0,6
fixedtime,dynamic,5,100,B1,0,0.0,4
fixedtime,dynamic,5,100,B2,0,0.0,10
fixedtime,dynamic,5,100,C1,0,0.0,11
fixedtime,dynamic,5,100,C2,1,8.0,10
fixedtime,dynamic,5,105,B1,0,0.0,4
fixedtime,dynamic,5,105,B2,1,3.0,7
fixedtime,dynamic,5,105,C1,1,3.0,10
fixedtime,dynamic,5,105,C2,2,18.0,11
fixedtime,dynamic,5,110,B1,0,0.0,5
fixedtime,dynamic,5,110,B2,1,8.0,10
fixedtime,dynamic,5,110,C1,2,9.0,11
fixedtime,dynamic,5,110,C2,2,28.0,11
fixedtime,dynamic,5,115,B1,0,0.0,6
fixedtime,dynamic,5,115,B2,4,24.0,12
fixedtime,dynamic,5,115,C1,4,26.0,11
fixedtime,dynamic,5,115,C2,3,39.0,10
fixedtime,dynamic,5,120,B1,0,0.0,5
fixedtime,dynamic,5,120,B2,7,57.0,12
fixedtime,dynamic,5,120,C1,6,56.0,10
fixedtime,dynamic,5,120,C2,4,55.0,10
fixedtime,dynamic,5,125,B1,1,5.0,4
fixedtime,dynamic,5,125,B2,6,71.0,12
fixedtime,dynamic,5,125,C1,8,89.0,13
fixedtime,dynamic,5,125,C2,4,75.0,10
fixedtime,dynamic,5,130,B1,1,10.0,6
fixedtime,dynamic,5,130,B2,8,108.0,13
fixedtime,dynamic,5,130,C1,8,129.0,12
fixedtime,dynamic,5,130,C2,4,95.0,10
fixedtime,dynamic,5,135,B1,3,23.0,5
fixedtime,dynamic,5,135,B2,8,148.0,14
fixedtime,dynamic,5,135,C1,10,174.0,14
fixedtime,dynamic,5,135,C2,4,115.0,11
fixedtime,dynamic,5,140,B1,0,0.0,4
fixedtime,dynamic,5,140,B2,0,0.0,13
fixedtime,dynamic,5,140,C1,0,0.0,12
fixedtime,dynamic,5,140,C2,0,0.0,8
fixedtime,dynamic,5,145,B1,0,0.0,6
fixedtime,dynamic,5,145,B2,6,19.0,12
fixedtime,dynamic,5,145,C1,2,4.0,13
fixedtime,dynamic,5,145,C2,0,0.0,7
fixedtime,dynamic,5,150,B1,2,8.0,7
fixedtime,dynamic,5,150,B2,3,18.0,10
fixedtime,dynamic,5,150,C1,4,17.0,14
fixedtime,dynamic,5,150,C2,0,0.0,5
fixedtime,dynamic,5,155,B1,2,18.0,8
fixedtime,dynamic,5,155,B2,4,36.0,8
fixedtime,dynamic,5,155,C1,3,19.0,12
fixedtime,dynamic,5,155,C2,0,0.0,5
fixedtime,dynamic,5,160,B1,5,36.0,8
fixedtime,dynamic,5,160,B2,5,60.0,9
fixedtime,dynamic,5,160,C1,4,36.0,11
fixedtime,dynamic,5,160,C2,0,0.0,5
fixedtime,dynamic,5,165,B1,6,63.0,10
fixedtime,dynamic,5,165,B2,5,85.0,9
fixedtime,dynamic,5,165,C1,6,61.0,11
fixedtime,dynamic,5,165,C2,0,0.0,3
fixedtime,dynamic,5,170,B1,6,93.0,10
fixedtime,dynamic,5,170,B2,5,110.0,8
fixedtime,dynamic,5,170,C1,8,99.0,12
fixedtime,dynamic,5,170,C2,0,0.0,2
fixedtime,dynamic,5,175,B1,6,123.0,11
fixedtime,dynamic,5,175,B2,6,137.0,10
fixedtime,dynamic,5,175,C1,9,141.0,12
fixedtime,dynamic,5,175,C2,1,2.0,3
fixedtime,dynamic,5,180,B1,8,159.0,10
fixedtime,dynamic,5,180,B2,7,172.0,13
fixedtime,dynamic,5,180,C1,6,117.0,13
fixedtime,dynamic,5,180,C2,2,11.0,5
fixedtime,dynamic,5,185,B1,1,7.0,8
fixedtime,dynamic,5,185,B2,0,0.0,10
fixedtime,dynamic,5,185,C1,4,15.0,12
fixedtime,dynamic,5,185,C2,0,0.0,4
fixedtime,dynamic,5,190,B1,2,16.0,6
fixedtime,dynamic,5,190,B2,0,0.0,8
fixedtime,dynamic,5,190,C1,4,35.0,10
fixedtime,dynamic,5,190,C2,0,0.0,6
fixedtime,dynamic,5,195,B1,2,26.0,8
fixedtime,dynamic,5,195,B2,2,5.0,8
fixedtime,dynamic,5,195,C1,6,61.0,8
fixedtime,dynamic,5,195,C2,0,0.0,7
fixedtime,dynamic,5,200,B1,3,39.0,9
fixedtime,dynamic,5,200,B2,3,18.0,11
fixedtime,dynamic,5,200,C1,5,81.0,8
fixedtime,dynamic,5,200,C2,1,2.0,8
fixedtime,dynamic,5,205,B1,1,27.0,8
fixedtime,dynamic,5,205,B2,3,33.0,10
fixedtime,dynamic,5,205,C1,7,112.0,10
fixedtime,dynamic,5,205,C2,2,11.0,8
fixedtime,dynamic,5,210,B1,3,39.0,8
fixedtime,dynamic,5,210,B2,3,48.0,9
fixedtime,dynamic,5,210,C1,7,147.0,12
fixedtime,dynamic,5,210,C2,3,25.0,6
fixedtime,dynamic,5,215,B1,3,54.0,8
fixedtime,dynamic,5,215,B2,3,63.0,9
fixedtime,dynamic,5,215,C1,8,183.0,13
fixedtime,dynamic,5,215,C2,3,40.0,5
fixedtime,dynamic,5,220,B1,4,72.0,9
fixedtime,dynamic,5,220,B2,6,89.0,7
fixedtime,dynamic,5,220,C1,9,227.0,16
fixedtime,dynamic,5,220,C2,3,55.0,5
fixedtime,dynamic,5,225,B1,5,94.0,10
fixedtime,dynamic,5,225,B2,6,119.0,8
fixedtime,dynamic,5,225,C1,10,275.0,17
fixedtime,dynamic,5,225,C2,3,70.0,5
fixedtime,dynamic,5,230,B1,2,7.0,8
fixedtime,dynamic,5,230,B2,0,0.0,8
fixedtime,dynamic,5,230,C1,4,46.0,14
fixedtime,dynamic,5,230,C2,0,0.0,7
fixedtime,dynamic,5,235,B1,2,17.0,7
fixedtime,dynamic,5,235,B2,0,0.0,8
fixedtime,dynamic,5,235,C1,2,7.0,14
fixedtime,dynamic,5,235,C2,1,3.0,9
fixedtime,dynamic,5,240,B1,3,28.0,11
fixedtime,dynamic,5,240,B2,0,0.0,7
fixedtime,dynamic,5,240,C1,1,4.0,13
fixedtime,dynamic,5,240,C2,2,10.0,13
fixedtime,dynamic,5,245,B1,4,46.0,11
fixedtime,dynamic,5,245,B2,0,0.0,6
fixedtime,dynamic,5,245,C1,2,14.0,12
fixedtime,dynamic,5,245,C2,3,21.0,13
fixedtime,dynamic,5,250,B1,6,73.0,11
fixedtime,dynamic,5,250,B2,0,0.0,5
fixedtime,dynamic,5,250,C1,2,24.0,11
fixedtime,dynamic,5,250,C2,5,42.0,12
fixedtime,dynamic,5,255,B1,8,109.0,11
fixedtime,dynamic,5,255,B2,2,6.0,5
fixedtime,dynamic,5,255,C1,2,34.0,10
fixedtime,dynamic,5,255,C2,7,73.0,13
fixedtime,dynamic,5,260,B1,9,153.0,11
fixedtime,dynamic,5,260,B2,4,26.0,5
fixedtime,dynamic,5,260,C1,2,44.0,7
fixedtime,dynamic,5,260,C2,10,117.0,15
fixedtime,dynamic,5,265,B1,9,198.0,12
fixedtime,dynamic,5,265,B2,4,46.0,5
fixedtime,dynamic,5,265,C1,2,54.0,6
fixedtime,dynamic,5,265,C2,11,171.0,16
fixedtime,dynamic,5,270,B1,9,243.0,11
fixedtime,dynamic,5,270,B2,4,66.0,5
fixedtime,dynamic,5,270,C1,4,70.0,7
fixedtime,dynamic,5,270,C2,12,227.0,17
fixedtime,dynamic,5,275,B1,3,73.0,7
fixedtime,dynamic,5,275,B2,1,2.0,5
fixedtime,dynamic,5,275,C1,0,0.0,5
fixedtime,dynamic,5,275,C2,6,80.0,14
fixedtime,dynamic,5,280,B1,1,1.0,6
fixedtime,dynamic,5,280,B2,1,7.0,5
fixedtime,dynamic,5,280,C1,0,0.0,4
fixedtime,dynamic,5,280,C2,4,25.0,15
fixedtime,dynamic,5,285,B1,1,6.0,3
fixedtime,dynamic,5,285,B2,1,12.0,8
fixedtime,dynamic,5,285,C1,0,0.0,3
fixedtime,dynamic,5,285,C2,2,12.0,15
fixedtime,dynamic,5,290,B1,1,11.0,3
fixedtime,dynamic,5,290,B2,1,17.0,13
fixedtime,dynamic,5,290,C1,1,2.0,4
fixedtime,dynamic,5,290,C2,3,27.0,14
fixedtime,dynamic,5,295,B1,1,16.0,6
fixedtime,dynamic,5,295,B2,2,26.0,13
fixedtime,dynamic,5,295,C1,1,7.0,5
fixedtime,dynamic,5,295,C2,4,44.0,17
fixedtime,dynamic,5,300,B1,1,21.0,10
