controller,scenario,seed,time,intersection,queue_length,waiting_time,vehicle_count
dqn,high,14,5,B1,0,0.0,0
dqn,high,14,5,B2,0,0.0,0
dqn,high,14,5,C1,0,0.0,0
dqn,high,14,5,C2,0,0.0,1
dqn,high,14,10,B1,0,0.0,1
dqn,high,14,10,B2,0,0.0,1
dqn,high,14,10,C1,0,0.0,2
dqn,high,14,10,C2,0,0.0,1
dqn,high,14,15,B1,0,0.0,3
dqn,high,14,15,B2,0,0.0,1
dqn,high,14,15,C1,0,0.0,3
dqn,high,14,15,C2,0,0.0,1
dqn,high,14,20,B1,0,0.0,5
dqn,high,14,20,B2,0,0.0,4
dqn,high,14,20,C1,0,0.0,4
dqn,high,14,20,C2,0,0.0,1
dqn,high,14,25,B1,0,0.0,4
dqn,high,14,25,B2,0,0.0,5
dqn,high,14,25,C1,2,2.0,4
dqn,high,14,25,C2,1,5.0,3
dqn,high,14,30,B1,1,1.0,5
dqn,high,14,30,B2,0,0.0,5
dqn,high,14,30,C1,2,12.0,7
dqn,high,14,30,C2,1,10.0,4
dqn,high,14,35,B1,2,7.0,4
dqn,high,14,35,B2,0,0.0,6
dqn,high,14,35,C1,2,22.0,9
dqn,high,14,35,C2,1,15.0,5
dqn,high,14,40,B1,2,17.0,5
dqn,high,14,40,B2,2,8.0,6
dqn,high,14,40,C1,4,40.0,9
dqn,high,14,40,C2,2,21.0,9
dqn,high,14,45,B1,3,30.0,6
dqn,high,14,45,B2,0,0.0,5
dqn,high,14,45,C1,4,60.0,8
dqn,high,14,45,C2,3,33.0,11
dqn,high,14,50,B1,0,0.0,9
dqn,high,14,50,B2,2,6.0,7
dqn,high,14,50,C1,2,4.0,9
dqn,high,14,50,C2,0,0.0,7
dqn,high,14,55,B1,0,0.0,14
dqn,high,14,55,B2,2,16.0,8
dqn,high,14,55,C1,3,18.0,10
dqn,high,14,55,C2,2,3.0,10
dqn,high,14,60,B1,1,3.0,16
dqn,high,14,60,B2,1,2.0,6
dqn,high,14,60,C1,3,33.0,11
dqn,high,14,60,C2,4,18.0,11
dqn,high,14,65,B1,2,11.0,20
dqn,high,14,65,B2,1,7.0,7
dqn,high,14,65,C1,2,5.0,12
dqn,high,14,65,C2,4,38.0,12
dqn,high,14,70,B1,7,36.0,22
dqn,high,14,70,B2,4,24.0,10
dqn,high,14,70,C1,1,3.0,9
