controller,scenario,seed,time,intersection,queue_length,waiting_time,vehicle_count
fixedtime,medium,4,5,B1,0,0.0,0
fixedtime,medium,4,5,B2,0,0.0,0
fixedtime,medium,4,5,C1,0,0.0,0
fixedtime,medium,4,5,C2,0,0.0,0
fixedtime,medium,4,10,B1,0,0.0,0
fixedtime,medium,4,10,B2,0,0.0,1
fixedtime,medium,4,10,C1,0,0.0,0
fixedtime,medium,4,10,C2,0,0.0,1
fixedtime,medium,4,15,B1,0,0.0,0
fixedtime,medium,4,15,B2,0,0.0,1
fixedtime,medium,4,15,C1,0,0.0,1
fixedtime,medium,4,15,C2,0,0.0,1
fixedtime,medium,4,20,B1,0,0.0,1
fixedtime,medium,4,20,B2,0,0.0,2
fixedtime,medium,4,20,C1,0,0.0,2
fixedtime,medium,4,20,C2,0,0.0,1
fixedtime,medium,4,25,B1,0,0.0,3
fixedtime,medium,4,25,B2,1,1.0,2
fixedtime,medium,4,25,C1,0,0.0,4
fixedtime,medium,4,25,C2,1,3.0,2
fixedtime,medium,4,30,B1,0,0.0,5
fixedtime,medium,4,30,B2,1,6.0,2
fixedtime,medium,4,30,C1,0,0.0,4
fixedtime,medium,4,30,C2,1,8.0,2
fixedtime,medium,4,35,B1,1,1.0,5
fixedtime,medium,4,35,B2,1,11.0,2
fixedtime,medium,4,35,C1,1,1.0,4
fixedtime,medium,4,35,C2,1,13.0,3
fixedtime,medium,4,40,B1,2,9.0,4
fixedtime,medium,4,40,B2,1,16.0,3
fixedtime,medium,4,40,C1,3,10.0,6
fixedtime,medium,4,40,C2,2,20.0,4
fixedtime,medium,4,45,B1,3,21.0,5
fixedtime,medium,4,45,B2,1,21.0,5
fixedtime,medium,4,45,C1,3,25.0,7
fixedtime,medium,4,45,C2,2,30.0,4
fixedtime,medium,4,50,B1,1,2.0,5
fixedtime,medium,4,50,B2,0,0.0,6
fixedtime,medium,4,50,C1,1,1.0,5
fixedtime,medium,4,50,C2,0,0.0,2
fixedtime,medium,4,55,B1,1,7.0,7
fixedtime,medium,4,55,B2,1,4.0,7
fixedtime,medium,4,55,C1,1,6.0,6
fixedtime,medium,4,55,C2,1,3.0,4
fixedtime,medium,4,60,B1,1,12.0,6
fixedtime,medium,4,60,B2,2,12.0,7
fixedtime,medium,4,60,C1,2,14.0,6
fixedtime,medium,4,60,C2,1,8.0,5
fixedtime,medium,4,65,B1,1,17.0,5
fixedtime,medium,4,65,B2,3,24.0,6
fixedtime,medium,4,65,C1,2,24.0,9
fixedtime,medium,4,65,C2,1,13.0,6
fixedtime,medium,4,70,B1,1,22.0,6
fixedtime,medium,4,70,B2,1,13.0,6
fixedtime,medium,4,70,C1,5,44.0,10
fixedtime,medium,4,70,C2,1,18.0,6
fixedtime,medium,4,75,B1,1,27.0,6
fixedtime,medium,4,75,B2,2,20.0,6
fixedtime,medium,4,75,C1,5,69.0,10
fixedtime,medium,4,75,C2,2,27.0,9
fixedtime,medium,4,80,B1,1,32.0,5
fixedtime,medium,4,80,B2,4,37.0,7
fixedtime,medium,4,80,C1,7,103.0,9
fixedtime,medium,4,80,C2,3,38.0,8
fixedtime,medium,4,85,B1,4,45.0,8
fixedtime,medium,4,85,B2,4,57.0,9
fixedtime,medium,4,85,C1,7,138.0,10
fixedtime,medium,4,85,C2,3,53.0,9
fixedtime,medium,4,90,B1,4,65.0,10
fixedtime,medium,4,90,B2,3,50.0,9
fixedtime,medium,4,90,C1,8,178.0,13
fixedtime,medium,4,90,C2,4,70.0,10
fixedtime,medium,4,95,B1,0,0.0,11
fixedtime,medium,4,95,B2,3,10.0,8
fixedtime,medium,4,95,C1,0,0.0,13
fixedtime,medium,4,95,C2,1,5.0,7
fixedtime,medium,4,100,B1,1,1.0,11
fixedtime,medium,4,100,B2,5,34.0,9
fixedtime,medium,4,100,C1,0,0.0,9
fixedtime,medium,4,100,C2,1,10.0,8
fixedtime,medium,4,105,B1,2,9.0,11
fixedtime,medium,4,105,B2,5,59.0,12
fixedtime,medium,4,105,C1,4,13.0,9
fixedtime,medium,4,105,C2,3,22.0,8
fixedtime,medium,4,110,B1,2,19.0,15
fixedtime,medium,4,110,B2,5,84.0,14
fixedtime,medium,4,110,C1,4,22.0,8
fixedtime,medium,4,110,C2,3,37.0,9
fixedtime,medium,4,115,B1,6,43.0,14
fixedtime,medium,4,115,B2,6,112.0,13
fixedtime,medium,4,115,C1,5,45.0,8
fixedtime,medium,4,115,C2,4,54.0,8
fixedtime,medium,4,120,B1,6,67.0,16
fixedtime,medium,4,120,B2,9,152.0,14
fixedtime,medium,4,120,C1,3,39.0,8
fixedtime,medium,4,120,C2,5,78.0,8
fixedtime,medium,4,125,B1,7,86.0,14
fixedtime,medium,4,125,B2,10,199.0,13
fixedtime,medium,4,125,C1,3,54.0,10
fixedtime,medium,4,125,C2,5,103.0,10
fixedtime,medium,4,130,B1,9,130.0,13
fixedtime,medium,4,130,B2,11,252.0,13
fixedtime,medium,4,130,C1,3,69.0,9
fixedtime,medium,4,130,C2,7,136.0,11
fixedtime,medium,4,135,B1,9,152.0,13
fixedtime,medium,4,135,B2,12,301.0,16
fixedtime,medium,4,135,C1,5,91.0,10
fixedtime,medium,4,135,C2,8,175.0,13
fixedtime,medium,4,140,B1,4,15.0,12
fixedtime,medium,4,140,B2,4,35.0,15
fixedtime,medium,4,140,C1,0,0.0,6
fixedtime,medium,4,140,C2,0,0.0,10
fixedtime,medium,4,145,B1,5,37.0,14
fixedtime,medium,4,145,B2,4,22.0,16
fixedtime,medium,4,145,C1,0,0.0,5
fixedtime,medium,4,145,C2,1,4.0,12
fixedtime,medium,4,150,B1,5,62.0,14
fixedtime,medium,4,150,B2,6,49.0,16
fixedtime,medium,4,150,C1,0,0.0,9
fixedtime,medium,4,150,C2,3,16.0,15
fixedtime,medium,4,155,B1,5,87.0,14
fixedtime,medium,4,155,B2,8,87.0,15
fixedtime,medium,4,155,C1,0,0.0,10
fixedtime,medium,4,155,C2,2,15.0,13
fixedtime,medium,4,160,B1,7,116.0,16
fixedtime,medium,4,160,B2,5,72.0,15
fixedtime,medium,4,160,C1,1,2.0,12
fixedtime,medium,4,160,C2,3,26.0,13
fixedtime,medium,4,165,B1,8,152.0,15
fixedtime,medium,4,165,B2,4,54.0,14
fixedtime,medium,4,165,C1,4,15.0,12
fixedtime,medium,4,165,C2,5,50.0,12
fixedtime,medium,4,170,B1,11,199.0,16
fixedtime,medium,4,170,B2,6,78.0,12
fixedtime,medium,4,170,C1,7,43.0,13
fixedtime,medium,4,170,C2,6,79.0,11
fixedtime,medium,4,175,B1,13,258.0,17
fixedtime,medium,4,175,B2,7,113.0,11
fixedtime,medium,4,175,C1,8,83.0,12
fixedtime,medium,4,175,C2,6,109.0,11
fixedtime,medium,4,180,B1,13,323.0,17
fixedtime,medium,4,180,B2,7,148.0,11
fixedtime,medium,4,180,C1,8,123.0,16
fixedtime,medium,4,180,C2,7,141.0,11
fixedtime,medium,4,185,B1,5,52.0,15
fixedtime,medium,4,185,B2,1,3.0,10
fixedtime,medium,4,185,C1,2,16.0,15
fixedtime,medium,4,185,C2,1,2.0,11
fixedtime,medium,4,190,B1,4,20.0,15
fixedtime,medium,4,190,B2,1,8.0,11
fixedtime,medium,4,190,C1,1,1.0,12
fixedtime,medium,4,190,C2,2,10.0,11
fixedtime,medium,4,195,B1,6,48.0,15
fixedtime,medium,4,195,B2,2,14.0,14
fixedtime,medium,4,195,C1,1,6.0,8
fixedtime,medium,4,195,C2,4,27.0,14
fixedtime,medium,4,200,B1,8,85.0,14
fixedtime,medium,4,200,B2,4,30.0,14
fixedtime,medium,4,200,C1,3,16.0,9
fixedtime,medium,4,200,C2,6,50.0,15
fixedtime,medium,4,205,B1,6,58.0,12
fixedtime,medium,4,205,B2,6,59.0,16
fixedtime,medium,4,205,C1,5,37.0,9
fixedtime,medium,4,205,C2,7,84.0,15
fixedtime,medium,4,210,B1,4,39.0,10
fixedtime,medium,4,210,B2,7,91.0,14
fixedtime,medium,4,210,C1,5,62.0,11
fixedtime,medium,4,210,C2,8,100.0,12
fixedtime,medium,4,215,B1,5,62.0,9
fixedtime,medium,4,215,B2,8,128.0,14
fixedtime,medium,4,215,C1,6,88.0,14
fixedtime,medium,4,215,C2,10,143.0,11
fixedtime,medium,4,220,B1,5,87.0,9
fixedtime,medium,4,220,B2,10,174.0,12
fixedtime,medium,4,220,C1,9,126.0,15
fixedtime,medium,4,220,C2,11,195.0,14
fixedtime,medium,4,225,B1,6,113.0,11
fixedtime,medium,4,225,B2,10,224.0,10
fixedtime,medium,4,225,C1,10,174.0,18
fixedtime,medium,4,225,C2,10,238.0,15
