controller,scenario,seed,time,intersection,queue_length,waiting_time,vehicle_count
fixedtime,high,3,5,B1,0,0.0,0
fixedtime,high,3,5,B2,0,0.0,0
fixedtime,high,3,5,C1,0,0.0,0
fixedtime,high,3,5,C2,0,0.0,1
fixedtime,high,3,10,B1,0,0.0,1
fixedtime,high,3,10,B2,0,0.0,1
fixedtime,high,3,10,C1,0,0.0,2
fixedtime,high,3,10,C2,0,0.0,1
fixedtime,high,3,15,B1,0,0.0,3
fixedtime,high,3,15,B2,0,0.0,1
fixedtime,high,3,15,C1,0,0.0,3
fixedtime,high,3,15,C2,0,0.0,1
fixedtime,high,3,20,B1,0,0.0,4
fixedtime,high,3,20,B2,0,0.0,4
fixedtime,high,3,20,C1,0,0.0,4
fixedtime,high,3,20,C2,1,1.0,2
fixedtime,high,3,25,B1,0,0.0,5
fixedtime,high,3,25,B2,1,1.0,6
fixedtime,high,3,25,C1,1,1.0,4
fixedtime,high,3,25,C2,1,6.0,4
fixedtime,high,3,30,B1,0,0.0,4
fixedtime,high,3,30,B2,1,6.0,6
fixedtime,high,3,30,C1,1,6.0,6
fixedtime,high,3,30,C2,1,11.0,4
fixedtime,high,3,35,B1,1,3.0,4
fixedtime,high,3,35,B2,2,13.0,8
fixedtime,high,3,35,C1,2,16.0,8
fixedtime,high,3,35,C2,1,16.0,4
fixedtime,high,3,40,B1,2,13.0,3
fixedtime,high,3,40,B2,4,30.0,7
fixedtime,high,3,40,C1,3,30.0,8
fixedtime,high,3,40,C2,3,27.0,8
fixedtime,high,3,45,B1,3,24.0,6
fixedtime,high,3,45,B2,4,50.0,10
fixedtime,high,3,45,C1,4,47.0,9
fixedtime,high,3,45,C2,3,42.0,11
fixedtime,high,3,50,B1,0,0.0,9
fixedtime,high,3,50,B2,0,0.0,9
fixedtime,high,3,50,C1,2,4.0,9
fixedtime,high,3,50,C2,0,0.0,11
fixedtime,high,3,55,B1,0,0.0,14
fixedtime,high,3,55,B2,2,7.0,10
fixedtime,high,3,55,C1,2,14.0,9
fixedtime,high,3,55,C2,2,4.0,12
fixedtime,high,3,60,B1,0,0.0,15
fixedtime,high,3,60,B2,4,22.0,9
fixedtime,high,3,60,C1,3,26.0,13
fixedtime,high,3,60,C2,5,23.0,14
fixedtime,high,3,65,B1,1,2.0,16
fixedtime,high,3,65,B2,6,47.0,11
fixedtime,high,3,65,C1,5,44.0,14
fixedtime,high,3,65,C2,7,52.0,15
fixedtime,high,3,70,B1,5,21.0,17
fixedtime,high,3,70,B2,8,83.0,14
fixedtime,high,3,70,C1,7,78.0,15
fixedtime,high,3,70,C2,8,91.0,13
fixedtime,high,3,75,B1,8,51.0,18
fixedtime,high,3,75,B2,8,123.0,16
fixedtime,high,3,75,C1,9,120.0,15
fixedtime,high,3,75,C2,10,136.0,15
fixedtime,high,3,80,B1,11,97.0,19
fixedtime,high,3,80,B2,10,170.0,19
fixedtime,high,3,80,C1,10,170.0,14
fixedtime,high,3,80,C2,8,138.0,14
fixedtime,high,3,85,B1,13,157.0,20
fixedtime,high,3,85,B2,10,220.0,22
fixedtime,high,3,85,C1,10,220.0,17
fixedtime,high,3,85,C2,7,168.0,15
fixedtime,high,3,90,B1,15,227.0,22
fixedtime,high,3,90,B2,9,195.0,23
fixedtime,high,3,90,C1,10,270.0,22
fixedtime,high,3,90,C2,7,203.0,16
fixedtime,high,3,95,B1,8,62.0,21
fixedtime,high,3,95,B2,5,16.0,22
fixedtime,high,3,95,C1,2,28.0,21
fixedtime,high,3,95,C2,3,12.0,17
fixedtime,high,3,100,B1,7,29.0,23
fixedtime,high,3,100,B2,11,51.0,23
fixedtime,high,3,100,C1,1,3.0,22
fixedtime,high,3,100,C2,7,36.0,20
fixedtime,high,3,105,B1,9,62.0,24
fixedtime,high,3,105,B2,16,127.0,27
fixedtime,high,3,105,C1,4,19.0,21
fixedtime,high,3,105,C2,5,52.0,19
fixedtime,high,3,110,B1,12,116.0,25
fixedtime,high,3,110,B2,13,151.0,27
fixedtime,high,3,110,C1,7,51.0,23
fixedtime,high,3,110,C2,10,95.0,19
fixedtime,high,3,115,B1,16,187.0,25
fixedtime,high,3,115,B2,15,220.0,29
fixedtime,high,3,115,C1,12,106.0,24
fixedtime,high,3,115,C2,13,154.0,20
fixedtime,high,3,120,B1,16,267.0,23
fixedtime,high,3,120,B2,19,306.0,28
fixedtime,high,3,120,C1,14,174.0,25
fixedtime,high,3,120,C2,13,219.0,23
fixedtime,high,3,125,B1,12,209.0,27
fixedtime,high,3,125,B2,21,408.0,28
fixedtime,high,3,125,C1,15,210.0,26
fixedtime,high,3,125,C2,14,286.0,24
fixedtime,high,3,130,B1,10,156.0,27
fixedtime,high,3,130,B2,23,520.0,31
fixedtime,high,3,130,C1,15,202.0,29
fixedtime,high,3,130,C2,14,356.0,25
fixedtime,high,3,135,B1,9,165.0,27
fixedtime,high,3,135,B2,23,635.0,31
