controller,scenario,seed,time,intersection,queue_length,waiting_time,vehicle_count
fixedtime,low,4,5,B1,0,0.0,0
fixedtime,low,4,5,B2,0,0.0,0
fixedtime,low,4,5,C1,0,0.0,0
fixedtime,low,4,5,C2,0,0.0,0
fixedtime,low,4,10,B1,0,0.0,0
fixedtime,low,4,10,B2,0,0.0,0
fixedtime,low,4,10,C1,0,0.0,0
fixedtime,low,4,10,C2,0,0.0,0
fixedtime,low,4,15,B1,0,0.0,0
fixedtime,low,4,15,B2,0,0.0,0
fixedtime,low,4,15,C1,0,0.0,0
fixedtime,low,4,15,C2,0,0.0,1
fixedtime,low,4,20,B1,0,0.0,1
fixedtime,low,4,20,B2,0,0.0,0
fixedtime,low,4,20,C1,0,0.0,1
fixedtime,low,4,20,C2,0,0.0,1
fixedtime,low,4,25,B1,0,0.0,1
fixedtime,low,4,25,B2,0,0.0,2
fixedtime,low,4,25,C1,0,0.0,1
fixedtime,low,4,25,C2,0,0.0,1
fixedtime,low,4,30,B1,0,0.0,1
fixedtime,low,4,30,B2,0,0.0,2
fixedtime,low,4,30,C1,0,0.0,1
fixedtime,low,4,30,C2,1,1.0,2
fixedtime,low,4,35,B1,0,0.0,1
fixedtime,low,4,35,B2,0,0.0,1
fixedtime,low,4,35,C1,0,0.0,2
fixedtime,low,4,35,C2,1,6.0,2
fixedtime,low,4,40,B1,2,4.0,3
fixedtime,low,4,40,B2,1,4.0,1
fixedtime,low,4,40,C1,1,5.0,2
fixedtime,low,4,40,C2,1,11.0,3
fixedtime,low,4,45,B1,1,9.0,3
fixedtime,low,4,45,B2,1,9.0,1
fixedtime,low,4,45,C1,1,10.0,3
fixedtime,low,4,45,C2,2,17.0,3
fixedtime,low,4,50,B1,0,0.0,4
fixedtime,low,4,50,B2,0,0.0,1
fixedtime,low,4,50,C1,0,0.0,3
fixedtime,low,4,50,C2,0,0.0,1
fixedtime,low,4,55,B1,0,0.0,7
fixedtime,low,4,55,B2,0,0.0,1
fixedtime,low,4,55,C1,0,0.0,5
fixedtime,low,4,55,C2,0,0.0,0
fixedtime,low,4,60,B1,1,1.0,7
fixedtime,low,4,60,B2,0,0.0,1
fixedtime,low,4,60,C1,0,0.0,4
fixedtime,low,4,60,C2,0,0.0,0
fixedtime,low,4,65,B1,1,6.0,6
fixedtime,low,4,65,B2,0,0.0,0
fixedtime,low,4,65,C1,1,1.0,5
fixedtime,low,4,65,C2,0,0.0,0
fixedtime,low,4,70,B1,3,18.0,5
fixedtime,low,4,70,B2,0,0.0,0
fixedtime,low,4,70,C1,4,16.0,5
fixedtime,low,4,70,C2,0,0.0,0
fixedtime,low,4,75,B1,3,33.0,4
fixedtime,low,4,75,B2,0,0.0,0
fixedtime,low,4,75,C1,4,36.0,8
fixedtime,low,4,75,C2,0,0.0,0
fixedtime,low,4,80,B1,3,48.0,4
fixedtime,low,4,80,B2,0,0.0,0
fixedtime,low,4,80,C1,4,56.0,8
fixedtime,low,4,80,C2,0,0.0,0
fixedtime,low,4,85,B1,3,63.0,3
fixedtime,low,4,85,B2,0,0.0,2
fixedtime,low,4,85,C1,5,78.0,8
fixedtime,low,4,85,C2,0,0.0,0
fixedtime,low,4,90,B1,3,78.0,3
fixedtime,low,4,90,B2,0,0.0,4
fixedtime,low,4,90,C1,5,103.0,6
fixedtime,low,4,90,C2,0,0.0,1
fixedtime,low,4,95,B1,0,0.0,1
fixedtime,low,4,95,B2,0,0.0,6
fixedtime,low,4,95,C1,1,4.0,3
fixedtime,low,4,95,C2,0,0.0,2
fixedtime,low,4,100,B1,0,0.0,1
fixedtime,low,4,100,B2,1,4.0,6
fixedtime,low,4,100,C1,1,9.0,4
fixedtime,low,4,100,C2,0,0.0,4
fixedtime,low,4,105,B1,0,0.0,3
fixedtime,low,4,105,B2,2,11.0,6
fixedtime,low,4,105,C1,1,14.0,4
fixedtime,low,4,105,C2,0,0.0,3
fixedtime,low,4,110,B1,0,0.0,4
fixedtime,low,4,110,B2,4,27.0,8
fixedtime,low,4,110,C1,1,19.0,3
fixedtime,low,4,110,C2,0,0.0,4
fixedtime,low,4,115,B1,1,4.0,5
fixedtime,low,4,115,B2,4,47.0,8
fixedtime,low,4,115,C1,2,25.0,2
fixedtime,low,4,115,C2,0,0.0,4
fixedtime,low,4,120,B1,1,9.0,5
fixedtime,low,4,120,B2,4,67.0,7
fixedtime,low,4,120,C1,2,35.0,2
fixedtime,low,4,120,C2,0,0.0,4
fixedtime,low,4,125,B1,3,17.0,5
fixedtime,low,4,125,B2,5,89.0,7
fixedtime,low,4,125,C1,2,45.0,3
fixedtime,low,4,125,C2,1,2.0,5
fixedtime,low,4,130,B1,4,35.0,5
fixedtime,low,4,130,B2,6,119.0,7
fixedtime,low,4,130,C1,2,55.0,3
fixedtime,low,4,130,C2,2,10.0,4
fixedtime,low,4,135,B1,4,55.0,5
fixedtime,low,4,135,B2,7,152.0,7
fixedtime,low,4,135,C1,2,65.0,3
fixedtime,low,4,135,C2,3,24.0,4
fixedtime,low,4,140,B1,1,1.0,3
fixedtime,low,4,140,B2,0,0.0,4
fixedtime,low,4,140,C1,0,0.0,1
fixedtime,low,4,140,C2,0,0.0,3
fixedtime,low,4,145,B1,0,0.0,4
fixedtime,low,4,145,B2,1,5.0,4
fixedtime,low,4,145,C1,0,0.0,1
fixedtime,low,4,145,C2,0,0.0,1
fixedtime,low,4,150,B1,0,0.0,5
fixedtime,low,4,150,B2,0,0.0,3
fixedtime,low,4,150,C1,0,0.0,2
fixedtime,low,4,150,C2,0,0.0,3
fixedtime,low,4,155,B1,0,0.0,7
