algorithm,grid,scenario,episode,step,avg_reward,epsilon,reward_B1,reward_B2,reward_C1,reward_C2
dqn,2x2,low,75,27000,-47.449999999999946,0.26717,-53.39999999999997,-43.19999999999994,-55.999999999999936,-37.199999999999946
dqn,2x2,low,76,27360,-50.149999999999956,0.2573985714285715,-48.19999999999996,-42.999999999999936,-65.39999999999995,-43.99999999999997
dqn,2x2,low,77,27720,-47.52499999999995,0.24762714285714293,-45.89999999999993,-41.59999999999997,-66.59999999999997,-35.99999999999996
dqn,2x2,low,78,28080,-46.824999999999974,0.23785571428571428,-38.09999999999994,-43.19999999999999,-63.59999999999998,-42.39999999999996
dqn,2x2,low,79,28440,-44.57499999999995,0.22808428571428574,-40.09999999999994,-47.59999999999993,-51.29999999999999,-39.29999999999995
dqn,2x2,low,80,28800,-47.84999999999995,0.2183128571428572,-44.89999999999997,-42.39999999999995,-54.49999999999995,-49.59999999999995
dqn,2x2,low,81,29160,-42.42499999999994,0.20854142857142866,-44.89999999999996,-36.19999999999995,-49.59999999999992,-38.99999999999993
dqn,2x2,low,82,29520,-45.049999999999955,0.19877,-39.39999999999991,-37.79999999999996,-63.2,-39.79999999999994
dqn,2x2,low,83,29880,-42.249999999999964,0.18899857142857146,-44.79999999999995,-38.19999999999997,-47.59999999999998,-38.39999999999994
dqn,2x2,low,84,30240,-45.37499999999998,0.1792271428571428,-40.29999999999999,-37.0,-67.29999999999998,-36.89999999999994
dqn,2x2,low,85,30600,-45.674999999999955,0.16945571428571438,-44.59999999999993,-35.19999999999994,-63.099999999999994,-39.79999999999997
dqn,2x2,low,86,30960,-40.949999999999946,0.15968428571428572,-39.29999999999994,-34.999999999999964,-48.999999999999964,-40.49999999999992
dqn,2x2,low,87,31320,-43.14999999999995,0.14991285714285718,-45.199999999999925,-37.59999999999995,-51.99999999999995,-37.79999999999997
dqn,2x2,low,88,31680,-41.34999999999996,0.14014142857142853,-46.49999999999995,-34.79999999999994,-48.699999999999974,-35.39999999999995
dqn,2x2,low,89,32040,-43.47499999999995,0.1303700000000001,-37.399999999999956,-42.79999999999994,-49.499999999999986,-44.19999999999994
dqn,2x2,low,90,32400,-38.82499999999996,0.12059857142857144,-39.29999999999995,-32.39999999999995,-44.79999999999996,-38.79999999999997
dqn,2x2,low,91,32760,-43.39999999999995,0.1108271428571429,-36.39999999999995,-36.59999999999995,-59.999999999999915,-40.59999999999998
dqn,2x2,low,92,33120,-41.624999999999964,0.10105571428571425,-43.499999999999964,-32.59999999999997,-54.599999999999966,-35.79999999999995
dqn,2x2,low,93,33480,-43.24999999999996,0.0912842857142857,-35.299999999999955,-36.399999999999956,-69.19999999999996,-32.099999999999966
dqn,2x2,low,94,33840,-37.599999999999945,0.08151285714285716,-31.299999999999944,-35.19999999999996,-46.69999999999994,-37.19999999999994
dqn,2x2,low,95,34200,-39.974999999999966,0.07174142857142862,-48.49999999999996,-36.599999999999966,-45.19999999999994,-29.599999999999998
dqn,2x2,low,96,34560,-43.24999999999998,0.06196999999999997,-53.69999999999998,-31.39999999999998,-57.90000000000001,-29.999999999999947
dqn,2x2,low,97,34920,-40.924999999999955,0.05219857142857143,-40.399999999999935,-38.99999999999999,-49.49999999999995,-34.799999999999955
dqn,2x2,low,98,35280,-37.74999999999998,0.05,-31.399999999999974,-36.79999999999997,-48.40000000000001,-34.39999999999994
dqn,2x2,low,99,35640,-39.449999999999946,0.05,-37.299999999999926,-35.99999999999996,-46.49999999999997,-37.999999999999936
dqn,2x2,low,100,36000,-37.72499999999995,0.05,-36.79999999999997,-34.79999999999996,-46.29999999999994,-32.99999999999994
dqn,2x2,low,101,36360,-39.24999999999996,0.05,-36.29999999999998,-35.19999999999993,-45.299999999999955,-40.19999999999997
dqn,2x2,low,102,36720,-37.59999999999995,0.05,-35.399999999999956,-36.19999999999995,-44.99999999999995,-33.799999999999955
dqn,2x2,low,103,37080,-38.24999999999997,0.05,-30.699999999999964,-34.19999999999999,-50.49999999999997,-37.59999999999995
dqn,2x2,low,104,37440,-37.474999999999966,0.05,-40.89999999999996,-31.79999999999999,-44.999999999999936,-32.199999999999946
dqn,2x2,low,105,37800,-37.44999999999996,0.05,-46.099999999999966,-28.99999999999995,-41.89999999999998,-32.79999999999995
dqn,2x2,low,106,38160,-40.24999999999995,0.05,-47.099999999999916,-32.999999999999986,-42.69999999999996,-38.19999999999994
dqn,2x2,low,107,38520,-39.52499999999996,0.05,-31.999999999999975,-35.39999999999996,-47.49999999999994,-43.199999999999974
dqn,2x2,low,108,38880,-37.74999999999996,0.05,-33.39999999999994,-31.39999999999996,-46.39999999999997,-39.79999999999994
dqn,2x2,low,109,39240,-37.89999999999998,0.05,-34.999999999999964,-31.39999999999998,-46.79999999999998,-38.39999999999997
dqn,2x2,low,110,39600,-38.499999999999964,0.05,-39.69999999999992,-30.999999999999993,-43.29999999999998,-39.99999999999998
dqn,2x2,low,111,39960,-37.799999999999955,0.05,-35.29999999999997,-32.59999999999998,-49.29999999999996,-33.99999999999993
dqn,2x2,low,112,40320,-41.14999999999997,0.05,-47.59999999999995,-34.2,-48.399999999999984,-34.399999999999956
dqn,2x2,low,113,40680,-37.774999999999956,0.05,-37.39999999999997,-32.999999999999936,-49.49999999999996,-31.199999999999953
dqn,2x2,low,114,41040,-43.64999999999996,0.05,-36.299999999999955,-36.999999999999964,-63.799999999999976,-37.49999999999996
dqn,2x2,low,115,41400,-38.57499999999995,0.05,-42.899999999999935,-32.199999999999974,-43.99999999999993,-35.199999999999974
dqn,2x2,low,116,41760,-38.22499999999995,0.05,-34.59999999999995,-38.19999999999996,-44.89999999999996,-35.19999999999994
dqn,2x2,low,117,42120,-35.64999999999996,0.05,-38.29999999999994,-31.599999999999973,-40.499999999999964,-32.19999999999995
dqn,2x2,low,118,42480,-36.249999999999964,0.05,-38.299999999999976,-31.999999999999936,-43.49999999999997,-31.199999999999964
dqn,2x2,low,119,42840,-36.17499999999996,0.05,-33.89999999999997,-30.59999999999996,-48.99999999999994,-31.199999999999967
dqn,2x2,low,120,43200,-35.87499999999996,0.05,-35.799999999999926,-29.599999999999966,-44.69999999999995,-33.39999999999999
dqn,2x2,low,121,43560,-41.24999999999994,0.05,-36.19999999999994,-34.59999999999997,-54.99999999999995,-39.19999999999992
dqn,2x2,low,122,43920,-41.17499999999997,0.05,-36.19999999999999,-36.79999999999994,-48.09999999999997,-43.59999999999996
dqn,2x2,low,123,44280,-44.22499999999995,0.05,-36.99999999999993,-36.599999999999945,-61.69999999999995,-41.59999999999996
dqn,2x2,low,124,44640,-40.424999999999976,0.05,-40.79999999999997,-37.6,-44.69999999999996,-38.59999999999996
dqn,2x2,low,125,45000,-39.84999999999995,0.05,-43.799999999999955,-34.999999999999964,-44.799999999999955,-35.79999999999993
dqn,2x2,low,126,45360,-39.62499999999997,0.05,-30.599999999999973,-33.19999999999999,-61.29999999999996,-33.39999999999997
dqn,2x2,low,127,45720,-37.74999999999997,0.05,-39.89999999999999,-33.19999999999997,-44.699999999999946,-33.19999999999996
dqn,2x2,low,128,46080,-39.47499999999997,0.05,-40.199999999999974,-35.59999999999997,-46.49999999999996,-35.59999999999997
dqn,2x2,low,129,46440,-40.22499999999996,0.05,-44.299999999999955,-32.20000000000001,-45.99999999999996,-38.399999999999906
dqn,2x2,low,130,46800,-37.54999999999996,0.05,-38.299999999999955,-32.39999999999996,-44.69999999999997,-34.799999999999955
dqn,2x2,low,131,47160,-41.04999999999996,0.05,-37.19999999999997,-31.799999999999976,-57.29999999999997,-37.89999999999994
dqn,2x2,low,132,47520,-37.94999999999996,0.05,-40.89999999999997,-38.99999999999992,-39.09999999999995,-32.79999999999998
dqn,2x2,low,133,47880,-36.39999999999995,0.05,-35.399999999999935,-32.99999999999998,-42.79999999999996,-34.399999999999935
dqn,2x2,low,134,48240,-39.32499999999996,0.05,-38.399999999999984,-32.29999999999998,-48.799999999999976,-37.79999999999991
dqn,2x2,low,135,48600,-38.09999999999995,0.05,-41.49999999999992,-32.19999999999995,-45.49999999999996,-33.19999999999997
dqn,2x2,low,136,48960,-38.97499999999995,0.05,-38.99999999999995,-35.199999999999946,-44.699999999999946,-36.99999999999995
dqn,2x2,low,137,49320,-42.19999999999996,0.05,-36.69999999999993,-34.199999999999946,-63.49999999999998,-34.39999999999997
dqn,2x2,low,138,49680,-40.39999999999996,0.05,-49.09999999999998,-30.79999999999999,-47.29999999999994,-34.39999999999995
