controller,grid,scenario,seed,time,intersection,queue_length,waiting_time,vehicle_count
ppo,2x2,dynamic,15,5,B1,0,0.0,2
ppo,2x2,dynamic,15,5,B2,0,0.0,0
ppo,2x2,dynamic,15,5,C1,0,0.0,1
ppo,2x2,dynamic,15,5,C2,0,0.0,0
ppo,2x2,dynamic,15,10,B1,0,0.0,2
ppo,2x2,dynamic,15,10,B2,0,0.0,0
ppo,2x2,dynamic,15,10,C1,0,0.0,2
ppo,2x2,dynamic,15,10,C2,0,0.0,0
ppo,2x2,dynamic,15,15,B1,0,0.0,2
ppo,2x2,dynamic,15,15,B2,0,0.0,0
ppo,2x2,dynamic,15,15,C1,0,0.0,2
ppo,2x2,dynamic,15,15,C2,0,0.0,0
ppo,2x2,dynamic,15,20,B1,0,0.0,2
ppo,2x2,dynamic,15,20,B2,0,0.0,0
ppo,2x2,dynamic,15,20,C1,0,0.0,2
ppo,2x2,dynamic,15,20,C2,0,0.0,0
ppo,2x2,dynamic,15,25,B1,1,5.0,3
ppo,2x2,dynamic,15,25,B2,0,0.0,0
ppo,2x2,dynamic,15,25,C1,1,4.0,1
ppo,2x2,dynamic,15,25,C2,0,0.0,0
ppo,2x2,dynamic,15,30,B1,1,1.0,2
ppo,2x2,dynamic,15,30,B2,0,0.0,0
ppo,2x2,dynamic,15,30,C1,0,0.0,1
ppo,2x2,dynamic,15,30,C2,0,0.0,0
ppo,2x2,dynamic,15,35,B1,1,6.0,2
ppo,2x2,dynamic,15,35,B2,0,0.0,0
ppo,2x2,dynamic,15,35,C1,0,0.0,1
ppo,2x2,dynamic,15,35,C2,0,0.0,2
ppo,2x2,dynamic,15,40,B1,1,11.0,4
ppo,2x2,dynamic,15,40,B2,0,0.0,0
ppo,2x2,dynamic,15,40,C1,0,0.0,3
ppo,2x2,dynamic,15,40,C2,0,0.0,2
ppo,2x2,dynamic,15,45,B1,0,0.0,7
ppo,2x2,dynamic,15,45,B2,0,0.0,0
ppo,2x2,dynamic,15,45,C1,0,0.0,5
ppo,2x2,dynamic,15,45,C2,0,0.0,2
ppo,2x2,dynamic,15,50,B1,0,0.0,7
ppo,2x2,dynamic,15,50,B2,0,0.0,1
ppo,2x2,dynamic,15,50,C1,0,0.0,6
ppo,2x2,dynamic,15,50,C2,0,0.0,3
ppo,2x2,dynamic,15,55,B1,0,0.0,7
ppo,2x2,dynamic,15,55,B2,0,0.0,2
ppo,2x2,dynamic,15,55,C1,1,4.0,6
ppo,2x2,dynamic,15,55,C2,2,8.0,3
ppo,2x2,dynamic,15,60,B1,0,0.0,6
ppo,2x2,dynamic,15,60,B2,0,0.0,4
ppo,2x2,dynamic,15,60,C1,0,0.0,5
ppo,2x2,dynamic,15,60,C2,0,0.0,3
ppo,2x2,dynamic,15,65,B1,1,3.0,4
ppo,2x2,dynamic,15,65,B2,0,0.0,6
ppo,2x2,dynamic,15,65,C1,1,1.0,5
ppo,2x2,dynamic,15,65,C2,0,0.0,4
ppo,2x2,dynamic,15,70,B1,2,11.0,5
ppo,2x2,dynamic,15,70,B2,1,4.0,7
ppo,2x2,dynamic,15,70,C1,1,6.0,6
ppo,2x2,dynamic,15,70,C2,0,0.0,8
ppo,2x2,dynamic,15,75,B1,0,0.0,4
ppo,2x2,dynamic,15,75,B2,0,0.0,5
ppo,2x2,dynamic,15,75,C1,0,0.0,4
ppo,2x2,dynamic,15,75,C2,0,0.0,8
ppo,2x2,dynamic,15,80,B1,1,3.0,5
ppo,2x2,dynamic,15,80,B2,0,0.0,5
ppo,2x2,dynamic,15,80,C1,1,1.0,6
ppo,2x2,dynamic,15,80,C2,1,3.0,9
ppo,2x2,dynamic,15,85,B1,2,9.0,6
ppo,2x2,dynamic,15,85,B2,2,5.0,4
ppo,2x2,dynamic,15,85,C1,1,6.0,6
ppo,2x2,dynamic,15,85,C2,4,18.0,7
ppo,2x2,dynamic,15,90,B1,1,1.0,5
ppo,2x2,dynamic,15,90,B2,0,0.0,4
ppo,2x2,dynamic,15,90,C1,0,0.0,7
ppo,2x2,dynamic,15,90,C2,2,15.0,5
ppo,2x2,dynamic,15,95,B1,2,7.0,6
ppo,2x2,dynamic,15,95,B2,0,0.0,5
ppo,2x2,dynamic,15,95,C1,1,1.0,7
ppo,2x2,dynamic,15,95,C2,1,2.0,5
ppo,2x2,dynamic,15,100,B1,2,17.0,5
ppo,2x2,dynamic,15,100,B2,0,0.0,5
ppo,2x2,dynamic,15,100,C1,2,9.0,9
ppo,2x2,dynamic,15,100,C2,2,8.0,5
ppo,2x2,dynamic,15,105,B1,0,0.0,4
ppo,2x2,dynamic,15,105,B2,0,0.0,5
ppo,2x2,dynamic,15,105,C1,0,0.0,5
ppo,2x2,dynamic,15,105,C2,0,0.0,6
ppo,2x2,dynamic,15,110,B1,0,0.0,7
ppo,2x2,dynamic,15,110,B2,1,5.0,7
ppo,2x2,dynamic,15,110,C1,1,1.0,6
ppo,2x2,dynamic,15,110,C2,0,0.0,6
ppo,2x2,dynamic,15,115,B1,2,6.0,8
ppo,2x2,dynamic,15,115,B2,2,12.0,8
ppo,2x2,dynamic,15,115,C1,1,6.0,6
ppo,2x2,dynamic,15,115,C2,3,12.0,8
ppo,2x2,dynamic,15,120,B1,0,0.0,7
ppo,2x2,dynamic,15,120,B2,0,0.0,6
ppo,2x2,dynamic,15,120,C1,1,2.0,5
ppo,2x2,dynamic,15,120,C2,0,0.0,7
ppo,2x2,dynamic,15,125,B1,1,1.0,5
ppo,2x2,dynamic,15,125,B2,1,1.0,7
ppo,2x2,dynamic,15,125,C1,3,9.0,7
ppo,2x2,dynamic,15,125,C2,1,2.0,10
ppo,2x2,dynamic,15,130,B1,2,7.0,6
ppo,2x2,dynamic,15,130,B2,2,11.0,8
ppo,2x2,dynamic,15,130,C1,3,24.0,9
ppo,2x2,dynamic,15,130,C2,1,7.0,11
ppo,2x2,dynamic,15,135,B1,1,2.0,4
ppo,2x2,dynamic,15,135,B2,0,0.0,9
ppo,2x2,dynamic,15,135,C1,0,0.0,8
ppo,2x2,dynamic,15,135,C2,1,1.0,9
ppo,2x2,dynamic,15,140,B1,1,7.0,4
ppo,2x2,dynamic,15,140,B2,2,6.0,8
ppo,2x2,dynamic,15,140,C1,0,0.0,8
ppo,2x2,dynamic,15,140,C2,1,6.0,11
ppo,2x2,dynamic,15,145,B1,2,13.0,7
ppo,2x2,dynamic,15,145,B2,2,16.0,7
ppo,2x2,dynamic,15,145,C1,1,5.0,7
ppo,2x2,dynamic,15,145,C2,3,18.0,9
ppo,2x2,dynamic,15,150,B1,0,0.0,5
ppo,2x2,dynamic,15,150,B2,1,3.0,5
ppo,2x2,dynamic,15,150,C1,0,0.0,8
ppo,2x2,dynamic,15,150,C2,1,1.0,6
ppo,2x2,dynamic,15,155,B1,0,0.0,4
ppo,2x2,dynamic,15,155,B2,0,0.0,7
ppo,2x2,dynamic,15,155,C1,2,6.0,10
ppo,2x2,dynamic,15,155,C2,2,8.0,5
ppo,2x2,dynamic,15,160,B1,1,4.0,4
ppo,2x2,dynamic,15,160,B2,0,0.0,7
ppo,2x2,dynamic,15,160,C1,5,25.0,10
ppo,2x2,dynamic,15,160,C2,3,22.0,5
ppo,2x2,dynamic,15,165,B1,0,0.0,4
ppo,2x2,dynamic,15,165,B2,0,0.0,6
ppo,2x2,dynamic,15,165,C1,3,21.0,9
ppo,2x2,dynamic,15,165,C2,0,0.0,3
ppo,2x2,dynamic,15,170,B1,0,0.0,4
ppo,2x2,dynamic,15,170,B2,1,2.0,6
ppo,2x2,dynamic,15,170,C1,1,2.0,11
ppo,2x2,dynamic,15,170,C2,0,0.0,2
ppo,2x2,dynamic,15,175,B1,0,0.0,6
ppo,2x2,dynamic,15,175,B2,3,14.0,7
ppo,2x2,dynamic,15,175,C1,6,25.0,11
ppo,2x2,dynamic,15,175,C2,0,0.0,2
ppo,2x2,dynamic,15,180,B1,0,0.0,4
ppo,2x2,dynamic,15,180,B2,2,12.0,7
ppo,2x2,dynamic,15,180,C1,1,2.0,10
ppo,2x2,dynamic,15,180,C2,0,0.0,3
ppo,2x2,dynamic,15,185,B1,2,2.0,4
ppo,2x2,dynamic,15,185,B2,0,0.0,7
ppo,2x2,dynamic,15,185,C1,4,18.0,9
ppo,2x2,dynamic,15,185,C2,0,0.0,6
