algorithm,grid,scenario,episode,step,avg_reward,reward_B1,reward_B2,reward_B3,reward_C1,reward_C2,reward_C3,reward_D1,reward_D2,reward_D3
dqn,3x3,medium,31,11160,-150.8666666666667,-108.29999999999995,-130.6,-107.20000000000006,-180.29999999999993,-210.60000000000005,-155.60000000000008,-198.40000000000015,-133.6000000000001,-133.20000000000005
dqn,3x3,medium,32,11520,-136.52222222222224,-122.29999999999997,-102.10000000000014,-119.39999999999998,-126.7,-152.10000000000005,-196.70000000000007,-123.8999999999999,-158.00000000000009,-127.50000000000016
dqn,3x3,medium,33,11880,-140.78888888888892,-113.5000000000001,-136.49999999999997,-144.70000000000013,-146.90000000000015,-172.20000000000007,-145.20000000000016,-116.00000000000003,-164.59999999999985,-127.50000000000003
dqn,3x3,medium,34,12240,-134.78888888888892,-97.80000000000004,-105.00000000000009,-143.20000000000005,-157.40000000000006,-169.6000000000001,-154.90000000000003,-125.39999999999998,-137.50000000000003,-122.3
dqn,3x3,medium,35,12600,-138.3111111111112,-102.00000000000017,-113.50000000000007,-137.00000000000006,-171.30000000000027,-186.50000000000009,-148.69999999999996,-121.20000000000002,-147.09999999999994,-117.50000000000003
dqn,3x3,medium,36,12960,-140.06666666666672,-124.20000000000007,-121.80000000000003,-120.20000000000003,-163.90000000000012,-173.9000000000002,-168.10000000000014,-120.29999999999997,-130.5,-137.70000000000005
dqn,3x3,medium,37,13320,-125.61111111111116,-92.10000000000004,-101.09999999999998,-104.10000000000007,-133.80000000000015,-176.2000000000001,-130.9,-133.69999999999996,-166.10000000000008,-92.49999999999996
dqn,3x3,medium,38,13680,-142.46666666666673,-112.20000000000002,-105.59999999999995,-113.90000000000003,-194.9000000000002,-149.4,-155.9,-150.7000000000001,-145.30000000000004,-154.30000000000013
dqn,3x3,medium,39,14040,-142.0000000000001,-122.09999999999998,-121.69999999999995,-146.4000000000001,-117.70000000000002,-185.60000000000005,-169.30000000000024,-143.80000000000004,-152.60000000000014,-118.80000000000007
dqn,3x3,medium,40,14400,-137.66666666666677,-102.00000000000003,-118.30000000000005,-110.30000000000014,-210.60000000000016,-158.00000000000003,-117.49999999999997,-140.69999999999996,-158.3000000000002,-123.30000000000025
dqn,3x3,medium,41,14760,-126.16666666666664,-87.89999999999998,-134.29999999999995,-107.60000000000001,-145.8,-173.7,-145.39999999999998,-97.29999999999997,-115.7,-127.8
dqn,3x3,medium,42,15120,-134.27777777777783,-115.20000000000005,-136.09999999999997,-143.20000000000013,-130.80000000000015,-131.10000000000005,-161.40000000000003,-131.6000000000001,-103.00000000000004,-156.09999999999994
dqn,3x3,medium,43,15480,-133.46666666666673,-119.10000000000004,-121.99999999999997,-130.40000000000026,-139.49999999999997,-152.59999999999997,-145.10000000000022,-128.2,-142.80000000000007,-121.49999999999999
dqn,3x3,medium,44,15840,-127.76666666666672,-96.70000000000005,-110.90000000000008,-120.39999999999996,-133.7000000000001,-152.40000000000006,-131.00000000000014,-149.20000000000005,-135.39999999999992,-120.20000000000005
dqn,3x3,medium,45,16200,-136.08888888888896,-95.89999999999998,-113.3000000000001,-180.60000000000034,-170.09999999999997,-186.7000000000002,-138.20000000000007,-129.79999999999998,-106.50000000000007,-103.70000000000006
dqn,3x3,medium,46,16560,-142.33333333333337,-119.60000000000005,-130.10000000000014,-120.8,-134.0,-224.8000000000001,-145.60000000000008,-153.7,-133.20000000000002,-119.20000000000003
dqn,3x3,medium,47,16920,-138.91111111111115,-120.60000000000007,-116.10000000000005,-136.30000000000004,-131.10000000000005,-185.89999999999998,-141.80000000000013,-151.50000000000003,-142.49999999999994,-124.4000000000001
dqn,3x3,medium,48,17280,-123.03333333333336,-101.49999999999994,-115.80000000000004,-101.60000000000012,-143.60000000000005,-132.90000000000003,-137.8000000000001,-123.89999999999988,-137.6,-112.60000000000008
dqn,3x3,medium,49,17640,-123.0111111111111,-118.79999999999995,-119.10000000000007,-127.29999999999994,-118.80000000000008,-153.70000000000013,-128.8,-114.59999999999998,-119.39999999999995,-106.5999999999999
dqn,3x3,medium,50,18000,-122.7777777777778,-122.09999999999995,-110.00000000000018,-130.70000000000005,-123.50000000000007,-167.89999999999992,-126.60000000000011,-104.09999999999997,-111.30000000000003,-108.80000000000004
dqn,3x3,medium,51,18360,-125.33333333333333,-120.60000000000001,-130.09999999999994,-104.90000000000002,-130.4,-129.30000000000004,-126.40000000000008,-135.90000000000006,-130.70000000000002,-119.69999999999993
dqn,3x3,medium,52,18720,-131.4333333333334,-143.5,-114.90000000000008,-141.30000000000004,-130.69999999999993,-150.00000000000009,-129.70000000000005,-128.5000000000001,-125.40000000000008,-118.90000000000009
dqn,3x3,medium,53,19080,-127.50000000000006,-122.20000000000007,-131.90000000000003,-114.50000000000001,-138.90000000000015,-137.00000000000003,-130.10000000000005,-100.99999999999997,-143.10000000000002,-128.80000000000013
dqn,3x3,medium,54,19440,-125.92222222222216,-99.39999999999996,-124.5,-128.99999999999991,-130.29999999999995,-151.90000000000003,-119.29999999999997,-119.89999999999988,-124.99999999999996,-133.99999999999991
dqn,3x3,medium,55,19800,-127.51111111111112,-99.0,-109.39999999999993,-110.70000000000007,-110.00000000000003,-173.60000000000028,-144.9,-138.00000000000006,-139.7,-122.30000000000001
dqn,3x3,medium,56,20160,-125.38888888888894,-92.3,-129.10000000000005,-138.9000000000001,-125.60000000000002,-116.20000000000003,-162.20000000000005,-140.80000000000004,-108.00000000000011,-115.40000000000015
dqn,3x3,medium,57,20520,-117.14444444444446,-104.59999999999997,-109.3,-105.4,-135.7000000000001,-157.20000000000002,-121.00000000000009,-102.10000000000008,-124.59999999999994,-94.4
dqn,3x3,medium,58,20880,-123.97777777777782,-106.50000000000003,-105.79999999999997,-119.09999999999997,-123.90000000000009,-166.4000000000002,-117.40000000000003,-114.60000000000007,-134.9,-127.2000000000001
dqn,3x3,medium,59,21240,-127.53333333333336,-92.90000000000002,-116.49999999999997,-137.70000000000016,-127.4,-161.90000000000003,-163.00000000000017,-126.69999999999997,-106.09999999999991,-115.60000000000002
dqn,3x3,medium,60,21600,-130.56666666666672,-115.99999999999996,-119.70000000000003,-125.89999999999999,-136.10000000000008,-180.90000000000012,-151.7000000000001,-111.19999999999997,-123.0000000000001,-110.5999999999999
dqn,3x3,medium,61,21960,-124.9666666666667,-91.09999999999997,-121.39999999999999,-104.80000000000003,-127.60000000000005,-156.90000000000003,-139.20000000000002,-107.80000000000003,-134.50000000000003,-141.40000000000015
dqn,3x3,medium,62,22320,-121.91111111111114,-80.29999999999997,-128.40000000000003,-134.09999999999997,-117.99999999999994,-133.29999999999998,-122.80000000000015,-137.30000000000007,-132.80000000000013,-110.20000000000007
dqn,3x3,medium,63,22680,-120.8111111111111,-90.00000000000004,-118.7,-110.80000000000008,-133.99999999999991,-156.2000000000001,-139.09999999999994,-115.70000000000003,-118.19999999999999,-104.6
dqn,3x3,medium,64,23040,-125.36666666666669,-112.89999999999998,-109.89999999999996,-116.89999999999995,-142.30000000000004,-159.2000000000001,-128.00000000000006,-111.49999999999997,-132.60000000000016,-114.99999999999999
dqn,3x3,medium,65,23400,-125.7777777777778,-103.30000000000005,-111.0999999999999,-120.20000000000009,-124.30000000000003,-149.39999999999998,-138.90000000000018,-126.79999999999993,-150.7,-107.30000000000001
dqn,3x3,medium,66,23760,-125.28888888888893,-92.60000000000005,-92.30000000000011,-100.30000000000007,-125.5,-170.30000000000007,-171.60000000000005,-125.69999999999997,-126.99999999999993,-122.30000000000013
dqn,3x3,medium,67,24120,-120.37777777777781,-113.59999999999988,-122.60000000000008,-107.50000000000003,-129.40000000000012,-132.79999999999998,-133.50000000000009,-104.1000000000001,-127.10000000000004,-112.79999999999994
dqn,3x3,medium,68,24480,-117.33333333333333,-93.0,-105.3000000000001,-106.8,-136.30000000000004,-146.99999999999997,-106.90000000000003,-130.3,-117.99999999999994,-112.39999999999993
dqn,3x3,medium,69,24840,-122.54444444444448,-93.90000000000009,-99.60000000000007,-137.59999999999997,-140.60000000000005,-139.29999999999995,-142.9000000000001,-129.70000000000005,-123.80000000000004,-95.5000000000001
dqn,3x3,medium,70,25200,-123.9333333333334,-121.50000000000011,-108.20000000000009,-103.89999999999999,-138.30000000000004,-165.8,-142.10000000000008,-113.39999999999996,-99.80000000000007,-122.39999999999999
dqn,3x3,medium,71,25560,-123.45555555555555,-81.39999999999992,-119.99999999999989,-139.39999999999998,-139.80000000000015,-121.99999999999996,-162.60000000000005,-122.1,-111.2,-112.59999999999998
dqn,3x3,medium,72,25920,-112.32222222222222,-97.80000000000011,-102.39999999999993,-91.19999999999997,-117.10000000000005,-111.39999999999995,-164.20000000000002,-116.0,-110.99999999999999,-99.79999999999997
dqn,3x3,medium,73,26280,-119.0555555555556,-87.20000000000012,-102.30000000000003,-109.69999999999993,-129.80000000000004,-167.7,-128.39999999999998,-121.1000000000002,-118.00000000000004,-107.30000000000011
dqn,3x3,medium,74,26640,-114.68888888888893,-85.6,-99.9,-84.90000000000005,-119.70000000000009,-143.7,-129.9,-106.10000000000008,-117.50000000000001,-144.90000000000003
dqn,3x3,medium,75,27000,-115.97777777777777,-79.49999999999991,-112.70000000000012,-102.9,-152.99999999999997,-140.4,-135.40000000000003,-121.39999999999998,-104.60000000000002,-93.89999999999995
dqn,3x3,medium,76,27360,-114.42222222222225,-85.69999999999996,-102.60000000000007,-113.7,-125.20000000000014,-160.20000000000005,-115.00000000000004,-120.69999999999997,-100.79999999999998,-105.89999999999995
dqn,3x3,medium,77,27720,-112.71111111111115,-85.50000000000007,-98.50000000000001,-102.00000000000001,-108.80000000000013,-130.60000000000016,-136.3000000000001,-124.19999999999997,-129.49999999999994,-99.00000000000001
dqn,3x3,medium,78,28080,-114.67777777777776,-106.40000000000006,-112.99999999999996,-121.00000000000001,-109.10000000000002,-129.79999999999995,-125.59999999999995,-115.60000000000005,-104.29999999999997,-107.30000000000007
dqn,3x3,medium,79,28440,-110.00000000000001,-85.30000000000001,-99.2000000000001,-103.49999999999993,-121.00000000000003,-128.20000000000005,-119.90000000000003,-116.29999999999997,-112.50000000000003,-104.10000000000002
dqn,3x3,medium,80,28800,-110.35555555555557,-101.39999999999996,-88.60000000000005,-111.60000000000014,-109.79999999999994,-99.50000000000003,-109.90000000000015,-143.79999999999995,-120.09999999999995,-108.50000000000003
dqn,3x3,medium,81,29160,-109.40000000000003,-87.69999999999997,-121.00000000000004,-102.89999999999999,-114.39999999999999,-136.30000000000007,-122.30000000000013,-110.99999999999993,-97.60000000000011,-91.39999999999996
dqn,3x3,medium,82,29520,-109.48888888888891,-96.10000000000002,-108.50000000000009,-96.49999999999996,-111.69999999999997,-141.8,-146.19999999999996,-107.20000000000003,-98.50000000000009,-78.89999999999998
dqn,3x3,medium,83,29880,-114.46666666666667,-83.69999999999997,-119.49999999999999,-143.59999999999994,-94.49999999999996,-151.20000000000005,-119.59999999999995,-125.70000000000002,-100.30000000000005,-92.10000000000005
dqn,3x3,medium,84,30240,-117.28888888888893,-87.59999999999994,-109.10000000000012,-118.2000000000001,-126.10000000000008,-123.49999999999997,-146.00000000000009,-112.30000000000001,-114.6,-118.20000000000003
dqn,3x3,medium,85,30600,-113.40000000000005,-103.70000000000002,-99.60000000000007,-93.90000000000002,-102.1000000000001,-146.99999999999994,-139.90000000000012,-97.90000000000003,-123.20000000000005,-113.30000000000007
dqn,3x3,medium,86,30960,-115.64444444444445,-101.30000000000001,-88.00000000000004,-112.90000000000002,-109.20000000000002,-136.2,-147.6,-124.30000000000003,-94.19999999999997,-127.1
dqn,3x3,medium,87,31320,-123.6222222222222,-97.19999999999997,-92.99999999999997,-118.69999999999999,-126.49999999999997,-159.60000000000005,-124.49999999999993,-105.79999999999997,-111.89999999999998,-175.4
dqn,3x3,medium,88,31680,-107.92222222222223,-82.19999999999996,-115.90000000000005,-117.79999999999995,-90.10000000000008,-133.29999999999987,-135.10000000000008,-116.49999999999997,-97.1000000000001,-83.29999999999997
dqn,3x3,medium,89,32040,-111.95555555555558,-102.80000000000007,-102.70000000000003,-104.90000000000008,-97.80000000000008,-146.20000000000005,-123.10000000000007,-97.3,-134.09999999999997,-98.69999999999997
dqn,3x3,medium,90,32400,-114.31111111111107,-83.60000000000001,-91.59999999999997,-125.79999999999991,-136.59999999999994,-128.19999999999993,-106.99999999999993,-94.49999999999993,-134.8,-126.70000000000003
dqn,3x3,medium,91,32760,-112.32222222222221,-79.19999999999992,-111.19999999999999,-106.10000000000002,-144.09999999999994,-145.60000000000002,-118.99999999999994,-111.1,-98.29999999999997,-96.29999999999997
dqn,3x3,medium,92,33120,-106.64444444444445,-87.19999999999999,-89.79999999999991,-103.40000000000005,-101.80000000000003,-131.39999999999995,-131.4,-118.30000000000003,-97.79999999999998,-98.7
dqn,3x3,medium,93,33480,-109.38888888888894,-92.20000000000009,-106.90000000000009,-94.49999999999999,-102.10000000000007,-122.60000000000002,-117.79999999999994,-129.8,-108.99999999999996,-109.6000000000002
dqn,3x3,medium,94,33840,-102.0333333333333,-64.19999999999995,-93.49999999999996,-115.99999999999997,-102.89999999999998,-113.09999999999995,-104.60000000000001,-105.10000000000007,-113.59999999999995,-105.29999999999997
dqn,3x3,medium,95,34200,-106.0888888888889,-83.69999999999996,-88.90000000000005,-102.20000000000003,-105.30000000000008,-130.3000000000001,-120.00000000000004,-103.79999999999987,-110.80000000000005,-109.79999999999998
dqn,3x3,medium,96,34560,-111.15555555555557,-93.1,-100.1,-125.00000000000006,-108.59999999999995,-141.30000000000013,-119.50000000000007,-114.4,-98.00000000000004,-100.39999999999989
dqn,3x3,medium,97,34920,-107.67777777777785,-87.60000000000014,-102.29999999999998,-91.10000000000005,-122.70000000000007,-113.19999999999996,-106.50000000000007,-110.3000000000001,-105.40000000000009,-130.00000000000009
dqn,3x3,medium,98,35280,-114.2555555555556,-78.7,-103.99999999999999,-85.90000000000008,-127.30000000000001,-163.20000000000005,-124.1000000000001,-98.10000000000002,-121.10000000000008,-125.90000000000006
dqn,3x3,medium,99,35640,-112.63333333333338,-99.30000000000013,-88.99999999999997,-96.0000000000001,-107.20000000000013,-132.89999999999998,-133.60000000000002,-114.39999999999999,-106.00000000000011,-135.3
dqn,3x3,medium,100,36000,-111.31111111111109,-76.29999999999998,-104.49999999999999,-105.20000000000003,-115.19999999999997,-133.19999999999996,-115.49999999999993,-120.39999999999998,-117.40000000000005,-114.1
dqn,3x3,medium,101,36360,-116.33333333333333,-73.39999999999996,-114.10000000000008,-107.49999999999999,-116.0,-147.49999999999997,-140.59999999999997,-129.40000000000003,-99.99999999999999,-118.50000000000001
dqn,3x3,medium,102,36720,-105.53333333333335,-67.39999999999995,-106.39999999999996,-101.90000000000009,-123.30000000000001,-112.30000000000007,-126.89999999999998,-105.40000000000002,-101.70000000000002,-104.49999999999997
dqn,3x3,medium,103,37080,-115.99999999999997,-96.99999999999994,-92.10000000000002,-106.19999999999995,-138.70000000000005,-128.00000000000003,-123.0,-118.39999999999996,-109.90000000000008,-130.6999999999999
dqn,3x3,medium,104,37440,-99.45555555555553,-69.29999999999998,-97.80000000000004,-82.39999999999993,-110.00000000000004,-120.69999999999997,-112.69999999999989,-121.79999999999984,-95.70000000000003,-84.70000000000002
dqn,3x3,medium,105,37800,-109.65555555555557,-78.10000000000001,-89.8,-91.00000000000001,-116.30000000000004,-105.40000000000015,-117.99999999999997,-109.29999999999995,-135.00000000000003,-144.00000000000006
dqn,3x3,medium,106,38160,-106.19999999999999,-80.9999999999999,-88.80000000000003,-104.09999999999998,-107.5999999999999,-127.30000000000011,-119.19999999999997,-117.30000000000003,-112.80000000000007,-97.70000000000006
dqn,3x3,medium,107,38520,-109.28888888888889,-80.40000000000002,-85.49999999999997,-97.80000000000001,-110.19999999999997,-159.4000000000001,-131.39999999999992,-123.4,-101.69999999999995,-93.80000000000011
dqn,3x3,medium,108,38880,-100.67777777777779,-73.30000000000003,-100.69999999999995,-105.9,-102.1,-107.10000000000001,-107.9000000000001,-111.39999999999996,-94.00000000000001,-103.70000000000002
dqn,3x3,medium,109,39240,-107.38888888888889,-86.5,-93.89999999999995,-104.99999999999993,-92.60000000000005,-114.69999999999999,-131.80000000000004,-98.30000000000001,-115.60000000000008,-128.10000000000002
dqn,3x3,medium,110,39600,-113.3555555555556,-80.69999999999992,-89.99999999999996,-99.20000000000002,-110.1000000000001,-162.40000000000012,-168.6000000000001,-119.70000000000005,-98.49999999999999,-91.00000000000007
dqn,3x3,medium,111,39960,-112.6555555555556,-108.20000000000006,-102.09999999999998,-116.89999999999998,-132.80000000000004,-143.60000000000005,-92.59999999999998,-119.40000000000009,-106.00000000000009,-92.3
dqn,3x3,medium,112,40320,-105.78888888888886,-84.00000000000006,-114.09999999999994,-89.9999999999999,-100.90000000000003,-127.50000000000003,-117.59999999999994,-113.20000000000002,-104.79999999999988,-100.00000000000016
dqn,3x3,medium,113,40680,-114.12222222222219,-123.49999999999987,-97.70000000000002,-102.1000000000001,-127.49999999999999,-137.59999999999988,-124.29999999999984,-115.29999999999993,-97.20000000000006,-101.90000000000008
dqn,3x3,medium,114,41040,-110.5888888888889,-85.79999999999997,-107.40000000000006,-97.89999999999999,-120.20000000000006,-135.6000000000001,-132.90000000000003,-114.39999999999996,-104.90000000000003,-96.19999999999999
dqn,3x3,medium,115,41400,-111.06666666666672,-75.39999999999996,-102.30000000000001,-108.50000000000013,-108.40000000000009,-108.80000000000005,-155.50000000000009,-113.6,-114.69999999999995,-112.40000000000019
dqn,3x3,medium,116,41760,-103.44444444444446,-78.50000000000006,-82.30000000000003,-100.90000000000008,-122.19999999999997,-108.49999999999993,-132.00000000000006,-116.2,-83.19999999999995,-107.20000000000009
dqn,3x3,medium,117,42120,-112.91111111111111,-92.19999999999999,-106.80000000000003,-90.99999999999996,-99.90000000000005,-120.20000000000007,-140.70000000000002,-129.50000000000003,-126.70000000000005,-109.19999999999996
dqn,3x3,medium,118,42480,-111.65555555555561,-107.4,-102.40000000000009,-90.50000000000001,-117.2,-139.9000000000001,-126.30000000000007,-107.20000000000003,-111.20000000000007,-102.80000000000004
dqn,3x3,medium,119,42840,-110.56666666666669,-77.8,-112.99999999999996,-123.10000000000007,-81.19999999999996,-150.4000000000001,-134.80000000000015,-117.50000000000001,-109.70000000000003,-87.59999999999998
dqn,3x3,medium,120,43200,-106.86666666666669,-93.39999999999998,-95.09999999999998,-84.60000000000002,-97.09999999999998,-138.4000000000001,-130.6000000000001,-133.7,-93.49999999999994,-95.40000000000006
dqn,3x3,medium,121,43560,-104.98888888888892,-80.40000000000003,-87.2,-93.60000000000004,-121.20000000000009,-135.90000000000006,-122.20000000000005,-113.70000000000007,-97.19999999999999,-93.49999999999994
dqn,3x3,medium,122,43920,-108.46666666666668,-85.70000000000006,-99.5,-83.20000000000002,-102.20000000000009,-145.40000000000012,-129.20000000000002,-120.29999999999994,-115.09999999999997,-95.60000000000002
dqn,3x3,medium,123,44280,-107.43333333333335,-84.79999999999994,-77.99999999999991,-93.50000000000007,-102.10000000000008,-172.50000000000009,-118.60000000000004,-116.60000000000014,-97.69999999999996,-103.10000000000005
dqn,3x3,medium,124,44640,-106.34444444444449,-78.00000000000006,-118.50000000000003,-105.60000000000007,-87.49999999999996,-147.50000000000017,-107.60000000000007,-98.00000000000001,-101.49999999999996,-112.89999999999999
dqn,3x3,medium,125,45000,-116.03333333333336,-82.30000000000001,-114.89999999999998,-126.29999999999994,-98.19999999999999,-186.80000000000004,-109.3,-109.9,-107.9,-108.70000000000009
dqn,3x3,medium,126,45360,-106.22222222222226,-89.30000000000001,-91.59999999999995,-113.50000000000013,-102.6000000000001,-108.7,-126.50000000000004,-120.60000000000004,-106.40000000000002,-96.80000000000005
dqn,3x3,medium,127,45720,-106.24444444444445,-82.09999999999998,-99.60000000000014,-96.89999999999999,-102.50000000000003,-146.10000000000008,-120.00000000000003,-99.59999999999995,-111.19999999999987,-98.19999999999996
dqn,3x3,medium,128,46080,-110.82222222222224,-77.59999999999995,-96.10000000000005,-104.10000000000007,-124.90000000000002,-104.7,-127.30000000000005,-108.99999999999999,-120.0,-133.7000000000001
dqn,3x3,medium,129,46440,-104.89999999999998,-96.69999999999996,-95.69999999999997,-97.70000000000005,-110.30000000000004,-143.79999999999998,-127.19999999999996,-109.59999999999995,-86.19999999999997,-76.89999999999995
dqn,3x3,medium,130,46800,-108.0888888888889,-88.99999999999993,-92.20000000000007,-99.50000000000004,-119.60000000000002,-124.79999999999998,-143.3,-120.50000000000003,-83.09999999999988,-100.80000000000005
dqn,3x3,medium,131,47160,-112.56666666666668,-87.60000000000007,-100.60000000000004,-104.8,-112.09999999999994,-121.40000000000006,-141.5,-110.89999999999999,-106.80000000000001,-127.40000000000008
dqn,3x3,medium,132,47520,-104.36666666666666,-93.20000000000003,-87.70000000000006,-93.49999999999996,-90.39999999999996,-116.6,-131.89999999999998,-105.49999999999996,-107.90000000000002,-112.59999999999997
dqn,3x3,medium,133,47880,-109.45555555555558,-80.7,-104.49999999999996,-115.10000000000001,-100.10000000000002,-150.80000000000013,-124.60000000000012,-103.20000000000009,-127.09999999999984,-79.00000000000006
dqn,3x3,medium,134,48240,-102.12222222222226,-77.89999999999998,-103.80000000000008,-111.7,-110.80000000000008,-106.20000000000003,-113.99999999999999,-96.59999999999995,-106.70000000000013,-91.40000000000006
