algorithm,grid,scenario,episode,step,avg_reward,ppo_updates,reward_B1,reward_B2,reward_C1,reward_C2
ppo,2x2,high,38,13680,-9424.249999999996,106,-9276.499999999985,-7998.30000000001,-10415.899999999972,-10006.300000000016
ppo,2x2,high,39,14040,-11088.749999999989,109,-13394.899999999965,-7994.9000000000115,-10631.400000000012,-12333.799999999968
ppo,2x2,high,40,14400,-10969.79999999999,112,-16052.499999999969,-8766.0,-9589.699999999992,-9470.999999999998
ppo,2x2,high,41,14760,-10481.799999999987,115,-7742.300000000005,-8477.999999999996,-12967.599999999988,-12739.29999999996
ppo,2x2,high,42,15120,-9709.649999999989,118,-10714.600000000019,-7750.699999999972,-9638.299999999996,-10734.99999999997
ppo,2x2,high,43,15480,-10687.72500000001,120,-11602.50000000002,-9328.000000000036,-11702.599999999984,-10117.799999999996
ppo,2x2,high,44,15840,-11239.775000000005,123,-13993.79999999999,-12045.000000000035,-8796.400000000012,-10123.899999999983
ppo,2x2,high,45,16200,-8904.550000000001,126,-10625.900000000016,-7774.899999999999,-9159.800000000003,-8057.5999999999885
ppo,2x2,high,46,16560,-10319.074999999992,129,-12197.199999999993,-7804.299999999995,-11352.099999999975,-9922.700000000003
ppo,2x2,high,47,16920,-11407.625000000002,132,-8889.9,-12191.6,-13113.399999999987,-11435.600000000019
ppo,2x2,high,48,17280,-13565.474999999991,135,-13787.299999999976,-9845.200000000013,-18178.80000000001,-12450.599999999966
ppo,2x2,high,49,17640,-9042.425000000003,137,-12616.100000000013,-7505.799999999994,-6341.300000000002,-9706.500000000002
ppo,2x2,high,50,18000,-11258.950000000008,140,-10324.800000000007,-11953.100000000015,-10510.200000000015,-12247.699999999993
ppo,2x2,high,51,18360,-12032.749999999993,143,-15884.89999999997,-8903.600000000013,-14187.89999999995,-9154.600000000035
ppo,2x2,high,52,18720,-11467.825000000003,146,-10335.800000000027,-9907.0,-14385.499999999976,-11243.000000000005
ppo,2x2,high,53,19080,-12611.875000000011,149,-11310.000000000015,-15137.10000000001,-11147.099999999995,-12853.300000000028
ppo,2x2,high,54,19440,-9570.950000000006,151,-13247.69999999997,-7460.400000000021,-9719.80000000002,-7855.900000000014
ppo,2x2,high,55,19800,-9450.850000000008,154,-12083.60000000001,-9536.899999999963,-7628.600000000031,-8554.300000000027
ppo,2x2,high,56,20160,-10704.150000000007,157,-10791.69999999999,-10220.300000000021,-12744.000000000004,-9060.600000000015
ppo,2x2,high,57,20520,-8960.624999999996,160,-6919.0999999999885,-7361.499999999969,-10430.30000000002,-11131.600000000006
ppo,2x2,high,58,20880,-11370.800000000003,163,-11772.699999999997,-8953.400000000038,-12894.899999999961,-11862.200000000008
ppo,2x2,high,59,21240,-11069.950000000013,165,-13016.00000000001,-11114.10000000001,-10389.100000000015,-9760.60000000002
ppo,2x2,high,60,21600,-9457.200000000012,168,-8507.299999999996,-8680.0,-9537.70000000002,-11103.800000000036
ppo,2x2,high,61,21960,-10091.974999999999,171,-11845.200000000004,-7913.900000000002,-13069.299999999997,-7539.499999999992
ppo,2x2,high,62,22320,-13351.600000000013,174,-13470.700000000003,-14466.800000000027,-16581.300000000017,-8887.600000000002
ppo,2x2,high,63,22680,-8022.124999999997,177,-7018.199999999986,-7643.099999999992,-6128.200000000016,-11298.999999999996
ppo,2x2,high,64,23040,-9136.45,180,-10154.300000000043,-8017.399999999994,-8652.499999999984,-9721.599999999988
ppo,2x2,high,65,23400,-9713.07499999999,182,-6574.900000000011,-9199.49999999999,-9007.499999999995,-14070.399999999969
ppo,2x2,high,66,23760,-9790.525000000001,185,-8115.199999999969,-9655.900000000025,-11698.300000000007,-9692.700000000008
ppo,2x2,high,67,24120,-8913.050000000005,188,-7581.2999999999765,-8739.50000000001,-10681.100000000013,-8650.300000000021
ppo,2x2,high,68,24480,-10947.799999999994,191,-14295.699999999977,-10813.599999999979,-9649.300000000005,-9032.600000000013
ppo,2x2,high,69,24840,-9605.599999999999,194,-10323.8,-9553.399999999992,-8644.100000000008,-9901.1
ppo,2x2,high,70,25200,-7594.375000000002,196,-8392.000000000024,-6766.7,-7326.299999999989,-7892.4999999999945
ppo,2x2,high,71,25560,-8840.750000000004,199,-9434.500000000002,-10368.900000000001,-8737.500000000005,-6822.100000000004
ppo,2x2,high,72,25920,-12114.82499999999,202,-13864.79999999999,-11110.199999999995,-12782.699999999968,-10701.60000000001
ppo,2x2,high,73,26280,-9030.424999999994,205,-7950.200000000012,-9803.200000000015,-11460.999999999975,-6907.299999999975
ppo,2x2,high,74,26640,-11350.675000000005,208,-10811.999999999996,-12078.800000000017,-9585.5,-12926.400000000003
ppo,2x2,high,75,27000,-10291.474999999999,210,-8960.100000000004,-6939.800000000007,-9275.899999999998,-15990.099999999986
ppo,2x2,high,76,27360,-8804.450000000008,213,-6599.900000000023,-8038.200000000007,-11591.500000000013,-8988.199999999988
ppo,2x2,high,77,27720,-11617.24999999999,216,-10084.59999999996,-10105.599999999995,-16177.700000000028,-10101.099999999984
ppo,2x2,high,78,28080,-9042.19999999999,219,-8194.09999999998,-8342.30000000002,-13082.5,-6549.89999999996
ppo,2x2,high,79,28440,-8430.17500000001,222,-6969.800000000033,-8745.699999999984,-8394.000000000022,-9611.2
ppo,2x2,high,80,28800,-10625.999999999982,225,-11030.199999999995,-8369.99999999998,-14542.69999999997,-8561.099999999988
ppo,2x2,high,81,29160,-9097.500000000011,227,-9002.699999999997,-9328.200000000008,-9161.400000000012,-8897.700000000023
ppo,2x2,high,82,29520,-9217.824999999995,230,-7014.9,-11551.099999999995,-7985.899999999988,-10319.4
ppo,2x2,high,83,29880,-9781.94999999999,233,-8468.099999999962,-10221.800000000005,-9077.399999999972,-11360.50000000002
ppo,2x2,high,84,30240,-9534.625000000007,236,-8797.400000000005,-9530.09999999998,-8028.500000000003,-11782.500000000036
ppo,2x2,high,85,30600,-10389.825000000004,239,-11714.199999999993,-12033.400000000012,-7738.299999999996,-10073.40000000002
ppo,2x2,high,86,30960,-10530.399999999998,241,-10185.699999999999,-10986.100000000002,-9282.599999999991,-11667.2
ppo,2x2,high,87,31320,-11541.225000000004,244,-12515.499999999996,-13207.800000000014,-10741.79999999999,-9699.800000000017
ppo,2x2,high,88,31680,-9674.899999999981,247,-7876.39999999998,-9591.7,-10641.599999999955,-10589.899999999989
ppo,2x2,high,89,32040,-8950.700000000013,250,-12320.100000000022,-8034.100000000017,-7361.299999999999,-8087.300000000012
ppo,2x2,high,90,32400,-10245.025000000005,253,-8348.099999999999,-11328.499999999989,-8711.5,-12592.00000000003
ppo,2x2,high,91,32760,-12100.824999999995,255,-17767.499999999967,-9681.70000000001,-12000.000000000031,-8954.099999999975
ppo,2x2,high,92,33120,-8766.449999999988,258,-9213.299999999987,-9851.199999999975,-9095.09999999998,-6906.200000000011
ppo,2x2,high,93,33480,-9492.400000000001,261,-8343.400000000005,-7671.8,-12948.3,-9006.100000000002
ppo,2x2,high,94,33840,-9328.699999999993,264,-6517.799999999997,-10042.300000000001,-12049.59999999999,-8705.09999999998
ppo,2x2,high,95,34200,-10900.124999999998,267,-10489.899999999987,-7904.599999999995,-11826.000000000005,-13380.000000000007
ppo,2x2,high,96,34560,-11031.225,270,-9547.599999999997,-9151.100000000002,-11231.100000000008,-14195.1
ppo,2x2,high,97,34920,-12125.425000000007,272,-7424.9,-9609.500000000033,-15814.499999999989,-15652.800000000003
ppo,2x2,high,98,35280,-8880.80000000001,275,-9648.600000000002,-6925.2000000000135,-9902.999999999993,-9046.400000000034
ppo,2x2,high,99,35640,-11502.649999999994,278,-8853.400000000003,-10842.699999999997,-15607.199999999975,-10707.300000000005
ppo,2x2,high,100,36000,-11318.549999999996,281,-10079.700000000017,-13740.999999999975,-13063.999999999993,-8389.500000000004
ppo,2x2,high,101,36360,-9260.349999999991,284,-6814.399999999975,-6368.100000000004,-14502.4,-9356.499999999987
ppo,2x2,high,102,36720,-10542.30000000001,286,-11038.60000000003,-8745.799999999987,-11085.300000000007,-11299.500000000018
ppo,2x2,high,103,37080,-10038.575000000004,289,-9847.699999999993,-8918.100000000006,-11366.600000000019,-10021.899999999998
ppo,2x2,high,104,37440,-10935.94999999999,292,-10313.599999999986,-11142.999999999984,-12297.099999999993,-9990.099999999997
ppo,2x2,high,105,37800,-9878.250000000002,295,-8934.400000000003,-6586.899999999995,-13499.900000000001,-10491.800000000007
ppo,2x2,high,106,38160,-10699.399999999987,298,-13204.29999999997,-9432.099999999988,-10791.800000000001,-9369.39999999999
ppo,2x2,high,107,38520,-8317.824999999993,300,-6612.699999999979,-7621.10000000001,-8712.999999999989,-10324.499999999996
ppo,2x2,high,108,38880,-11956.949999999988,303,-13635.19999999999,-13174.89999999999,-10513.299999999957,-10504.400000000014
ppo,2x2,high,109,39240,-10537.349999999993,306,-7900.700000000005,-10221.399999999972,-11234.300000000005,-12792.999999999995
ppo,2x2,high,110,39600,-9920.999999999993,309,-11034.199999999984,-6912.200000000002,-12063.699999999979,-9673.900000000001
ppo,2x2,high,111,39960,-8304.975000000004,312,-6373.29999999998,-8477.900000000014,-7556.8000000000075,-10811.900000000014
ppo,2x2,high,112,40320,-11225.699999999986,315,-10385.90000000002,-15622.39999999997,-9305.099999999986,-9589.399999999969
ppo,2x2,high,113,40680,-12120.724999999984,317,-12060.999999999967,-9120.000000000004,-14087.59999999997,-13214.299999999992
ppo,2x2,high,114,41040,-7106.824999999997,320,-9458.60000000002,-6355.999999999999,-5517.999999999964,-7094.700000000006
ppo,2x2,high,115,41400,-9539.049999999985,323,-7960.1000000000195,-8686.3,-9427.699999999963,-12082.099999999957
ppo,2x2,high,116,41760,-10135.874999999995,326,-10554.099999999982,-7613.399999999968,-13166.399999999992,-9209.600000000035
ppo,2x2,high,117,42120,-11018.999999999984,329,-8743.700000000004,-13268.099999999977,-9995.699999999975,-12068.49999999998
ppo,2x2,high,118,42480,-8389.225000000011,331,-5706.700000000005,-6920.500000000037,-8231.3,-12698.4
ppo,2x2,high,119,42840,-9220.375000000004,334,-8778.799999999985,-9070.400000000009,-11247.100000000022,-7785.199999999998
ppo,2x2,high,120,43200,-10948.324999999995,337,-12168.89999999998,-8657.100000000017,-10711.400000000016,-12255.89999999997
ppo,2x2,high,121,43560,-10577.199999999992,340,-8154.60000000001,-11630.399999999996,-11074.699999999968,-11449.099999999991
ppo,2x2,high,122,43920,-9491.375,343,-7990.20000000001,-10486.199999999986,-8384.299999999987,-11104.800000000016
ppo,2x2,high,123,44280,-9333.075000000004,345,-6816.200000000008,-9231.299999999997,-9667.399999999981,-11617.40000000003
ppo,2x2,high,124,44640,-9345.64999999999,348,-8270.100000000008,-10705.999999999993,-9947.199999999983,-8459.299999999983
ppo,2x2,high,125,45000,-10360.499999999987,351,-11604.399999999983,-6925.099999999997,-10014.899999999998,-12897.599999999975
ppo,2x2,high,126,45360,-8820.124999999987,354,-6807.400000000001,-8424.999999999993,-9791.599999999964,-10256.499999999995
ppo,2x2,high,127,45720,-11637.749999999993,357,-10718.399999999981,-10704.199999999997,-13023.599999999977,-12104.800000000016
ppo,2x2,high,128,46080,-11309.374999999989,360,-9606.699999999997,-9797.399999999996,-14172.999999999989,-11660.399999999981
ppo,2x2,high,129,46440,-10411.675000000003,362,-6468.300000000008,-10011.599999999975,-15038.800000000027,-10128.000000000004
ppo,2x2,high,130,46800,-9546.199999999999,365,-10809.100000000011,-8707.699999999983,-11080.000000000004,-7587.999999999994
ppo,2x2,high,131,47160,-8495.199999999997,368,-8955.400000000009,-8055.200000000023,-8700.899999999989,-8269.299999999963
ppo,2x2,high,132,47520,-9792.150000000003,371,-9259.6,-7697.099999999993,-11520.600000000024,-10691.299999999996
ppo,2x2,high,133,47880,-6939.950000000015,374,-8954.600000000015,-6368.099999999985,-6080.800000000037,-6356.300000000023
ppo,2x2,high,134,48240,-8704.199999999995,376,-9963.699999999983,-7009.6999999999925,-10038.000000000005,-7805.400000000001
ppo,2x2,high,135,48600,-11472.599999999984,379,-11035.999999999984,-9404.599999999982,-13926.899999999983,-11522.899999999987
ppo,2x2,high,136,48960,-8531.400000000016,382,-9736.60000000002,-9538.500000000027,-6510.499999999988,-8340.000000000022
ppo,2x2,high,137,49320,-7958.0000000000055,385,-7865.09999999998,-6077.500000000004,-8458.300000000017,-9431.10000000002
ppo,2x2,high,138,49680,-12836.800000000001,388,-14836.500000000005,-10212.200000000012,-16221.599999999979,-10076.900000000009
