controller,grid,scenario,seed,loaded_vehicles,departed_vehicles,completed_trips,completion_rate_pct,avg_travel_time,avg_waiting_time,avg_time_loss,mean_queue_length,max_queue_length,teleports_started,teleports_ended,mean_agent_predict_ms,p95_agent_predict_ms,mean_joint_decision_ms,p95_joint_decision_ms,peak_process_tree_ram_mb,model_size_total_mb,wall_runtime_s,status
dqn,3x3,medium,11,1800,1799,1680,93.33333333333333,110.24107142857143,16.088690476190475,38.21031547619047,1.4015432098765432,13,0,0,0.0413093962962963,0.05279404999999999,0.37765960277777777,0.41941010000000006,352.625,0.829442024230957,3.8993820410687476,PASS
dqn,3x3,medium,12,1800,1799,1684,93.55555555555556,111.4210213776722,16.70724465558195,39.13331947743468,1.4833333333333334,10,0,0,0.04085529197530864,0.051416,0.37337248055555555,0.40214760000000005,385.1875,0.829442024230957,3.875640541082248,PASS
dqn,3x3,medium,13,1800,1799,1684,93.55555555555556,111.78919239904988,16.843230403800476,39.38923396674584,1.4777777777777779,13,0,0,0.043832799691358025,0.06075414999999998,0.40075984722222224,0.48174405000000003,386.796875,0.829442024230957,3.9855822500539944,PASS
dqn,3x3,medium,14,1800,1798,1682,93.44444444444444,109.03329369797859,15.191438763376933,36.83780618311534,1.327469135802469,11,0,0,0.04459059537037037,0.06629405,0.4079889666666667,0.48532644999999996,401.171875,0.829442024230957,4.003495666082017,PASS
dqn,3x3,medium,15,1800,1799,1684,93.55555555555556,112.44774346793349,17.55463182897862,40.44871140142518,1.5308641975308641,13,0,0,0.04406936049382716,0.05950204999999999,0.4031306666666667,0.49043510000000007,431.484375,0.829442024230957,4.023253166931681,PASS
